initial: all - diverse_no_blind_all
[2022-04-10 19:15:48.236508]Total energy: 16708056.889678502
[2022-04-10 19:17:10.240202]Total energy: 16717977.611975905
[2022-04-10 19:18:31.557641]Total energy: 16697497.368468454
[2022-04-10 19:19:51.867544]Total energy: 16695896.038948363
[2022-04-10 19:21:37.117587]Total energy: 16704024.047662336
[2022-04-10 19:23:28.023963]Total energy: 16704596.797845203
[2022-04-10 19:25:10.223558]Total energy: 16687228.163478425
[2022-04-10 19:26:45.553653]Total energy: 16687758.497076634
[2022-04-10 19:28:08.765279]Total energy: 16694834.086639121
[2022-04-10 19:29:31.646184]Total energy: 16717262.45763669
[2022-04-10 19:30:52.918333]Total energy: 16694117.49689935
[2022-04-10 19:32:14.482403]Total energy: 16699724.085375413
[2022-04-10 19:33:32.840541]Total energy: 16708234.519735767
[2022-04-10 19:34:53.546790]Total energy: 16689002.256081061
[2022-04-10 19:36:13.406854]Total energy: 16691207.098014813
[2022-04-10 19:37:33.201696]Total energy: 16666578.270271499
[2022-04-10 19:38:52.290047]Total energy: 16711282.567557747
[2022-04-10 19:40:12.016637]Total energy: 16670524.124269135
[2022-04-10 19:41:41.046181]Total energy: 16664764.503702953
[2022-04-10 19:43:14.201286]Total energy: 16699130.553420562
[2022-04-10 19:44:47.953983]Total energy: 16688261.184654092
[2022-04-10 19:46:19.371395]Total energy: 16716261.344229952
[2022-04-10 19:47:52.707749]Total energy: 16685335.16275368
[2022-04-10 19:49:27.805809]Total energy: 16670423.380918846
[2022-04-10 19:51:04.925665]Total energy: 16680026.88454906
[2022-04-10 19:52:33.592028]Total energy: 16726932.423216123
[2022-04-10 19:53:52.578835]Total energy: 16669141.68912574
[2022-04-10 19:55:13.375200]Total energy: 16700186.642777672
[2022-04-10 19:56:32.922629]Total energy: 16683890.4076078
[2022-04-10 19:57:52.811049]Total energy: 16706044.950305613
[2022-04-10 19:59:12.426975]Total energy: 16716508.861981856
[2022-04-10 20:00:40.924096]Total energy: 16706810.951292159
[2022-04-10 20:02:10.367159]Total energy: 16691823.762366753
[2022-04-10 20:03:31.035625]Total energy: 16676765.528909575
[2022-04-10 20:04:51.375531]Total energy: 16683592.379931808
[2022-04-10 20:06:11.402185]Total energy: 16694618.153962806
[2022-04-10 20:07:32.617080]Total energy: 16693741.342389917
[2022-04-10 20:08:53.132180]Total energy: 16678047.329733202
[2022-04-10 20:10:13.186481]Total energy: 16711575.755876936
[2022-04-10 20:11:58.091623]Total energy: 16712549.620176278
[2022-04-10 20:13:42.319095]Total energy: 16713310.23890665
[2022-04-10 20:15:18.376299]Total energy: 16699204.204099208
[2022-04-10 20:16:44.647500]Total energy: 16686953.504132342
[2022-04-10 20:17:59.187645]Total energy: 16677269.099475903
[2022-04-10 20:19:14.264273]Total energy: 16710261.663755976
[2022-04-10 20:21:08.423417]Total energy: 16707667.220870106
[2022-04-10 20:23:03.150947]Total energy: 16693751.714052275
[2022-04-10 20:24:40.156009]Total energy: 16694224.828416249
[2022-04-10 20:26:09.056766]Total energy: 16694853.494597819
[2022-04-10 20:27:28.113656]Total energy: 16686256.916218447
[2022-04-10 20:28:47.418687]Total energy: 16695181.115500739
[2022-04-10 20:30:09.433960]Total energy: 16681511.60666134
[2022-04-10 20:31:49.691012]Total energy: 16706072.525789283
[2022-04-10 20:33:32.207959]Total energy: 16709652.125157597
[2022-04-10 20:35:10.139694]Total energy: 16683113.601434672
[2022-04-10 20:36:39.112996]Total energy: 16690432.963182457
[2022-04-10 20:37:59.337079]Total energy: 16703861.295640752
[2022-04-10 20:39:20.098987]Total energy: 16693797.61615583
[2022-04-10 20:40:53.218392]Total energy: 16701821.282908395
[2022-04-10 20:42:37.810476]Total energy: 16691827.647597838
[2022-04-10 20:44:01.614860]Total energy: 16701885.1615601
[2022-04-10 20:45:23.138670]Total energy: 16692924.309976693
[2022-04-10 20:46:42.113022]Total energy: 16698663.41302767
[2022-04-10 20:48:03.630673]Total energy: 16674373.583854944
[2022-04-10 20:49:23.334608]Total energy: 16690369.452480854
[2022-04-10 20:51:04.930514]Total energy: 16697715.539570194
[2022-04-10 20:53:08.667483]Total energy: 16687378.283308329
[2022-04-10 20:54:56.871067]Total energy: 16678467.612359313
[2022-04-10 20:56:36.492589]Total energy: 16693113.39718839
[2022-04-10 20:58:19.355351]Total energy: 16693667.576963697
[2022-04-10 20:59:39.502008]Total energy: 16705356.61607293
[2022-04-10 21:01:24.483074]Total energy: 16684273.115133539
[2022-04-10 21:03:14.320096]Total energy: 16690176.743782159
[2022-04-10 21:04:48.455432]Total energy: 16673735.009831145
[2022-04-10 21:06:22.940003]Total energy: 16706146.895083575
[2022-04-10 21:07:54.239160]Total energy: 16695027.968727011
[2022-04-10 21:09:19.118940]Total energy: 16710799.611159917
[2022-04-10 21:11:19.972154]Total energy: 16681436.170382824
[2022-04-10 21:13:06.306260]Total energy: 16708422.895234175
[2022-04-10 21:14:32.559464]Total energy: 16689312.016644897
[2022-04-10 21:15:52.104410]Total energy: 16691901.621973641
[2022-04-10 21:17:14.462506]Total energy: 16658074.351183252
[2022-04-10 21:18:34.563748]Total energy: 16662532.901631558
[2022-04-10 21:19:55.250530]Total energy: 16691856.277467772
[2022-04-10 21:21:36.272087]Total energy: 16672085.165151948
[2022-04-10 21:23:18.669988]Total energy: 16680430.358405165
[2022-04-10 21:24:52.450789]Total energy: 16686165.153990293
[2022-04-10 21:26:23.408861]Total energy: 16671334.725562679
[2022-04-10 21:27:57.916019]Total energy: 16687794.783118706
[2022-04-10 21:29:14.594466]Total energy: 16684494.31811052
[2022-04-10 21:30:31.044081]Total energy: 16664581.681399452
[2022-04-10 21:31:47.019070]Total energy: 16665256.083232641
[2022-04-10 21:33:02.307780]Total energy: 16681646.898814427
[2022-04-10 21:34:17.584962]Total energy: 16668936.828296503
[2022-04-10 21:35:32.606216]Total energy: 16690321.754633479
[2022-04-10 21:36:47.857314]Total energy: 16668288.071379576
[2022-04-10 21:38:08.377842]Total energy: 16670408.365082528
[2022-04-10 21:39:27.802231]Total energy: 16693558.63750073
[2022-04-10 21:41:15.369965]Total energy: 16710882.375598399
[2022-04-10 21:42:53.793857]Total energy: 16703653.716834893
[2022-04-10 21:44:29.045450]Total energy: 16683897.901952863
[2022-04-10 21:45:51.971681]Total energy: 16675466.125110824
[2022-04-10 21:47:13.136553]Total energy: 16705900.771679562
[2022-04-10 21:48:34.516318]Total energy: 16675328.895576779
[2022-04-10 21:49:54.546569]Total energy: 16674148.172340486
[2022-04-10 21:51:35.850515]Total energy: 16699013.551683746
[2022-04-10 21:53:19.357467]Total energy: 16703882.37972984
[2022-04-10 21:54:40.931063]Total energy: 16674349.790677512
[2022-04-10 21:56:02.719249]Total energy: 16668224.10269446
[2022-04-10 21:57:23.348207]Total energy: 16665743.363096362
[2022-04-10 21:58:44.158425]Total energy: 16683753.675687004
[2022-04-10 22:00:07.502616]Total energy: 16694211.879990999
[2022-04-10 22:01:43.931432]Total energy: 16657347.411380494
[2022-04-10 22:03:18.521035]Total energy: 16699797.9748371
[2022-04-10 22:04:50.360687]Total energy: 16684505.338762576
[2022-04-10 22:06:28.968549]Total energy: 16662196.447542226
[2022-04-10 22:08:01.993971]Total energy: 16667061.905886099
[2022-04-10 22:09:21.664509]Total energy: 16692847.703911964
[2022-04-10 22:11:03.873488]Total energy: 16655716.66219194
[2022-04-10 22:12:41.546552]Total energy: 16679349.645158604
[2022-04-10 22:14:13.410505]Total energy: 16682638.357969357
[2022-04-10 22:15:37.788386]Total energy: 16691999.087085444
[2022-04-10 22:16:59.058320]Total energy: 16665159.443108851
[2022-04-10 22:18:18.851375]Total energy: 16666426.855766896
[2022-04-10 22:19:39.468168]Total energy: 16684559.813482607
[2022-04-10 22:21:09.436066]Total energy: 16689979.476004606
[2022-04-10 22:22:33.429111]Total energy: 16693065.726232296
[2022-04-10 22:23:48.920239]Total energy: 16691249.602053422
[2022-04-10 22:25:04.741950]Total energy: 16690256.239880228
[2022-04-10 22:26:20.208617]Total energy: 16654246.99381268
[2022-04-10 22:27:35.302100]Total energy: 16689694.02576577
[2022-04-10 22:28:49.929888]Total energy: 16689984.316221748
[2022-04-10 22:30:06.205660]Total energy: 16692102.878638841
[2022-04-10 22:31:26.138498]Total energy: 16669386.62778972
[2022-04-10 22:32:46.766277]Total energy: 16697853.024789432
[2022-04-10 22:34:06.635363]Total energy: 16682035.711416943
[2022-04-10 22:35:26.792004]Total energy: 16693761.892885223
[2022-04-10 22:36:49.328054]Total energy: 16673149.85926627
[2022-04-10 22:38:13.742733]Total energy: 16687300.136810163
[2022-04-10 22:39:36.141127]Total energy: 16696866.02290463
[2022-04-10 22:41:28.336979]Total energy: 16665599.916260866
[2022-04-10 22:43:28.889166]Total energy: 16686724.806026367
[2022-04-10 22:44:54.906186]Total energy: 16665028.200532675
[2022-04-10 22:46:18.331209]Total energy: 16700069.337145291
[2022-04-10 22:47:37.704726]Total energy: 16677515.982542401
[2022-04-10 22:48:59.915215]Total energy: 16669028.177935695
[2022-04-10 22:50:19.568506]Total energy: 16693481.293091753
[2022-04-10 22:52:00.274736]Total energy: 16688527.074912794
[2022-04-10 22:53:31.337924]Total energy: 16676575.082461791
[2022-04-10 22:55:08.482741]Total energy: 16676537.905925518
[2022-04-10 22:56:35.573552]Total energy: 16684350.446099492
[2022-04-10 22:57:55.092179]Total energy: 16688944.182045938
[2022-04-10 22:59:15.424026]Total energy: 16679192.06800731
[2022-04-10 23:01:04.543080]Total energy: 16667491.012494057
[2022-04-10 23:02:36.902639]Total energy: 16674687.914986938
[2022-04-10 23:03:55.346517]Total energy: 16673264.566374756
[2022-04-10 23:05:14.736628]Total energy: 16660653.123146996
[2022-04-10 23:06:34.741214]Total energy: 16684794.806724105
[2022-04-10 23:07:54.576475]Total energy: 16704827.59246893
[2022-04-10 23:09:16.070986]Total energy: 16682701.19820885
[2022-04-10 23:10:54.497691]Total energy: 16683213.736640435
[2022-04-10 23:12:50.430129]Total energy: 16688150.625276415
[2022-04-10 23:14:25.433675]Total energy: 16680870.437524432
[2022-04-10 23:15:40.228346]Total energy: 16681902.41406229
[2022-04-10 23:16:54.989201]Total energy: 16668957.550483469
[2022-04-10 23:18:10.573665]Total energy: 16693515.922378318
[2022-04-10 23:19:26.014034]Total energy: 16687291.360182853
[2022-04-10 23:21:01.942225]Total energy: 16668634.378642945
[2022-04-10 23:22:33.611410]Total energy: 16672504.521150118
[2022-04-10 23:23:48.631139]Total energy: 16660617.087644605
[2022-04-10 23:25:09.316786]Total energy: 16674915.843039894
[2022-04-10 23:26:36.371022]Total energy: 16657181.592464775
[2022-04-10 23:27:57.862931]Total energy: 16684231.018097816
[2022-04-10 23:29:19.826854]Total energy: 16686787.083032494
[2022-04-10 23:30:40.949496]Total energy: 16681301.372996088
[2022-04-10 23:32:02.584542]Total energy: 16674019.24855181
[2022-04-10 23:33:22.788285]Total energy: 16667290.03987737
[2022-04-10 23:34:43.782264]Total energy: 16684553.59506714
[2022-04-10 23:36:03.071303]Total energy: 16676356.578593798
[2022-04-10 23:37:23.611198]Total energy: 16676044.842340559
[2022-04-10 23:38:43.506556]Total energy: 16679766.433766773
[2022-04-10 23:40:03.338156]Total energy: 16658251.825327702
[2022-04-10 23:41:30.928635]Total energy: 16654763.746530514
[2022-04-10 23:42:51.708574]Total energy: 16653946.444559447
[2022-04-10 23:44:12.349930]Total energy: 16665783.222930523
[2022-04-10 23:45:32.116789]Total energy: 16679301.120507644
[2022-04-10 23:46:51.951558]Total energy: 16675091.607668081
[2022-04-10 23:48:12.123121]Total energy: 16688740.644736504
[2022-04-10 23:49:32.109542]Total energy: 16665522.95107856
[2022-04-10 23:51:10.322799]Total energy: 16678616.805919452
[2022-04-10 23:52:44.407215]Total energy: 16675671.34207626
[2022-04-10 23:54:12.805982]Total energy: 16675827.572030937
[2022-04-10 23:55:33.265718]Total energy: 16679188.307001356
[2022-04-10 23:56:52.988032]Total energy: 16669140.178067079
[2022-04-10 23:58:14.373212]Total energy: 16655935.054481197
[2022-04-10 23:59:34.781666]Total energy: 16665318.838900425
[2022-04-11 00:01:12.195882]Total energy: 16675573.20143593
[2022-04-11 00:02:52.727845]Total energy: 16699632.733651401
[2022-04-11 00:04:20.678383]Total energy: 16677606.176024502
[2022-04-11 00:05:40.906450]Total energy: 16658345.181132374
[2022-04-11 00:07:00.508313]Total energy: 16665329.146412522
[2022-04-11 00:08:15.070520]Total energy: 16695717.10657609
[2022-04-11 00:09:30.227429]Total energy: 16676190.439477986
[2022-04-11 00:11:03.864212]Total energy: 16677138.667399487
[2022-04-11 00:12:45.169252]Total energy: 16689533.21547511
[2022-04-11 00:14:01.602642]Total energy: 16667595.570951005
[2022-04-11 00:15:16.246184]Total energy: 16659599.172842411
[2022-04-11 00:16:33.290531]Total energy: 16686163.564505503
[2022-04-11 00:17:52.771372]Total energy: 16672796.810063519
[2022-04-11 00:19:12.924478]Total energy: 16661628.062822977
[2022-04-11 00:20:41.433796]Total energy: 16679075.542900316
[2022-04-11 00:22:17.934689]Total energy: 16666685.599216878
[2022-04-11 00:23:38.071593]Total energy: 16646925.816003442
[2022-04-11 00:24:58.057200]Total energy: 16678212.371428851
[2022-04-11 00:26:20.885832]Total energy: 16664297.374279117
[2022-04-11 00:27:40.552581]Total energy: 16659798.683760328
[2022-04-11 00:29:01.239644]Total energy: 16664576.67235054
[2022-04-11 00:30:29.218534]Total energy: 16677336.780753136
[2022-04-11 00:32:10.186212]Total energy: 16669895.262840778
[2022-04-11 00:33:36.018157]Total energy: 16663403.447464177
[2022-04-11 00:34:55.081673]Total energy: 16655962.03378395
[2022-04-11 00:36:14.082169]Total energy: 16677040.172408314
[2022-04-11 00:37:33.261052]Total energy: 16663016.905862743
[2022-04-11 00:38:52.701804]Total energy: 16660707.273855733
[2022-04-11 00:40:12.001618]Total energy: 16670958.55456044
[2022-04-11 00:41:30.604558]Total energy: 16688086.819648696
[2022-04-11 00:42:49.840907]Total energy: 16678854.566258596
[2022-04-11 00:44:09.043818]Total energy: 16678639.793414777
[2022-04-11 00:45:29.159898]Total energy: 16665472.595277071
[2022-04-11 00:46:48.724514]Total energy: 16677296.931125794
[2022-04-11 00:48:07.730303]Total energy: 16680247.31158814
[2022-04-11 00:49:27.712737]Total energy: 16664667.132788744
[2022-04-11 00:50:47.243493]Total energy: 16702541.809927888
[2022-04-11 00:52:08.420139]Total energy: 16677697.657637842
[2022-04-11 00:53:28.220395]Total energy: 16655106.2315513
[2022-04-11 00:54:50.591787]Total energy: 16657601.222450217
[2022-04-11 00:56:09.845836]Total energy: 16669404.020040441
[2022-04-11 00:57:31.327914]Total energy: 16671210.69141512
[2022-04-11 00:58:52.503634]Total energy: 16686758.020123832
[2022-04-11 01:00:11.013487]Total energy: 16662564.887537157
[2022-04-11 01:01:44.630753]Total energy: 16676065.310930068
[2022-04-11 01:03:01.828848]Total energy: 16708583.651963368
[2022-04-11 01:04:18.359511]Total energy: 16667796.306932963
[2022-04-11 01:05:33.569669]Total energy: 16691155.398206191
[2022-04-11 01:06:50.045757]Total energy: 16685300.514238566
[2022-04-11 01:08:05.848684]Total energy: 16659136.63094821
[2022-04-11 01:09:20.567502]Total energy: 16669161.388945939
[2022-04-11 01:10:48.134277]Total energy: 16655867.100308074
[2022-04-11 01:12:14.921267]Total energy: 16687469.283618717
[2022-04-11 01:13:33.962895]Total energy: 16677105.146902995
[2022-04-11 01:14:58.858454]Total energy: 16667817.53695816
[2022-04-11 01:16:20.311997]Total energy: 16683475.118049478
[2022-04-11 01:17:40.896393]Total energy: 16682951.580518376
[2022-04-11 01:19:03.742503]Total energy: 16667471.578998163
[2022-04-11 01:20:28.654466]Total energy: 16662535.22654517
[2022-04-11 01:21:49.583904]Total energy: 16681098.084039008
[2022-04-11 01:23:09.814046]Total energy: 16646408.915185492
[2022-04-11 01:24:34.968521]Total energy: 16668381.937647983
[2022-04-11 01:25:54.309077]Total energy: 16688210.168278255
[2022-04-11 01:27:14.989694]Total energy: 16675723.82540041
[2022-04-11 01:28:35.577959]Total energy: 16663625.035822766
[2022-04-11 01:29:55.879033]Total energy: 16660737.052114572
[2022-04-11 01:31:33.258062]Total energy: 16655049.323668398
[2022-04-11 01:33:06.543588]Total energy: 16680110.065294446
[2022-04-11 01:34:33.133209]Total energy: 16688307.321531154
[2022-04-11 01:35:53.517361]Total energy: 16673784.851952348
[2022-04-11 01:37:12.972778]Total energy: 16649348.928547084
[2022-04-11 01:38:32.312444]Total energy: 16660661.502313733
[2022-04-11 01:39:53.667593]Total energy: 16665547.347576408
[2022-04-11 01:41:47.026880]Total energy: 16675851.370947404
[2022-04-11 01:43:29.111784]Total energy: 16679296.32809194
[2022-04-11 01:45:06.119850]Total energy: 16670024.306266697
[2022-04-11 01:46:46.796334]Total energy: 16665794.916191706
[2022-04-11 01:48:21.025249]Total energy: 16672474.542533787
[2022-04-11 01:49:43.917136]Total energy: 16654247.78302567
[2022-04-11 01:51:12.174390]Total energy: 16665944.570285954
[2022-04-11 01:52:39.863181]Total energy: 16649948.585347889
[2022-04-11 01:53:59.054343]Total energy: 16670861.57338895
[2022-04-11 01:55:14.913229]Total energy: 16677588.01387302
[2022-04-11 01:56:30.616295]Total energy: 16652118.67474056
[2022-04-11 01:57:45.517859]Total energy: 16658168.672376864
[2022-04-11 01:59:01.707652]Total energy: 16647333.782643035
[2022-04-11 02:00:26.856974]Total energy: 16666042.972333318
[2022-04-11 02:01:46.699724]Total energy: 16652168.236200983
[2022-04-11 02:03:02.663934]Total energy: 16645510.834825141
[2022-04-11 02:04:23.587011]Total energy: 16658396.804226322
[2022-04-11 02:05:42.612447]Total energy: 16693817.246257078
[2022-04-11 02:06:58.358302]Total energy: 16649988.837452102
[2022-04-11 02:08:18.905496]Total energy: 16663243.576769605
[2022-04-11 02:09:38.494675]Total energy: 16661467.777161563
[2022-04-11 02:10:59.248828]Total energy: 16648036.76190154
[2022-04-11 02:12:19.720855]Total energy: 16646690.507610679
[2022-04-11 02:13:48.944569]Total energy: 16653485.984085282
[2022-04-11 02:15:08.171764]Total energy: 16670470.405255953
[2022-04-11 02:16:28.300761]Total energy: 16651630.704009824
[2022-04-11 02:17:48.795378]Total energy: 16655414.32242004
[2022-04-11 02:19:11.288474]Total energy: 16678271.631662784
[2022-04-11 02:20:31.428375]Total energy: 16650035.21015557
[2022-04-11 02:21:48.647506]Total energy: 16656020.173898185
[2022-04-11 02:23:05.700163]Total energy: 16664402.803385103
[2022-04-11 02:24:20.421494]Total energy: 16666448.742763372
[2022-04-11 02:25:34.984842]Total energy: 16667546.278763229
[2022-04-11 02:26:50.308204]Total energy: 16657882.589838572
[2022-04-11 02:28:05.282780]Total energy: 16669115.421890575
[2022-04-11 02:29:19.895497]Total energy: 16663567.630440831
[2022-04-11 02:30:43.912880]Total energy: 16644749.644704966
[2022-04-11 02:32:06.285050]Total energy: 16657883.479642404
[2022-04-11 02:33:21.558380]Total energy: 16638013.080469884
[2022-04-11 02:34:36.785330]Total energy: 16646316.135793785
[2022-04-11 02:35:51.293327]Total energy: 16646595.48315483
[2022-04-11 02:37:07.500383]Total energy: 16654333.083963165
[2022-04-11 02:38:22.478140]Total energy: 16638913.619240876
[2022-04-11 02:39:39.580153]Total energy: 16668451.612647163
[2022-04-11 02:41:15.701509]Total energy: 16655807.421683108
[2022-04-11 02:42:48.945280]Total energy: 16644362.2463606
[2022-04-11 02:44:18.457011]Total energy: 16639632.144338971
[2022-04-11 02:45:54.585393]Total energy: 16666988.550171254
[2022-04-11 02:47:30.568318]Total energy: 16654464.442287665
[2022-04-11 02:48:50.502737]Total energy: 16648756.854850873
[2022-04-11 02:50:07.325000]Total energy: 16637692.59752545
[2022-04-11 02:51:22.924001]Total energy: 16676118.253723057
[2022-04-11 02:52:39.102336]Total energy: 16655664.106867285
[2022-04-11 02:53:56.364156]Total energy: 16672228.645517424
[2022-04-11 02:55:12.943469]Total energy: 16653366.037398033
[2022-04-11 02:56:30.130443]Total energy: 16671679.101128807
[2022-04-11 02:57:47.178593]Total energy: 16679074.747299854
[2022-04-11 02:59:04.627378]Total energy: 16655650.74178969
[2022-04-11 03:00:32.997712]Total energy: 16663766.444832535
[2022-04-11 03:02:04.085958]Total energy: 16655615.65978179
[2022-04-11 03:03:23.187622]Total energy: 16695673.80528161
[2022-04-11 03:04:41.522538]Total energy: 16662933.07569705
[2022-04-11 03:06:00.459777]Total energy: 16656219.808443086
[2022-04-11 03:07:22.389916]Total energy: 16692648.333187688
[2022-04-11 03:08:41.660539]Total energy: 16668902.226563985
[2022-04-11 03:10:01.276808]Total energy: 16663159.250949565
[2022-04-11 03:11:29.478859]Total energy: 16661277.233867927
[2022-04-11 03:12:56.695841]Total energy: 16661072.816240003
[2022-04-11 03:14:18.663095]Total energy: 16661168.008550273
[2022-04-11 03:15:33.402837]Total energy: 16664881.798758976
[2022-04-11 03:16:52.727075]Total energy: 16679417.301327923
[2022-04-11 03:18:08.014740]Total energy: 16674474.683458291
[2022-04-11 03:19:23.370680]Total energy: 16655428.700366095
[2022-04-11 03:20:55.550841]Total energy: 16665315.214348672
[2022-04-11 03:22:27.159044]Total energy: 16643202.27609877
[2022-04-11 03:23:49.901658]Total energy: 16654052.691471845
[2022-04-11 03:25:04.575094]Total energy: 16659673.532616477
[2022-04-11 03:26:20.447236]Total energy: 16658338.060523793
[2022-04-11 03:27:34.524726]Total energy: 16643515.51043329
[2022-04-11 03:28:48.726060]Total energy: 16677837.217417508
[2022-04-11 03:30:04.160551]Total energy: 16675638.04071145
[2022-04-11 03:31:18.934552]Total energy: 16674054.779748864
[2022-04-11 03:32:34.195992]Total energy: 16656228.566333326
[2022-04-11 03:33:48.355170]Total energy: 16668976.742722338
[2022-04-11 03:35:02.574641]Total energy: 16656215.527759423
[2022-04-11 03:36:16.875700]Total energy: 16650919.757875413
[2022-04-11 03:37:31.890521]Total energy: 16649619.524250342
[2022-04-11 03:38:49.892168]Total energy: 16672747.090957597
[2022-04-11 03:40:07.894725]Total energy: 16667219.679565601
[2022-04-11 03:41:33.023719]Total energy: 16684106.94902474
[2022-04-11 03:42:58.375555]Total energy: 16658089.269535638
[2022-04-11 03:44:20.020896]Total energy: 16666177.180457264
[2022-04-11 03:45:37.687838]Total energy: 16652026.96436954
[2022-04-11 03:46:58.899365]Total energy: 16673212.1849825
[2022-04-11 03:48:18.081511]Total energy: 16680746.144740805
[2022-04-11 03:49:36.127271]Total energy: 16657679.224628273
[2022-04-11 03:51:03.872683]Total energy: 16650729.875918249
[2022-04-11 03:52:29.937558]Total energy: 16657418.683660291
[2022-04-11 03:53:59.989893]Total energy: 16670181.5017472
[2022-04-11 03:55:27.905033]Total energy: 16653622.128970401
[2022-04-11 03:56:49.370756]Total energy: 16663804.350953184
[2022-04-11 03:58:06.475998]Total energy: 16662959.364377923
[2022-04-11 03:59:27.002567]Total energy: 16662779.7921362
[2022-04-11 04:00:48.257793]Total energy: 16671516.90263444
[2022-04-11 04:02:07.889957]Total energy: 16668942.211323218
[2022-04-11 04:03:28.293719]Total energy: 16667133.876721323
[2022-04-11 04:05:03.868386]Total energy: 16666448.557004733
[2022-04-11 04:06:20.498319]Total energy: 16664719.207155857
[2022-04-11 04:07:39.363547]Total energy: 16665354.22362157
[2022-04-11 04:09:07.024145]Total energy: 16678991.005208211
[2022-04-11 04:10:22.660152]Total energy: 16672099.03676467
[2022-04-11 04:11:39.127236]Total energy: 16654239.54621834
[2022-04-11 04:12:57.052450]Total energy: 16660419.562292889
[2022-04-11 04:14:11.791783]Total energy: 16650134.648022205
[2022-04-11 04:15:25.626077]Total energy: 16657091.121740093
[2022-04-11 04:16:40.925853]Total energy: 16652111.335237069
[2022-04-11 04:17:57.202153]Total energy: 16648976.687241055
[2022-04-11 04:19:18.141401]Total energy: 16651428.497863455
[2022-04-11 04:20:45.480981]Total energy: 16658513.471663961
[2022-04-11 04:22:11.031749]Total energy: 16668370.46858671
[2022-04-11 04:23:28.990753]Total energy: 16642473.015030291
[2022-04-11 04:24:47.645533]Total energy: 16656403.363181643
[2022-04-11 04:26:02.421859]Total energy: 16645369.496536344
[2022-04-11 04:27:22.002113]Total energy: 16657223.841894973
[2022-04-11 04:28:39.092641]Total energy: 16658517.166935556
[2022-04-11 04:30:01.205342]Total energy: 16665766.652209917
[2022-04-11 04:31:27.691588]Total energy: 16650639.7125235
[2022-04-11 04:32:47.666121]Total energy: 16655552.973620702
[2022-04-11 04:34:02.993349]Total energy: 16664124.946187567
[2022-04-11 04:35:20.925751]Total energy: 16679445.696878476
[2022-04-11 04:36:37.956251]Total energy: 16658916.549653055
[2022-04-11 04:37:53.457136]Total energy: 16666113.3322591
[2022-04-11 04:39:18.100363]Total energy: 16653664.882449986
[2022-04-11 04:40:58.549417]Total energy: 16650895.832359169
[2022-04-11 04:42:33.962084]Total energy: 16649090.110959023
[2022-04-11 04:43:53.169748]Total energy: 16630689.196446491
[2022-04-11 04:45:11.716402]Total energy: 16673327.14658504
[2022-04-11 04:46:28.050118]Total energy: 16670626.39535654
[2022-04-11 04:47:47.548511]Total energy: 16675960.808760054
[2022-04-11 04:49:06.119454]Total energy: 16662519.156760678
[2022-04-11 04:50:32.575207]Total energy: 16683946.866482845
[2022-04-11 04:52:02.643712]Total energy: 16696569.80885592
[2022-04-11 04:53:32.054346]Total energy: 16662957.892153738
[2022-04-11 04:54:48.480229]Total energy: 16670554.730396915
[2022-04-11 04:56:06.169262]Total energy: 16653826.17054361
[2022-04-11 04:57:22.546979]Total energy: 16693382.120534401
[2022-04-11 04:58:43.505581]Total energy: 16674562.338244295
[2022-04-11 04:59:59.689892]Total energy: 16659123.77468421
[2022-04-11 05:01:21.791940]Total energy: 16661844.064444514
[2022-04-11 05:02:47.259113]Total energy: 16676388.168322643
[2022-04-11 05:04:05.756373]Total energy: 16659672.400050895
[2022-04-11 05:05:22.140137]Total energy: 16669925.751650061
[2022-04-11 05:06:42.988482]Total energy: 16688650.005842587
[2022-04-11 05:08:01.792533]Total energy: 16684457.796931727
[2022-04-11 05:09:20.667663]Total energy: 16684632.478773214
[2022-04-11 05:10:59.715186]Total energy: 16659067.375799323
[2022-04-11 05:12:39.247173]Total energy: 16665008.28977288
[2022-04-11 05:13:55.546002]Total energy: 16673992.917507797
[2022-04-11 05:15:13.289923]Total energy: 16672449.72053826
[2022-04-11 05:16:29.632246]Total energy: 16665760.798262218
[2022-04-11 05:17:49.354622]Total energy: 16651504.965558508
[2022-04-11 05:19:14.873621]Total energy: 16676838.351232123
[2022-04-11 05:20:53.236306]Total energy: 16665339.5494045
[2022-04-11 05:22:29.745945]Total energy: 16669556.814554315
[2022-04-11 05:23:57.358517]Total energy: 16668947.66825548
[2022-04-11 05:25:16.460917]Total energy: 16674571.46740381
[2022-04-11 05:26:34.228435]Total energy: 16675967.630386062
[2022-04-11 05:27:51.316171]Total energy: 16679282.999205794
[2022-04-11 05:29:07.980953]Total energy: 16664953.555245716
[2022-04-11 05:30:39.775688]Total energy: 16671456.22678607
[2022-04-11 05:32:16.947725]Total energy: 16666005.043136973
[2022-04-11 05:33:44.613173]Total energy: 16662111.414734282
[2022-04-11 05:35:06.936352]Total energy: 16668922.237964872
[2022-04-11 05:36:23.828311]Total energy: 16673910.330766998
[2022-04-11 05:37:41.988610]Total energy: 16670402.648312753
[2022-04-11 05:38:57.616458]Total energy: 16672468.62271589
[2022-04-11 05:40:15.248947]Total energy: 16657799.086289603
[2022-04-11 05:41:42.806380]Total energy: 16665988.729798552
[2022-04-11 05:43:17.034950]Total energy: 16676667.638139147
[2022-04-11 05:44:43.102803]Total energy: 16661204.583302598
[2022-04-11 05:46:00.655177]Total energy: 16669295.47696736
[2022-04-11 05:47:17.184821]Total energy: 16676001.816366086
