initial: all - diverse_all
[2022-04-08 21:39:38.547257]Total energy: 16544641.525650395
[2022-04-08 21:41:08.003256]Total energy: 16525326.66301807
[2022-04-08 21:42:28.784039]Total energy: 16542329.212946527
[2022-04-08 21:43:47.555370]Total energy: 16566845.756353151
[2022-04-08 21:45:06.873743]Total energy: 16553853.720436392
[2022-04-08 21:46:28.353802]Total energy: 16573342.159103408
[2022-04-08 21:47:45.604276]Total energy: 16523908.234250166
[2022-04-08 21:49:04.339499]Total energy: 16536917.034693148
[2022-04-08 21:50:33.211265]Total energy: 16527915.95499541
[2022-04-08 21:52:07.774959]Total energy: 16553771.14526442
[2022-04-08 21:53:31.232207]Total energy: 16560240.205017984
[2022-04-08 21:54:52.138064]Total energy: 16514012.572554749
[2022-04-08 21:56:12.337878]Total energy: 16528276.57988183
[2022-04-08 21:57:31.764334]Total energy: 16526888.353595069
[2022-04-08 21:58:51.074476]Total energy: 16524210.298912255
[2022-04-08 22:00:11.201967]Total energy: 16549883.78729028
[2022-04-08 22:01:37.288786]Total energy: 16547519.997265749
[2022-04-08 22:03:10.186628]Total energy: 16534291.681583794
[2022-04-08 22:04:39.159377]Total energy: 16546656.70226691
[2022-04-08 22:05:59.697974]Total energy: 16524384.457958473
[2022-04-08 22:07:19.268454]Total energy: 16532817.722880993
[2022-04-08 22:08:40.276574]Total energy: 16516823.66699059
[2022-04-08 22:09:59.665555]Total energy: 16539880.903637351
[2022-04-08 22:11:29.360114]Total energy: 16554542.200167445
[2022-04-08 22:12:52.925322]Total energy: 16526960.210896855
[2022-04-08 22:14:13.162248]Total energy: 16547717.265108544
[2022-04-08 22:15:32.301649]Total energy: 16576759.803183954
[2022-04-08 22:16:49.689157]Total energy: 16542082.96056118
[2022-04-08 22:18:10.717094]Total energy: 16553597.376592016
[2022-04-08 22:19:30.745361]Total energy: 16557586.576613331
[2022-04-08 22:20:58.878243]Total energy: 16547087.6850661
[2022-04-08 22:22:19.390263]Total energy: 16530944.764468765
[2022-04-08 22:23:38.624143]Total energy: 16549089.046714209
[2022-04-08 22:24:57.603691]Total energy: 16524901.160622358
[2022-04-08 22:26:12.547246]Total energy: 16554574.103720438
[2022-04-08 22:27:27.372990]Total energy: 16547925.28400532
[2022-04-08 22:28:41.547117]Total energy: 16542959.273562288
[2022-04-08 22:29:55.393284]Total energy: 16542525.56234529
[2022-04-08 22:31:20.126463]Total energy: 16540612.304033002
[2022-04-08 22:32:47.450495]Total energy: 16539196.986592364
[2022-04-08 22:34:14.199105]Total energy: 16559569.874695633
[2022-04-08 22:35:48.267793]Total energy: 16566981.466062887
[2022-04-08 22:37:10.703295]Total energy: 16570699.191590594
[2022-04-08 22:38:26.074865]Total energy: 16524828.963171426
[2022-04-08 22:39:39.833609]Total energy: 16512431.968537062
[2022-04-08 22:41:02.406452]Total energy: 16530326.817465467
[2022-04-08 22:42:24.183095]Total energy: 16534306.877375523
[2022-04-08 22:43:39.171413]Total energy: 16551262.445907673
[2022-04-08 22:44:53.776127]Total energy: 16525797.406699061
[2022-04-08 22:46:07.820353]Total energy: 16548671.221407898
[2022-04-08 22:47:25.171602]Total energy: 16522674.991013067
[2022-04-08 22:48:41.129461]Total energy: 16526746.918297445
[2022-04-08 22:49:55.587269]Total energy: 16539848.676694142
[2022-04-08 22:51:20.620244]Total energy: 16556259.948392028
[2022-04-08 22:52:40.747962]Total energy: 16533271.443461562
[2022-04-08 22:53:55.884670]Total energy: 16537812.426034916
[2022-04-08 22:55:09.710256]Total energy: 16530048.329125216
[2022-04-08 22:56:23.513359]Total energy: 16523871.126548411
[2022-04-08 22:57:39.108602]Total energy: 16528021.822839528
[2022-04-08 22:58:53.871899]Total energy: 16531772.471250521
[2022-04-08 23:00:08.256218]Total energy: 16545342.237904426
[2022-04-08 23:01:24.793988]Total energy: 16541591.500546882
[2022-04-08 23:02:40.705732]Total energy: 16557739.741779152
[2022-04-08 23:03:55.564041]Total energy: 16576628.055631202
[2022-04-08 23:05:09.835581]Total energy: 16525204.806587081
[2022-04-08 23:06:24.270703]Total energy: 16510616.291844843
[2022-04-08 23:07:38.606161]Total energy: 16519483.922219414
[2022-04-08 23:08:53.201575]Total energy: 16557216.538291499
[2022-04-08 23:10:06.826098]Total energy: 16541648.373939572
[2022-04-08 23:11:32.094250]Total energy: 16526324.309163734
[2022-04-08 23:13:00.866019]Total energy: 16523232.66131944
[2022-04-08 23:14:19.713325]Total energy: 16526679.01217192
[2022-04-08 23:15:33.706668]Total energy: 16525517.241977215
[2022-04-08 23:16:48.971602]Total energy: 16510928.399398495
[2022-04-08 23:18:06.624029]Total energy: 16542085.945182713
[2022-04-08 23:19:22.091605]Total energy: 16517143.378868133
[2022-04-08 23:20:36.518275]Total energy: 16522445.016538858
[2022-04-08 23:21:54.068178]Total energy: 16512203.6973797
[2022-04-08 23:23:09.763977]Total energy: 16520459.485631049
[2022-04-08 23:24:27.080285]Total energy: 16536789.444342308
[2022-04-08 23:25:45.549638]Total energy: 16531989.753742464
[2022-04-08 23:27:04.195874]Total energy: 16519623.690529251
[2022-04-08 23:28:24.547697]Total energy: 16525970.754519137
[2022-04-08 23:29:43.546579]Total energy: 16519092.536783187
[2022-04-08 23:31:12.420377]Total energy: 16531551.701970702
[2022-04-08 23:32:34.992391]Total energy: 16530565.762332235
[2022-04-08 23:33:55.035022]Total energy: 16520116.528966516
[2022-04-08 23:35:13.850459]Total energy: 16516294.137271123
[2022-04-08 23:36:32.154113]Total energy: 16503374.648282189
[2022-04-08 23:37:48.314416]Total energy: 16533654.341682583
[2022-04-08 23:39:04.818756]Total energy: 16555617.012796143
[2022-04-08 23:40:32.911894]Total energy: 16555645.197618762
[2022-04-08 23:41:56.060690]Total energy: 16532104.438353349
[2022-04-08 23:43:16.719326]Total energy: 16526337.896525422
[2022-04-08 23:44:35.900617]Total energy: 16536787.640704013
[2022-04-08 23:45:55.313670]Total energy: 16547445.522285176
[2022-04-08 23:47:14.138079]Total energy: 16555778.42170875
[2022-04-08 23:48:33.267895]Total energy: 16534968.231122999
[2022-04-08 23:49:51.830268]Total energy: 16558985.937844135
[2022-04-08 23:51:32.659860]Total energy: 16528188.937057616
[2022-04-08 23:53:08.152666]Total energy: 16545584.319986798
[2022-04-08 23:54:29.471431]Total energy: 16535536.023246871
[2022-04-08 23:55:49.663192]Total energy: 16536859.000127636
[2022-04-08 23:57:09.633238]Total energy: 16548410.147117551
[2022-04-08 23:58:29.282851]Total energy: 16562277.96649166
[2022-04-08 23:59:50.759903]Total energy: 16539786.700509023
[2022-04-09 00:01:14.290637]Total energy: 16542346.17246053
[2022-04-09 00:02:34.311096]Total energy: 16566898.774741748
[2022-04-09 00:03:53.261807]Total energy: 16538260.687598303
[2022-04-09 00:05:10.858352]Total energy: 16522492.92155405
[2022-04-09 00:06:28.517058]Total energy: 16529909.74746415
[2022-04-09 00:07:44.913775]Total energy: 16542296.882835232
[2022-04-09 00:09:01.721287]Total energy: 16553537.415268967
[2022-04-09 00:10:20.002869]Total energy: 16539782.237220723
[2022-04-09 00:11:42.768160]Total energy: 16548713.224723406
[2022-04-09 00:13:12.334938]Total energy: 16524411.465063468
[2022-04-09 00:14:34.888832]Total energy: 16548069.992344731
[2022-04-09 00:15:54.020521]Total energy: 16554640.048843877
[2022-04-09 00:17:14.017760]Total energy: 16517560.138287434
[2022-04-09 00:18:32.760811]Total energy: 16537813.405427165
[2022-04-09 00:19:50.848469]Total energy: 16530264.878631597
[2022-04-09 00:21:10.663642]Total energy: 16534675.95185992
[2022-04-09 00:22:27.842509]Total energy: 16525058.397171455
[2022-04-09 00:23:46.070895]Total energy: 16536034.236974992
[2022-04-09 00:25:03.703764]Total energy: 16537041.097092468
[2022-04-09 00:26:23.697716]Total energy: 16535974.894318113
[2022-04-09 00:27:42.573905]Total energy: 16538372.886534827
[2022-04-09 00:29:02.413943]Total energy: 16548918.879354065
[2022-04-09 00:30:21.545113]Total energy: 16533366.559555432
[2022-04-09 00:31:54.892057]Total energy: 16539871.832131425
[2022-04-09 00:33:24.898093]Total energy: 16536339.616479663
[2022-04-09 00:34:46.707893]Total energy: 16519578.635694971
[2022-04-09 00:36:04.812548]Total energy: 16536153.645883575
[2022-04-09 00:37:21.050365]Total energy: 16555035.817013383
[2022-04-09 00:38:38.356042]Total energy: 16517355.971704302
[2022-04-09 00:39:57.342430]Total energy: 16532887.233269861
[2022-04-09 00:41:31.168244]Total energy: 16540394.167376792
[2022-04-09 00:43:04.289885]Total energy: 16534234.672610277
[2022-04-09 00:44:31.238093]Total energy: 16528021.512714822
[2022-04-09 00:45:51.166395]Total energy: 16538055.107535472
[2022-04-09 00:47:09.978250]Total energy: 16534489.768948644
[2022-04-09 00:48:28.699351]Total energy: 16524025.324661078
[2022-04-09 00:49:45.876958]Total energy: 16543189.088149324
[2022-04-09 00:51:11.219673]Total energy: 16539837.8844501
[2022-04-09 00:52:32.336598]Total energy: 16547006.072151067
[2022-04-09 00:53:49.455688]Total energy: 16519990.78831553
[2022-04-09 00:55:09.227218]Total energy: 16513050.620538237
[2022-04-09 00:56:28.697866]Total energy: 16547143.326271765
[2022-04-09 00:57:50.334563]Total energy: 16529651.472671354
[2022-04-09 00:59:09.964478]Total energy: 16526465.953024665
[2022-04-09 01:00:40.209043]Total energy: 16536417.958383897
[2022-04-09 01:02:06.710504]Total energy: 16539094.85947916
[2022-04-09 01:03:25.861780]Total energy: 16532147.891401533
[2022-04-09 01:04:41.542101]Total energy: 16534965.321518095
[2022-04-09 01:05:58.817951]Total energy: 16553181.128299566
[2022-04-09 01:07:15.984266]Total energy: 16538518.455665309
[2022-04-09 01:08:33.668291]Total energy: 16546301.545412889
[2022-04-09 01:09:52.383702]Total energy: 16518443.691818602
[2022-04-09 01:11:12.361633]Total energy: 16542610.645404784
[2022-04-09 01:12:30.664634]Total energy: 16530910.610842586
[2022-04-09 01:13:50.004542]Total energy: 16509688.675025025
[2022-04-09 01:15:07.926163]Total energy: 16540452.587861983
[2022-04-09 01:16:25.011177]Total energy: 16556003.582604304
[2022-04-09 01:17:42.944529]Total energy: 16543500.870578082
[2022-04-09 01:18:59.394315]Total energy: 16515076.748043219
[2022-04-09 01:20:17.470018]Total energy: 16540344.906849949
[2022-04-09 01:21:42.337442]Total energy: 16539778.5392193
[2022-04-09 01:23:03.010118]Total energy: 16538176.772863794
[2022-04-09 01:24:22.312147]Total energy: 16527263.758696266
[2022-04-09 01:25:40.879497]Total energy: 16528456.655822862
[2022-04-09 01:27:01.388630]Total energy: 16510303.70412421
[2022-04-09 01:28:18.531427]Total energy: 16515481.203333499
[2022-04-09 01:29:36.466491]Total energy: 16533798.232746536
[2022-04-09 01:30:58.534057]Total energy: 16514125.349981254
[2022-04-09 01:32:23.400504]Total energy: 16524835.043401428
[2022-04-09 01:33:41.704860]Total energy: 16525894.906741314
[2022-04-09 01:34:58.567691]Total energy: 16527936.97444852
[2022-04-09 01:36:16.021807]Total energy: 16528226.234999252
[2022-04-09 01:37:35.221970]Total energy: 16532369.03133862
[2022-04-09 01:38:54.686887]Total energy: 16521503.12746606
[2022-04-09 01:40:13.313332]Total energy: 16518359.176004533
[2022-04-09 01:41:43.363543]Total energy: 16523855.813340088
[2022-04-09 01:43:05.977150]Total energy: 16504215.819346443
[2022-04-09 01:44:23.665292]Total energy: 16511622.776629688
[2022-04-09 01:45:44.050451]Total energy: 16526089.938200345
[2022-04-09 01:47:03.096952]Total energy: 16531424.672267478
[2022-04-09 01:48:17.164101]Total energy: 16506707.947063291
[2022-04-09 01:49:30.897736]Total energy: 16502921.22418422
[2022-04-09 01:50:49.387238]Total energy: 16527084.039149668
[2022-04-09 01:52:05.249797]Total energy: 16536248.150723437
[2022-04-09 01:53:20.638125]Total energy: 16569363.324142037
[2022-04-09 01:54:34.840271]Total energy: 16544213.060157215
[2022-04-09 01:55:47.980834]Total energy: 16546586.293824999
[2022-04-09 01:57:02.620599]Total energy: 16547518.736620372
[2022-04-09 01:58:17.816488]Total energy: 16538958.738062425
[2022-04-09 01:59:34.232948]Total energy: 16552945.96036475
[2022-04-09 02:01:01.683273]Total energy: 16539086.657983992
[2022-04-09 02:02:25.076061]Total energy: 16533916.78923733
[2022-04-09 02:03:49.981206]Total energy: 16558494.104491433
[2022-04-09 02:05:10.928755]Total energy: 16527633.275206363
[2022-04-09 02:06:34.805345]Total energy: 16540968.420653474
[2022-04-09 02:07:59.811156]Total energy: 16545883.541800372
[2022-04-09 02:09:25.494050]Total energy: 16534326.156900411
[2022-04-09 02:11:00.691575]Total energy: 16553720.849768894
[2022-04-09 02:12:30.043849]Total energy: 16559353.672342647
[2022-04-09 02:13:55.115382]Total energy: 16550947.870372519
[2022-04-09 02:15:19.724572]Total energy: 16528184.377811266
[2022-04-09 02:16:43.666498]Total energy: 16544018.94038882
[2022-04-09 02:18:06.606012]Total energy: 16532764.375863431
[2022-04-09 02:19:28.258053]Total energy: 16538419.939548591
[2022-04-09 02:20:59.542784]Total energy: 16543878.031543998
[2022-04-09 02:22:27.566428]Total energy: 16533411.033357332
[2022-04-09 02:23:52.396597]Total energy: 16549660.061154991
[2022-04-09 02:25:18.148002]Total energy: 16529159.541369699
[2022-04-09 02:26:40.828258]Total energy: 16536439.093157439
[2022-04-09 02:28:04.953441]Total energy: 16550822.073134055
[2022-04-09 02:29:29.553680]Total energy: 16539136.40388702
[2022-04-09 02:31:10.403417]Total energy: 16547763.146123758
[2022-04-09 02:32:57.756840]Total energy: 16546817.247984776
[2022-04-09 02:34:24.457357]Total energy: 16543202.028679177
[2022-04-09 02:35:46.775315]Total energy: 16524799.731903853
[2022-04-09 02:37:11.709270]Total energy: 16536836.436439518
[2022-04-09 02:38:36.248140]Total energy: 16525890.441008111
[2022-04-09 02:40:01.888642]Total energy: 16532121.168914678
[2022-04-09 02:41:38.014277]Total energy: 16554202.07029088
[2022-04-09 02:43:03.788331]Total energy: 16566721.832286993
[2022-04-09 02:44:24.998034]Total energy: 16551078.92111726
[2022-04-09 02:45:47.993404]Total energy: 16549541.477259317
[2022-04-09 02:47:11.329725]Total energy: 16538733.970681628
[2022-04-09 02:48:33.216403]Total energy: 16533643.232690781
[2022-04-09 02:49:55.443911]Total energy: 16556100.161311911
[2022-04-09 02:51:20.752705]Total energy: 16519415.890813224
[2022-04-09 02:52:47.169563]Total energy: 16534630.318008194
[2022-04-09 02:54:12.992516]Total energy: 16541107.25418414
[2022-04-09 02:55:37.983569]Total energy: 16519358.926816652
[2022-04-09 02:57:00.730514]Total energy: 16550252.83731221
[2022-04-09 02:58:22.882223]Total energy: 16547379.601615813
[2022-04-09 02:59:44.993224]Total energy: 16547217.9696472
[2022-04-09 03:01:24.413983]Total energy: 16527420.722551834
[2022-04-09 03:02:51.025029]Total energy: 16552305.548598314
[2022-04-09 03:04:14.014071]Total energy: 16556205.686514728
[2022-04-09 03:05:37.161390]Total energy: 16542774.782522265
[2022-04-09 03:07:01.024862]Total energy: 16530831.326449877
[2022-04-09 03:08:24.957611]Total energy: 16537526.543242227
[2022-04-09 03:09:47.231056]Total energy: 16552769.841687711
[2022-04-09 03:11:16.504130]Total energy: 16543295.04470896
[2022-04-09 03:12:40.946165]Total energy: 16537932.638702344
[2022-04-09 03:14:03.099271]Total energy: 16523755.88020146
[2022-04-09 03:15:27.611345]Total energy: 16552486.11143729
[2022-04-09 03:16:50.959074]Total energy: 16564316.597336274
[2022-04-09 03:18:10.270260]Total energy: 16530828.91919842
[2022-04-09 03:19:33.311212]Total energy: 16557176.616707902
[2022-04-09 03:21:10.433048]Total energy: 16546507.251691544
[2022-04-09 03:22:38.200427]Total energy: 16552230.954722336
[2022-04-09 03:24:03.482982]Total energy: 16538687.212032897
[2022-04-09 03:25:28.244838]Total energy: 16530545.645602651
[2022-04-09 03:26:52.359691]Total energy: 16547059.971038226
[2022-04-09 03:28:17.354993]Total energy: 16527522.317781186
[2022-04-09 03:29:39.694739]Total energy: 16520543.76483748
[2022-04-09 03:31:14.954212]Total energy: 16544849.521806547
[2022-04-09 03:32:47.486564]Total energy: 16562378.470361706
[2022-04-09 03:34:08.977552]Total energy: 16541190.630718892
[2022-04-09 03:35:31.577584]Total energy: 16542158.08379474
[2022-04-09 03:36:51.883716]Total energy: 16535547.085309977
[2022-04-09 03:38:17.183959]Total energy: 16545235.327477776
[2022-04-09 03:39:41.884354]Total energy: 16553351.642194944
[2022-04-09 03:41:14.355647]Total energy: 16541135.872793408
[2022-04-09 03:42:43.799251]Total energy: 16557024.395777151
[2022-04-09 03:44:09.354676]Total energy: 16514924.366487093
[2022-04-09 03:45:32.516992]Total energy: 16533426.138779894
[2022-04-09 03:46:57.543680]Total energy: 16535298.204041522
[2022-04-09 03:48:27.306390]Total energy: 16520695.451346936
[2022-04-09 03:49:49.516630]Total energy: 16535885.625117827
[2022-04-09 03:51:21.707771]Total energy: 16525036.749331806
[2022-04-09 03:52:58.189451]Total energy: 16544718.47864124
[2022-04-09 03:54:22.809816]Total energy: 16547892.646852782
[2022-04-09 03:55:47.531964]Total energy: 16529348.848218273
[2022-04-09 03:57:12.062911]Total energy: 16533735.129628927
[2022-04-09 03:58:36.941359]Total energy: 16525794.977667527
[2022-04-09 04:00:04.290725]Total energy: 16531236.32472547
[2022-04-09 04:01:37.421723]Total energy: 16539918.584856644
[2022-04-09 04:03:08.179486]Total energy: 16530047.606113365
[2022-04-09 04:04:30.562232]Total energy: 16530160.035229508
[2022-04-09 04:05:52.795306]Total energy: 16528008.76730047
[2022-04-09 04:07:17.193054]Total energy: 16531359.947381843
[2022-04-09 04:08:44.187263]Total energy: 16529332.11366827
[2022-04-09 04:10:14.080777]Total energy: 16521440.930456687
[2022-04-09 04:11:37.416020]Total energy: 16512241.974810313
[2022-04-09 04:13:01.848293]Total energy: 16536344.741352018
[2022-04-09 04:14:27.842495]Total energy: 16522145.393917963
[2022-04-09 04:15:49.569198]Total energy: 16529273.047035983
[2022-04-09 04:17:14.634748]Total energy: 16534135.590402767
[2022-04-09 04:18:36.838736]Total energy: 16544387.212022325
[2022-04-09 04:19:59.447796]Total energy: 16521961.163845548
[2022-04-09 04:21:33.961111]Total energy: 16544963.58148504
[2022-04-09 04:22:59.666824]Total energy: 16508952.127508463
[2022-04-09 04:24:21.164833]Total energy: 16522318.218891418
[2022-04-09 04:25:44.924664]Total energy: 16546520.030706562
[2022-04-09 04:27:11.015947]Total energy: 16515068.105374949
[2022-04-09 04:28:34.185124]Total energy: 16540266.252962865
[2022-04-09 04:30:02.143941]Total energy: 16530502.999367775
[2022-04-09 04:31:38.508015]Total energy: 16516807.869004227
[2022-04-09 04:33:03.515949]Total energy: 16524141.254481472
[2022-04-09 04:34:27.058409]Total energy: 16519103.270952247
[2022-04-09 04:35:50.612907]Total energy: 16520856.034682909
[2022-04-09 04:37:17.352408]Total energy: 16544010.97472402
[2022-04-09 04:38:40.222839]Total energy: 16539153.186013537
[2022-04-09 04:40:03.480728]Total energy: 16523285.667219581
[2022-04-09 04:41:32.565475]Total energy: 16537179.65275607
[2022-04-09 04:43:04.533699]Total energy: 16549840.583800463
[2022-04-09 04:44:30.487617]Total energy: 16529762.893553412
[2022-04-09 04:46:05.259209]Total energy: 16538035.353084015
[2022-04-09 04:47:31.802026]Total energy: 16531528.086858207
[2022-04-09 04:48:53.138885]Total energy: 16547274.383077126
[2022-04-09 04:50:14.934671]Total energy: 16513140.034721326
[2022-04-09 04:51:35.349746]Total energy: 16529449.191874549
[2022-04-09 04:52:56.013122]Total energy: 16524009.668251619
[2022-04-09 04:54:13.354845]Total energy: 16535816.655630691
[2022-04-09 04:55:30.989915]Total energy: 16538905.89283659
[2022-04-09 04:56:50.112707]Total energy: 16521961.402518626
[2022-04-09 04:58:09.897076]Total energy: 16550751.87178832
[2022-04-09 04:59:31.666484]Total energy: 16530128.663114656
[2022-04-09 05:01:03.215714]Total energy: 16527937.398585835
[2022-04-09 05:02:30.391138]Total energy: 16541658.287218835
[2022-04-09 05:03:55.213360]Total energy: 16529402.978351269
[2022-04-09 05:05:16.264323]Total energy: 16523287.90110131
[2022-04-09 05:06:40.396886]Total energy: 16539907.063286899
[2022-04-09 05:08:04.354841]Total energy: 16531597.072179345
[2022-04-09 05:09:26.657501]Total energy: 16523304.184066584
[2022-04-09 05:11:08.980947]Total energy: 16518464.904340109
[2022-04-09 05:12:48.068458]Total energy: 16536352.878499372
[2022-04-09 05:14:12.518154]Total energy: 16543617.918138219
[2022-04-09 05:15:38.279671]Total energy: 16536956.838958118
[2022-04-09 05:17:05.595177]Total energy: 16522397.293914527
[2022-04-09 05:21:32.199726]Total energy: 16530371.151457833
[2022-04-09 05:23:30.550391]Total energy: 16531773.881261723
[2022-04-09 05:24:57.205579]Total energy: 16528260.929258635
[2022-04-09 05:26:18.796907]Total energy: 16538180.767871689
[2022-04-09 05:27:41.019703]Total energy: 16508926.102207437
[2022-04-09 05:29:01.061966]Total energy: 16521732.161782783
[2022-04-09 05:30:26.624919]Total energy: 16525245.858423468
[2022-04-09 05:32:02.685594]Total energy: 16546356.505003933
[2022-04-09 05:33:30.963575]Total energy: 16523031.883497212
[2022-04-09 05:34:54.097059]Total energy: 16532718.103365509
[2022-04-09 05:36:19.010204]Total energy: 16520746.054245267
[2022-04-09 05:37:45.574470]Total energy: 16537082.297857461
[2022-04-09 05:39:09.648820]Total energy: 16533170.895912673
[2022-04-09 05:40:53.121918]Total energy: 16530220.204356518
[2022-04-09 05:42:27.179621]Total energy: 16518639.720552871
[2022-04-09 05:43:50.473729]Total energy: 16520306.45648007
[2022-04-09 05:45:12.527993]Total energy: 16529429.390963044
[2022-04-09 05:46:35.334976]Total energy: 16552738.976729691
[2022-04-09 05:47:59.080368]Total energy: 16531294.146845018
[2022-04-09 05:49:21.414865]Total energy: 16532146.173415966
[2022-04-09 05:50:57.085491]Total energy: 16549837.304746993
[2022-04-09 05:52:27.454426]Total energy: 16525992.85345682
[2022-04-09 05:53:51.582215]Total energy: 16522651.836517625
[2022-04-09 05:55:17.179359]Total energy: 16541843.045590185
[2022-04-09 05:56:39.244970]Total energy: 16527376.804634819
[2022-04-09 05:58:01.702966]Total energy: 16535273.807277994
[2022-04-09 05:59:26.796593]Total energy: 16516985.870192323
[2022-04-09 06:01:00.995594]Total energy: 16529532.148327677
[2022-04-09 06:02:36.299527]Total energy: 16532684.967249174
[2022-04-09 06:04:04.748819]Total energy: 16525235.096648585
[2022-04-09 06:05:29.983277]Total energy: 16515427.018381929
[2022-04-09 06:06:51.947397]Total energy: 16527273.068076264
[2022-04-09 06:08:17.082389]Total energy: 16549202.868761444
[2022-04-09 06:09:42.779840]Total energy: 16518122.930945003
[2022-04-09 06:11:30.390787]Total energy: 16505219.56265851
[2022-04-09 06:13:10.270044]Total energy: 16523283.020360403
[2022-04-09 06:14:36.286835]Total energy: 16531495.885809883
[2022-04-09 06:15:58.726340]Total energy: 16511679.374731792
[2022-04-09 06:17:22.519963]Total energy: 16507413.440353828
[2022-04-09 06:18:48.146909]Total energy: 16523735.121054145
[2022-04-09 06:20:14.154845]Total energy: 16511194.46743666
[2022-04-09 06:21:42.848179]Total energy: 16515564.14394588
[2022-04-09 06:23:13.862421]Total energy: 16521163.24198315
[2022-04-09 06:24:37.304102]Total energy: 16509974.476089409
[2022-04-09 06:25:58.874007]Total energy: 16523972.690772029
[2022-04-09 06:27:23.483932]Total energy: 16509980.469157187
[2022-04-09 06:28:45.644794]Total energy: 16502860.882103942
[2022-04-09 06:30:11.032541]Total energy: 16530839.807397695
[2022-04-09 06:31:46.708799]Total energy: 16525548.994670888
[2022-04-09 06:33:13.800889]Total energy: 16540178.320198858
[2022-04-09 06:34:44.142103]Total energy: 16524406.27687797
[2022-04-09 06:36:05.620133]Total energy: 16529351.558831938
[2022-04-09 06:37:27.956362]Total energy: 16526695.498517629
[2022-04-09 06:38:54.470811]Total energy: 16535707.473675635
[2022-04-09 06:40:23.316788]Total energy: 16514535.188570097
[2022-04-09 06:42:13.255394]Total energy: 16542614.479119575
[2022-04-09 06:43:39.210560]Total energy: 16538982.834047506
[2022-04-09 06:45:01.105746]Total energy: 16532743.512255255
[2022-04-09 06:46:24.006771]Total energy: 16544060.37030412
[2022-04-09 06:47:54.244486]Total energy: 16528749.994025096
[2022-04-09 06:49:26.225585]Total energy: 16544993.500277631
[2022-04-09 06:51:25.261853]Total energy: 16535758.779512981
[2022-04-09 06:52:56.876825]Total energy: 16539313.23434651
[2022-04-09 06:54:21.752318]Total energy: 16539377.562967893
[2022-04-09 06:55:44.282956]Total energy: 16528957.416171407
[2022-04-09 06:57:07.230603]Total energy: 16526196.9767897
[2022-04-09 06:58:30.638078]Total energy: 16530148.714782765
[2022-04-09 06:59:52.416090]Total energy: 16544342.158586746
[2022-04-09 07:01:16.873734]Total energy: 16524204.832664935
[2022-04-09 07:02:41.632987]Total energy: 16539759.816699758
[2022-04-09 07:04:04.613889]Total energy: 16527441.616270417
[2022-04-09 07:05:29.088555]Total energy: 16537235.562482838
[2022-04-09 07:06:52.891238]Total energy: 16528830.195622494
[2022-04-09 07:08:15.537004]Total energy: 16524784.327160776
[2022-04-09 07:09:37.263613]Total energy: 16537495.742500613
[2022-04-09 07:11:15.685058]Total energy: 16528154.551595405
[2022-04-09 07:12:56.083818]Total energy: 16546279.802297724
[2022-04-09 07:14:20.541763]Total energy: 16532369.772514986
[2022-04-09 07:15:39.976347]Total energy: 16535458.473332575
[2022-04-09 07:17:01.611230]Total energy: 16544923.212236758
[2022-04-09 07:18:25.820465]Total energy: 16536336.184033142
[2022-04-09 07:19:52.498117]Total energy: 16528783.110338837
[2022-04-09 07:21:36.779565]Total energy: 16535342.73793589
[2022-04-09 07:23:08.619868]Total energy: 16538739.87595212
[2022-04-09 07:24:43.062041]Total energy: 16526614.700486654
[2022-04-09 07:26:14.252083]Total energy: 16529955.01712955
[2022-04-09 07:30:19.881779]Total energy: 16539244.388445746
[2022-04-09 07:33:18.160683]Total energy: 16547810.660500476
[2022-04-09 07:34:44.071226]Total energy: 16544792.12516951
[2022-04-09 07:36:09.154201]Total energy: 16532644.549547907
[2022-04-09 07:37:33.372296]Total energy: 16529990.212827316
[2022-04-09 07:38:55.511859]Total energy: 16563007.215082027
[2022-04-09 07:40:24.515205]Total energy: 16532720.706747657
[2022-04-09 07:41:52.746530]Total energy: 16528908.602609335
[2022-04-09 07:43:22.938295]Total energy: 16533847.9094436
[2022-04-09 07:44:48.524655]Total energy: 16534926.291610692
[2022-04-09 07:46:16.441572]Total energy: 16539259.344459634
[2022-04-09 07:47:41.602775]Total energy: 16550565.376806865
[2022-04-09 07:49:06.330052]Total energy: 16534290.236012338
[2022-04-09 07:50:43.833522]Total energy: 16527939.032223029
[2022-04-09 07:52:10.164453]Total energy: 16536680.299539449
[2022-04-09 07:53:32.787340]Total energy: 16523195.809594631
[2022-04-09 07:54:57.778108]Total energy: 16526811.189838776
[2022-04-09 07:56:22.003056]Total energy: 16528051.446382776
[2022-04-09 07:57:44.674285]Total energy: 16529513.72671578
[2022-04-09 07:59:07.021452]Total energy: 16539013.084684124
[2022-04-09 08:00:48.343981]Total energy: 16536845.364399351
[2022-04-09 08:02:26.967270]Total energy: 16546970.699754965
[2022-04-09 08:03:57.925972]Total energy: 16537048.97874007
[2022-04-09 08:05:23.363824]Total energy: 16528637.766074635
[2022-04-09 08:06:46.394731]Total energy: 16546284.559787039
[2022-04-09 08:08:09.335539]Total energy: 16534302.111460766
[2022-04-09 08:09:33.215571]Total energy: 16517803.521606293
[2022-04-09 08:11:07.853406]Total energy: 16526975.114904407
[2022-04-09 08:12:34.986107]Total energy: 16527859.950904623
[2022-04-09 08:13:57.207412]Total energy: 16524094.067500904
[2022-04-09 08:15:16.276460]Total energy: 16533843.471174499
