initial: all - optimal_only_all
[2022-04-10 12:23:55.235200]Total energy: 30738746.14516121
[2022-04-10 12:24:39.220687]Total energy: 30774151.597416207
[2022-04-10 12:25:25.144723]Total energy: 30742845.54552093
[2022-04-10 12:26:09.546307]Total energy: 30801744.311064683
[2022-04-10 12:26:53.626204]Total energy: 30741437.57654952
[2022-04-10 12:27:37.495318]Total energy: 30773341.545267913
[2022-04-10 12:28:21.591565]Total energy: 30752262.04385431
[2022-04-10 12:29:05.518869]Total energy: 30781833.523691744
[2022-04-10 12:29:50.096168]Total energy: 30765037.241251044
[2022-04-10 12:30:45.203483]Total energy: 30772105.338991325
[2022-04-10 12:31:50.882022]Total energy: 30770915.776896294
[2022-04-10 12:33:26.635070]Total energy: 30764949.837657917
[2022-04-10 12:34:17.515794]Total energy: 30735605.622498844
[2022-04-10 12:35:01.905086]Total energy: 30784738.705372624
[2022-04-10 12:35:46.122833]Total energy: 30743868.341194987
[2022-04-10 12:36:30.173821]Total energy: 30770284.436488897
[2022-04-10 12:37:14.322415]Total energy: 30749934.472523738
[2022-04-10 12:37:58.470273]Total energy: 30790079.842189327
[2022-04-10 12:38:42.600797]Total energy: 30762018.3574965
[2022-04-10 12:39:29.993017]Total energy: 30787977.364716906
[2022-04-10 12:40:14.732740]Total energy: 30685065.540660832
[2022-04-10 12:41:08.058896]Total energy: 30769165.035717893
[2022-04-10 12:41:59.057337]Total energy: 30783884.674789492
[2022-04-10 12:42:42.532260]Total energy: 30708456.28940278
[2022-04-10 12:43:26.542840]Total energy: 30785739.23806431
[2022-04-10 12:44:10.116845]Total energy: 30758220.591032885
[2022-04-10 12:44:54.026148]Total energy: 30785748.152375598
[2022-04-10 12:45:37.792650]Total energy: 30720601.877408016
[2022-04-10 12:46:21.944262]Total energy: 30786337.92361136
[2022-04-10 12:47:06.117719]Total energy: 30736240.960544206
[2022-04-10 12:47:49.586229]Total energy: 30745757.593647465
[2022-04-10 12:48:35.034932]Total energy: 30786094.025578424
[2022-04-10 12:49:19.727558]Total energy: 30728696.399978127
[2022-04-10 12:50:04.163927]Total energy: 30706667.883872226
[2022-04-10 12:51:09.729726]Total energy: 30753336.99985502
[2022-04-10 12:52:28.222940]Total energy: 30749029.940290023
[2022-04-10 12:53:19.377178]Total energy: 30777121.631153833
[2022-04-10 12:54:03.568512]Total energy: 30770101.951604456
[2022-04-10 12:54:49.670128]Total energy: 30731985.15729225
[2022-04-10 12:55:33.260905]Total energy: 30751379.850575518
[2022-04-10 12:56:20.754934]Total energy: 30722175.381840363
[2022-04-10 12:57:05.670642]Total energy: 30763413.82969471
[2022-04-10 12:57:49.776889]Total energy: 30815298.673559267
[2022-04-10 12:58:33.782395]Total energy: 30736795.761114206
[2022-04-10 12:59:20.961088]Total energy: 30766144.255026016
[2022-04-10 13:00:06.307674]Total energy: 30740361.504248094
[2022-04-10 13:00:59.937915]Total energy: 30759846.22528482
[2022-04-10 13:01:58.813080]Total energy: 30752946.211310882
[2022-04-10 13:02:55.488356]Total energy: 30738704.98245954
[2022-04-10 13:03:55.293105]Total energy: 30799029.85491012
[2022-04-10 13:04:53.078881]Total energy: 30733871.25522628
[2022-04-10 13:05:51.933398]Total energy: 30774362.641593114
[2022-04-10 13:06:54.258980]Total energy: 30747858.08078361
[2022-04-10 13:07:54.144993]Total energy: 30787382.386463135
[2022-04-10 13:08:57.899648]Total energy: 30738981.209521156
[2022-04-10 13:09:57.724843]Total energy: 30748895.809028056
[2022-04-10 13:10:51.895106]Total energy: 30772967.179747794
[2022-04-10 13:11:36.189416]Total energy: 30737706.078234408
[2022-04-10 13:12:20.462472]Total energy: 30740675.40864467
[2022-04-10 13:13:03.922680]Total energy: 30778198.349143993
[2022-04-10 13:13:48.792574]Total energy: 30742265.610644523
[2022-04-10 13:14:32.843352]Total energy: 30767392.67666457
[2022-04-10 13:15:16.709739]Total energy: 30756845.09548335
[2022-04-10 13:16:00.363413]Total energy: 30763331.878118593
[2022-04-10 13:16:44.965033]Total energy: 30772693.870455947
[2022-04-10 13:17:28.531012]Total energy: 30762939.155525886
[2022-04-10 13:18:13.399702]Total energy: 30785214.978697237
[2022-04-10 13:18:58.310185]Total energy: 30769090.274002045
[2022-04-10 13:19:42.615918]Total energy: 30753531.188251738
[2022-04-10 13:20:55.218735]Total energy: 30801695.888379447
[2022-04-10 13:21:52.078441]Total energy: 30762796.438153088
[2022-04-10 13:22:35.977755]Total energy: 30779547.262677398
[2022-04-10 13:23:19.511570]Total energy: 30766469.40197422
[2022-04-10 13:24:03.834558]Total energy: 30736296.60482817
[2022-04-10 13:24:47.128433]Total energy: 30762449.96213527
[2022-04-10 13:25:30.970218]Total energy: 30757769.97973841
[2022-04-10 13:26:14.668720]Total energy: 30781052.081517924
[2022-04-10 13:26:58.003973]Total energy: 30780050.496312413
[2022-04-10 13:27:43.856849]Total energy: 30689735.666856546
[2022-04-10 13:28:27.853208]Total energy: 30777128.12929794
[2022-04-10 13:29:14.041557]Total energy: 30755842.150625113
[2022-04-10 13:29:58.285242]Total energy: 30774086.728877302
[2022-04-10 13:30:43.735634]Total energy: 30753993.6197377
[2022-04-10 13:31:28.785750]Total energy: 30757722.212598946
[2022-04-10 13:32:12.394259]Total energy: 30705665.440800652
[2022-04-10 13:32:56.841937]Total energy: 30714198.578190852
[2022-04-10 13:33:41.512680]Total energy: 30767085.50783096
[2022-04-10 13:34:26.088639]Total energy: 30723779.24838248
[2022-04-10 13:35:09.905293]Total energy: 30804705.130964167
[2022-04-10 13:35:53.543475]Total energy: 30770137.384817548
[2022-04-10 13:36:36.961146]Total energy: 30810227.321436618
[2022-04-10 13:37:21.136750]Total energy: 30736719.074031
[2022-04-10 13:38:05.453081]Total energy: 30733860.46390639
[2022-04-10 13:38:49.737510]Total energy: 30721535.650606047
[2022-04-10 13:39:33.321763]Total energy: 30750589.471090686
[2022-04-10 13:40:17.085117]Total energy: 30763025.757469133
[2022-04-10 13:41:10.070689]Total energy: 30730788.644931458
[2022-04-10 13:42:10.605806]Total energy: 30761080.775834627
[2022-04-10 13:43:07.703447]Total energy: 30754699.481567465
[2022-04-10 13:44:01.875255]Total energy: 30776988.553440373
[2022-04-10 13:44:48.123117]Total energy: 30773199.80734618
[2022-04-10 13:45:31.538277]Total energy: 30776888.85621493
[2022-04-10 13:46:15.545244]Total energy: 30748709.568530153
[2022-04-10 13:47:01.148468]Total energy: 30760876.341767948
[2022-04-10 13:47:45.770443]Total energy: 30735176.003038757
[2022-04-10 13:48:29.571685]Total energy: 30758686.800026644
[2022-04-10 13:49:13.045588]Total energy: 30791684.902997427
[2022-04-10 13:49:56.486857]Total energy: 30733481.714287613
[2022-04-10 13:51:00.398829]Total energy: 30760078.1317901
[2022-04-10 13:52:13.912395]Total energy: 30770821.618265517
[2022-04-10 13:53:09.012018]Total energy: 30794209.805203073
[2022-04-10 13:54:10.950782]Total energy: 30725894.55607869
[2022-04-10 13:55:05.777008]Total energy: 30786934.41028185
[2022-04-10 13:55:49.577250]Total energy: 30717187.571082763
[2022-04-10 13:56:33.317297]Total energy: 30750142.00287171
[2022-04-10 13:57:17.277659]Total energy: 30741429.109069154
[2022-04-10 13:58:01.634084]Total energy: 30722158.66795591
[2022-04-10 13:58:45.354799]Total energy: 30774682.447850753
[2022-04-10 13:59:29.846587]Total energy: 30770331.427224606
[2022-04-10 14:00:13.865464]Total energy: 30792391.75303014
[2022-04-10 14:01:01.254728]Total energy: 30736712.24696527
[2022-04-10 14:01:45.009095]Total energy: 30764073.634627946
[2022-04-10 14:02:29.296163]Total energy: 30811421.929475427
[2022-04-10 14:03:13.188483]Total energy: 30715174.607368313
[2022-04-10 14:03:57.317784]Total energy: 30761132.869781367
[2022-04-10 14:04:41.511819]Total energy: 30701888.39058713
[2022-04-10 14:05:25.414147]Total energy: 30749492.808021072
[2022-04-10 14:06:09.530982]Total energy: 30743771.395581175
[2022-04-10 14:06:53.053153]Total energy: 30702374.449167684
[2022-04-10 14:07:39.929254]Total energy: 30737835.780791383
[2022-04-10 14:08:25.126416]Total energy: 30738518.57553651
[2022-04-10 14:09:09.174288]Total energy: 30750605.474608876
[2022-04-10 14:09:52.783012]Total energy: 30775090.02625448
[2022-04-10 14:10:37.081334]Total energy: 30727102.85507997
[2022-04-10 14:11:21.266806]Total energy: 30803091.136462525
[2022-04-10 14:12:07.162216]Total energy: 30741122.4830137
[2022-04-10 14:12:51.673191]Total energy: 30808205.232510954
[2022-04-10 14:13:36.851884]Total energy: 30756063.157670323
[2022-04-10 14:14:20.736747]Total energy: 30707741.44800961
[2022-04-10 14:15:04.565206]Total energy: 30711042.479770638
[2022-04-10 14:15:48.614869]Total energy: 30764378.343189694
[2022-04-10 14:16:32.227630]Total energy: 30785933.83374346
[2022-04-10 14:17:17.167655]Total energy: 30761147.68095669
[2022-04-10 14:18:00.983190]Total energy: 30789949.42382792
[2022-04-10 14:18:44.846417]Total energy: 30766025.567943282
[2022-04-10 14:19:28.835596]Total energy: 30768737.93649364
[2022-04-10 14:20:12.993517]Total energy: 30745570.0060763
[2022-04-10 14:21:09.211448]Total energy: 30765342.77972896
[2022-04-10 14:22:01.544655]Total energy: 30779821.501156807
[2022-04-10 14:22:45.348629]Total energy: 30732923.862550203
[2022-04-10 14:23:29.208197]Total energy: 30762290.57681703
[2022-04-10 14:24:13.266591]Total energy: 30768436.174661625
[2022-04-10 14:24:57.268953]Total energy: 30802385.859977927
[2022-04-10 14:25:40.790521]Total energy: 30762347.959084243
[2022-04-10 14:26:24.906855]Total energy: 30726153.42874565
[2022-04-10 14:27:08.888872]Total energy: 30720788.86701235
[2022-04-10 14:27:53.094118]Total energy: 30755394.782305576
[2022-04-10 14:28:37.063197]Total energy: 30748490.00127692
[2022-04-10 14:29:21.476662]Total energy: 30748715.554633196
[2022-04-10 14:30:06.291695]Total energy: 30768053.04798964
[2022-04-10 14:30:54.779350]Total energy: 30762812.85716348
[2022-04-10 14:31:52.565710]Total energy: 30729451.630408186
[2022-04-10 14:32:49.480696]Total energy: 30718341.338150475
[2022-04-10 14:33:46.854590]Total energy: 30718864.37114675
[2022-04-10 14:34:42.510171]Total energy: 30764468.293127704
[2022-04-10 14:35:26.561482]Total energy: 30736748.31022338
[2022-04-10 14:36:10.077564]Total energy: 30696968.15271785
[2022-04-10 14:36:53.954426]Total energy: 30724173.35213291
[2022-04-10 14:37:37.627657]Total energy: 30793395.03956859
[2022-04-10 14:38:21.886686]Total energy: 30760347.227000643
[2022-04-10 14:39:08.687049]Total energy: 30742053.526341207
[2022-04-10 14:40:06.200305]Total energy: 30727429.588365182
[2022-04-10 14:41:11.604423]Total energy: 30725639.401416324
[2022-04-10 14:42:11.160610]Total energy: 30766410.45700965
[2022-04-10 14:43:01.999112]Total energy: 30767196.310302507
[2022-04-10 14:43:45.964779]Total energy: 30764689.38733165
[2022-04-10 14:44:30.816516]Total energy: 30731627.911583036
[2022-04-10 14:45:14.509303]Total energy: 30761677.922761273
[2022-04-10 14:45:58.273576]Total energy: 30749804.232321844
[2022-04-10 14:46:41.850242]Total energy: 30757989.688372653
[2022-04-10 14:47:26.694016]Total energy: 30769718.924931865
[2022-04-10 14:48:11.662665]Total energy: 30770374.41822853
[2022-04-10 14:48:55.257107]Total energy: 30681419.31637686
[2022-04-10 14:49:39.327678]Total energy: 30768449.42483765
[2022-04-10 14:50:35.784029]Total energy: 30744130.771398105
[2022-04-10 14:51:35.563162]Total energy: 30754965.76023248
[2022-04-10 14:52:36.249096]Total energy: 30779998.690642856
[2022-04-10 14:53:41.172150]Total energy: 30767248.803887285
[2022-04-10 14:54:31.646840]Total energy: 30737732.530276947
[2022-04-10 14:55:15.531218]Total energy: 30724504.33746202
[2022-04-10 14:55:59.058429]Total energy: 30758160.150467806
[2022-04-10 14:56:43.654793]Total energy: 30750229.5346427
[2022-04-10 14:57:27.283025]Total energy: 30752095.75276276
[2022-04-10 14:58:11.925167]Total energy: 30759657.465647254
[2022-04-10 14:58:57.391651]Total energy: 30730697.848768614
[2022-04-10 14:59:41.738429]Total energy: 30752325.148853306
[2022-04-10 15:00:37.762406]Total energy: 30746722.153177265
[2022-04-10 15:01:28.055401]Total energy: 30788689.532803573
[2022-04-10 15:02:11.605567]Total energy: 30722652.187385704
[2022-04-10 15:02:55.550453]Total energy: 30717270.120337702
[2022-04-10 15:03:39.951509]Total energy: 30768270.05135932
[2022-04-10 15:04:23.537072]Total energy: 30753915.0865553
[2022-04-10 15:05:07.614966]Total energy: 30779110.10554732
[2022-04-10 15:05:50.957648]Total energy: 30787853.835994903
[2022-04-10 15:06:35.268383]Total energy: 30749769.48626187
[2022-04-10 15:07:19.316249]Total energy: 30756532.64426407
[2022-04-10 15:08:02.832985]Total energy: 30741341.522734527
[2022-04-10 15:08:47.608309]Total energy: 30722757.65264415
[2022-04-10 15:09:31.749256]Total energy: 30765063.838451456
[2022-04-10 15:10:15.887945]Total energy: 30714851.12530429
[2022-04-10 15:10:59.929534]Total energy: 30779979.68422031
[2022-04-10 15:11:44.394797]Total energy: 30717839.14509511
[2022-04-10 15:12:28.012813]Total energy: 30769605.78433508
[2022-04-10 15:13:12.260589]Total energy: 30749517.836010844
[2022-04-10 15:13:56.670465]Total energy: 30762248.470762614
[2022-04-10 15:14:42.487734]Total energy: 30774844.01840134
[2022-04-10 15:15:26.382566]Total energy: 30795190.645263758
[2022-04-10 15:16:10.362410]Total energy: 30750354.926802136
[2022-04-10 15:16:54.701495]Total energy: 30748847.419488583
[2022-04-10 15:17:38.698662]Total energy: 30748896.847474236
[2022-04-10 15:18:22.836105]Total energy: 30775478.470603682
[2022-04-10 15:19:06.342810]Total energy: 30772867.801601946
[2022-04-10 15:19:50.621269]Total energy: 30755793.537614606
[2022-04-10 15:21:09.715170]Total energy: 30734844.735903352
[2022-04-10 15:22:30.147678]Total energy: 30751026.239771266
[2022-04-10 15:23:26.289578]Total energy: 30735534.3537296
[2022-04-10 15:24:22.622672]Total energy: 30749654.03169839
[2022-04-10 15:25:18.680670]Total energy: 30751448.596183576
[2022-04-10 15:26:15.395668]Total energy: 30728665.353957687
[2022-04-10 15:27:10.476703]Total energy: 30790727.89415962
[2022-04-10 15:28:08.164941]Total energy: 30785717.05025219
[2022-04-10 15:29:06.368768]Total energy: 30756887.638650678
[2022-04-10 15:29:50.602469]Total energy: 30758875.49421295
[2022-04-10 15:30:34.477858]Total energy: 30728181.949660078
[2022-04-10 15:31:19.150478]Total energy: 30787238.77036175
[2022-04-10 15:32:02.717509]Total energy: 30742836.287474412
[2022-04-10 15:32:46.868825]Total energy: 30733593.600844428
[2022-04-10 15:33:30.554651]Total energy: 30769765.21067888
[2022-04-10 15:34:14.514436]Total energy: 30795861.37791726
[2022-04-10 15:34:57.623174]Total energy: 30768453.120445345
[2022-04-10 15:35:41.116850]Total energy: 30754452.962006096
[2022-04-10 15:36:26.984960]Total energy: 30766362.145673383
[2022-04-10 15:37:10.917578]Total energy: 30763374.070866704
[2022-04-10 15:37:55.100695]Total energy: 30727725.13214253
[2022-04-10 15:38:39.771794]Total energy: 30736440.148147844
[2022-04-10 15:39:23.778175]Total energy: 30763710.0496767
[2022-04-10 15:40:07.084323]Total energy: 30750068.054865446
[2022-04-10 15:40:58.581353]Total energy: 30784426.735900626
[2022-04-10 15:41:58.363456]Total energy: 30792822.555504173
[2022-04-10 15:43:00.803188]Total energy: 30753783.72180225
[2022-04-10 15:43:57.125535]Total energy: 30795866.90968791
[2022-04-10 15:44:41.299425]Total energy: 30740776.294520434
[2022-04-10 15:45:25.044068]Total energy: 30724254.942905266
[2022-04-10 15:46:09.425861]Total energy: 30713100.21759503
[2022-04-10 15:46:53.610090]Total energy: 30780918.082941163
[2022-04-10 15:47:37.385120]Total energy: 30747837.204019066
[2022-04-10 15:48:21.004553]Total energy: 30754428.054866098
[2022-04-10 15:49:05.935977]Total energy: 30756619.732046057
[2022-04-10 15:49:50.261385]Total energy: 30750140.140591133
[2022-04-10 15:50:42.283468]Total energy: 30770400.741681024
[2022-04-10 15:51:39.331701]Total energy: 30735770.862597134
[2022-04-10 15:52:36.799287]Total energy: 30728588.152866952
[2022-04-10 15:53:36.297461]Total energy: 30772055.085343767
[2022-04-10 15:54:36.008963]Total energy: 30757723.347286087
[2022-04-10 15:55:20.609882]Total energy: 30748284.419764306
[2022-04-10 15:56:04.479881]Total energy: 30748338.346341845
[2022-04-10 15:56:48.443991]Total energy: 30772210.739323217
[2022-04-10 15:57:32.730814]Total energy: 30743368.86799085
[2022-04-10 15:58:17.414697]Total energy: 30723376.740748726
[2022-04-10 15:59:01.667142]Total energy: 30763341.93903805
[2022-04-10 15:59:45.475770]Total energy: 30770546.210995954
[2022-04-10 16:00:29.509066]Total energy: 30759683.33898658
[2022-04-10 16:01:13.357798]Total energy: 30744292.727224577
[2022-04-10 16:01:57.226189]Total energy: 30753892.860930987
[2022-04-10 16:02:40.639571]Total energy: 30789011.153042942
[2022-04-10 16:03:24.675538]Total energy: 30777070.33682878
[2022-04-10 16:04:08.847204]Total energy: 30757415.26483028
[2022-04-10 16:04:53.476857]Total energy: 30778060.851473626
[2022-04-10 16:05:37.279427]Total energy: 30747652.536245227
[2022-04-10 16:06:20.434516]Total energy: 30716383.54809672
[2022-04-10 16:07:04.019882]Total energy: 30785084.469112888
[2022-04-10 16:07:47.980705]Total energy: 30726078.792570826
[2022-04-10 16:08:31.615047]Total energy: 30738839.86324217
[2022-04-10 16:09:17.659146]Total energy: 30729431.31235053
[2022-04-10 16:10:01.797265]Total energy: 30757170.362496566
[2022-04-10 16:11:06.755427]Total energy: 30751934.86073693
[2022-04-10 16:12:19.155516]Total energy: 30745069.847017176
[2022-04-10 16:13:22.819182]Total energy: 30807785.22474126
[2022-04-10 16:14:27.429721]Total energy: 30775033.657586195
[2022-04-10 16:15:20.094239]Total energy: 30760954.583596013
[2022-04-10 16:16:04.939443]Total energy: 30754975.90315973
[2022-04-10 16:16:48.979606]Total energy: 30777545.807591528
[2022-04-10 16:17:33.448255]Total energy: 30812941.534537457
[2022-04-10 16:18:20.154934]Total energy: 30763826.7241823
[2022-04-10 16:19:03.746154]Total energy: 30749308.391867112
[2022-04-10 16:19:47.281328]Total energy: 30746610.15862568
[2022-04-10 16:20:58.007488]Total energy: 30774091.575418513
[2022-04-10 16:21:46.627311]Total energy: 30754934.175194845
[2022-04-10 16:22:31.475331]Total energy: 30780797.41302288
[2022-04-10 16:23:15.544406]Total energy: 30763889.851930536
[2022-04-10 16:23:59.465580]Total energy: 30750905.69387837
[2022-04-10 16:24:45.651189]Total energy: 30767366.074677184
[2022-04-10 16:25:29.932141]Total energy: 30793447.002458107
[2022-04-10 16:26:14.927042]Total energy: 30764341.21565258
[2022-04-10 16:26:58.624430]Total energy: 30738814.880303808
[2022-04-10 16:27:43.049060]Total energy: 30725658.545215666
[2022-04-10 16:28:27.505515]Total energy: 30782704.35492474
[2022-04-10 16:29:11.761057]Total energy: 30745479.245209392
[2022-04-10 16:29:56.101817]Total energy: 30755548.071784977
[2022-04-10 16:31:07.770699]Total energy: 30786131.63725778
[2022-04-10 16:32:21.733348]Total energy: 30763253.15050086
[2022-04-10 16:33:11.333556]Total energy: 30735518.72460614
[2022-04-10 16:33:55.881360]Total energy: 30765929.459638838
[2022-04-10 16:34:39.494067]Total energy: 30748990.238426745
[2022-04-10 16:35:23.376764]Total energy: 30749764.595008533
[2022-04-10 16:36:06.994262]Total energy: 30755826.531906802
[2022-04-10 16:36:50.771188]Total energy: 30760756.351930283
[2022-04-10 16:37:35.434450]Total energy: 30711220.835626278
[2022-04-10 16:38:20.798137]Total energy: 30775950.06255557
[2022-04-10 16:39:07.291913]Total energy: 30800520.489699934
[2022-04-10 16:39:52.831891]Total energy: 30752266.051354483
[2022-04-10 16:40:45.601304]Total energy: 30783163.36407983
[2022-04-10 16:41:41.107848]Total energy: 30774830.455301274
[2022-04-10 16:42:37.985260]Total energy: 30725912.999264598
[2022-04-10 16:43:31.793683]Total energy: 30758920.308683842
[2022-04-10 16:44:29.600707]Total energy: 30761143.20313711
[2022-04-10 16:45:20.471331]Total energy: 30786861.783834346
[2022-04-10 16:46:22.957157]Total energy: 30752352.85445704
[2022-04-10 16:47:23.487068]Total energy: 30755140.27525006
[2022-04-10 16:48:22.622107]Total energy: 30754345.93146013
[2022-04-10 16:49:12.664196]Total energy: 30757202.403171193
[2022-04-10 16:49:58.215080]Total energy: 30766756.233432084
[2022-04-10 16:50:43.258534]Total energy: 30742271.48827621
[2022-04-10 16:51:28.362459]Total energy: 30755225.055632982
[2022-04-10 16:52:14.188689]Total energy: 30743403.40723218
[2022-04-10 16:52:59.751407]Total energy: 30748074.869251348
[2022-04-10 16:53:45.854321]Total energy: 30744501.5921126
[2022-04-10 16:54:31.206854]Total energy: 30797007.778368995
[2022-04-10 16:55:16.298291]Total energy: 30737544.61961064
[2022-04-10 16:56:01.743569]Total energy: 30741151.348906666
[2022-04-10 16:56:47.492042]Total energy: 30760289.673851207
[2022-04-10 16:57:32.835402]Total energy: 30781866.22789385
[2022-04-10 16:58:18.279774]Total energy: 30774136.121185254
[2022-04-10 16:59:03.675145]Total energy: 30769906.738062866
[2022-04-10 16:59:49.106405]Total energy: 30758310.205095988
[2022-04-10 17:00:44.765071]Total energy: 30801405.99179924
[2022-04-10 17:01:45.044537]Total energy: 30781100.02408004
[2022-04-10 17:03:40.432854]Total energy: 30783237.47809117
[2022-04-10 17:04:25.761786]Total energy: 30769238.74709472
[2022-04-10 17:05:10.834623]Total energy: 30757625.22261517
[2022-04-10 17:05:56.038463]Total energy: 30746014.089111842
[2022-04-10 17:06:40.891023]Total energy: 30743385.596715245
[2022-04-10 17:07:25.570500]Total energy: 30767156.330160912
[2022-04-10 17:08:09.832958]Total energy: 30781800.668091398
[2022-04-10 17:08:54.617786]Total energy: 30733395.117004767
[2022-04-10 17:09:38.435267]Total energy: 30789089.01623811
[2022-04-10 17:10:44.782195]Total energy: 30765065.603799623
[2022-04-10 17:11:48.210220]Total energy: 30749059.627711345
[2022-04-10 17:12:47.052547]Total energy: 30716070.999899838
[2022-04-10 17:13:44.871355]Total energy: 30727811.87035104
[2022-04-10 17:14:48.244099]Total energy: 30740184.390503813
[2022-04-10 17:15:53.926706]Total energy: 30736552.213576775
[2022-04-10 17:16:56.883088]Total energy: 30730407.93043999
[2022-04-10 17:18:00.384691]Total energy: 30758674.181159135
[2022-04-10 17:18:47.703613]Total energy: 30787050.189487357
[2022-04-10 17:19:32.301577]Total energy: 30727998.60432097
[2022-04-10 17:20:16.347528]Total energy: 30769167.63509996
[2022-04-10 17:21:03.957926]Total energy: 30763434.277117886
[2022-04-10 17:22:03.448346]Total energy: 30760366.849077117
[2022-04-10 17:22:52.816126]Total energy: 30741094.142416414
[2022-04-10 17:23:37.375608]Total energy: 30731671.30941711
[2022-04-10 17:24:20.909840]Total energy: 30729071.897428997
[2022-04-10 17:25:07.556486]Total energy: 30713259.294814438
[2022-04-10 17:25:51.225760]Total energy: 30729180.60539181
[2022-04-10 17:26:35.195169]Total energy: 30733794.129876934
[2022-04-10 17:27:19.144258]Total energy: 30731999.50265857
[2022-04-10 17:28:02.746106]Total energy: 30744965.294285584
[2022-04-10 17:28:46.954708]Total energy: 30779676.945666406
[2022-04-10 17:29:30.516132]Total energy: 30776658.69122155
[2022-04-10 17:30:14.461501]Total energy: 30761521.202016663
[2022-04-10 17:31:23.548815]Total energy: 30769832.885862507
[2022-04-10 17:32:25.802757]Total energy: 30768703.165651947
[2022-04-10 17:33:26.898341]Total energy: 30769438.41762961
[2022-04-10 17:34:29.996767]Total energy: 30785869.459854525
[2022-04-10 17:35:32.195710]Total energy: 30723684.84884973
[2022-04-10 17:36:36.903347]Total energy: 30798987.987815015
[2022-04-10 17:37:41.194868]Total energy: 30800988.46537875
[2022-04-10 17:38:28.294703]Total energy: 30745010.105858706
[2022-04-10 17:39:11.899200]Total energy: 30770474.211387664
[2022-04-10 17:39:55.487052]Total energy: 30778638.3612942
[2022-04-10 17:40:39.014308]Total energy: 30753035.8558673
[2022-04-10 17:41:22.582967]Total energy: 30765169.07252483
[2022-04-10 17:42:07.001863]Total energy: 30792789.585227817
[2022-04-10 17:42:50.729955]Total energy: 30720119.38567437
[2022-04-10 17:43:34.678453]Total energy: 30718440.009893753
[2022-04-10 17:44:17.791783]Total energy: 30762277.1133289
[2022-04-10 17:45:01.824739]Total energy: 30732661.554851152
[2022-04-10 17:45:45.836468]Total energy: 30716671.793479428
[2022-04-10 17:46:29.910003]Total energy: 30828730.628107492
[2022-04-10 17:47:14.100579]Total energy: 30749127.767460585
[2022-04-10 17:47:58.067744]Total energy: 30721935.3160922
[2022-04-10 17:48:41.458535]Total energy: 30766124.800858334
[2022-04-10 17:49:25.294947]Total energy: 30757799.347445164
[2022-04-10 17:50:09.294453]Total energy: 30759772.493827675
[2022-04-10 17:51:10.006688]Total energy: 30768337.9035276
[2022-04-10 17:52:11.809400]Total energy: 30742637.441763
[2022-04-10 17:53:01.586552]Total energy: 30779991.292902704
[2022-04-10 17:53:45.121561]Total energy: 30747621.37311949
[2022-04-10 17:54:29.283687]Total energy: 30725330.396733038
[2022-04-10 17:55:13.178111]Total energy: 30771744.365706112
[2022-04-10 17:55:56.575545]Total energy: 30738828.123912096
[2022-04-10 17:56:40.184996]Total energy: 30771683.43980559
[2022-04-10 17:57:24.266365]Total energy: 30758091.385967053
[2022-04-10 17:58:07.646880]Total energy: 30737216.576535285
[2022-04-10 17:58:51.135595]Total energy: 30751907.980907228
[2022-04-10 17:59:34.926998]Total energy: 30752097.071790047
[2022-04-10 18:00:21.514801]Total energy: 30709031.75374772
[2022-04-10 18:01:50.443748]Total energy: 30765966.234506935
[2022-04-10 18:03:07.583629]Total energy: 30778636.31750732
[2022-04-10 18:04:10.691502]Total energy: 30776740.05617887
[2022-04-10 18:05:02.824651]Total energy: 30722309.68348127
[2022-04-10 18:05:45.982128]Total energy: 30726633.098712377
[2022-04-10 18:06:30.295578]Total energy: 30716497.387398835
[2022-04-10 18:07:14.544442]Total energy: 30756047.03313428
[2022-04-10 18:07:58.388808]Total energy: 30743321.80443283
[2022-04-10 18:08:42.689347]Total energy: 30748038.67207366
[2022-04-10 18:09:26.491349]Total energy: 30743436.471178472
[2022-04-10 18:10:10.203666]Total energy: 30754449.62662464
[2022-04-10 18:11:20.257348]Total energy: 30796452.823643167
[2022-04-10 18:12:29.234482]Total energy: 30759142.507624317
[2022-04-10 18:13:33.817103]Total energy: 30740105.24907666
[2022-04-10 18:14:34.632040]Total energy: 30742371.546917003
[2022-04-10 18:15:34.760674]Total energy: 30739844.35239122
[2022-04-10 18:16:23.276707]Total energy: 30773156.340022866
[2022-04-10 18:17:07.942136]Total energy: 30739975.454479128
[2022-04-10 18:17:51.487298]Total energy: 30709000.928301144
[2022-04-10 18:18:35.338507]Total energy: 30763825.4979921
[2022-04-10 18:19:19.153823]Total energy: 30732317.994038388
[2022-04-10 18:20:02.944532]Total energy: 30769176.836894304
[2022-04-10 18:21:11.645116]Total energy: 30762559.04647052
[2022-04-10 18:22:34.094438]Total energy: 30721364.622415543
[2022-04-10 18:23:39.909996]Total energy: 30768404.053957846
[2022-04-10 18:24:34.398694]Total energy: 30715015.57833421
[2022-04-10 18:25:21.737540]Total energy: 30749076.839457866
[2022-04-10 18:26:05.330346]Total energy: 30782759.98062668
[2022-04-10 18:26:49.164865]Total energy: 30752675.782993324
[2022-04-10 18:27:33.672796]Total energy: 30758060.801905498
[2022-04-10 18:28:18.142444]Total energy: 30779382.358180493
[2022-04-10 18:29:01.733315]Total energy: 30787283.125865117
[2022-04-10 18:29:45.328622]Total energy: 30731356.408887327
[2022-04-10 18:31:05.698352]Total energy: 30747022.087854538
