initial: all - optimal_only_all
[2022-04-08 08:15:43.877131]Total energy: 30876532.697578862
[2022-04-08 08:16:46.317420]Total energy: 30793820.29344433
[2022-04-08 08:17:51.642809]Total energy: 30888371.22543113
[2022-04-08 08:18:53.210810]Total energy: 30916932.59104499
[2022-04-08 08:19:54.127294]Total energy: 30916965.757632088
[2022-04-08 08:21:21.932802]Total energy: 30844553.918875303
[2022-04-08 08:22:38.828035]Total energy: 30924713.300278604
[2022-04-08 08:23:45.100744]Total energy: 30860126.428041887
[2022-04-08 08:24:45.758947]Total energy: 30843368.42960607
[2022-04-08 08:25:48.053722]Total energy: 30816872.00986322
[2022-04-08 08:26:50.557266]Total energy: 30946255.802904543
[2022-04-08 08:27:54.288589]Total energy: 30940742.005838204
[2022-04-08 08:28:58.207274]Total energy: 30726806.820535883
[2022-04-08 08:30:00.081757]Total energy: 30997826.593486737
[2022-04-08 08:31:14.087293]Total energy: 30916925.79353103
[2022-04-08 08:32:24.587539]Total energy: 30899798.924895503
[2022-04-08 08:33:28.776440]Total energy: 30916809.131715372
[2022-04-08 08:34:30.818011]Total energy: 30932948.166743446
[2022-04-08 08:35:42.021733]Total energy: 31019100.42721582
[2022-04-08 08:36:44.848204]Total energy: 31027708.383411393
[2022-04-08 08:37:48.505503]Total energy: 30942196.635889366
[2022-04-08 08:38:53.211565]Total energy: 30969212.483280063
[2022-04-08 08:39:55.178433]Total energy: 30946731.49370969
[2022-04-08 08:41:07.493288]Total energy: 30871518.445706308
[2022-04-08 08:42:23.843056]Total energy: 31009139.078975875
[2022-04-08 08:43:39.672988]Total energy: 30963753.198576495
[2022-04-08 08:44:49.844307]Total energy: 31023114.30508323
[2022-04-08 08:45:54.395579]Total energy: 30903086.31711971
[2022-04-08 08:46:55.876042]Total energy: 30880354.844446737
[2022-04-08 08:48:00.036439]Total energy: 30904416.251247425
[2022-04-08 08:49:03.776585]Total energy: 30963690.74658535
[2022-04-08 08:50:06.393752]Total energy: 30835442.524541046
[2022-04-08 08:51:18.110030]Total energy: 30857810.621828955
[2022-04-08 08:52:34.055425]Total energy: 30901881.610323932
[2022-04-08 08:53:52.929919]Total energy: 30923920.101150367
[2022-04-08 08:55:02.616887]Total energy: 30884733.975937262
[2022-04-08 08:56:07.125724]Total energy: 30890734.759650838
[2022-04-08 08:57:07.529391]Total energy: 30835045.256682843
[2022-04-08 08:58:08.825602]Total energy: 30874812.8361079
[2022-04-08 08:59:13.874588]Total energy: 30914702.777601257
[2022-04-08 09:00:16.270724]Total energy: 30875414.675534666
[2022-04-08 09:01:32.509537]Total energy: 30905994.76541945
[2022-04-08 09:02:42.090500]Total energy: 30938756.982174415
[2022-04-08 09:03:46.467095]Total energy: 30842269.40528607
[2022-04-08 09:04:52.041158]Total energy: 30884068.960631467
[2022-04-08 09:05:56.231281]Total energy: 30841846.797156032
[2022-04-08 09:06:56.998534]Total energy: 30969720.77241235
[2022-04-08 09:08:00.018309]Total energy: 30935092.460288815
[2022-04-08 09:09:03.190569]Total energy: 30812761.393118456
[2022-04-08 09:10:06.171998]Total energy: 30948574.384004865
[2022-04-08 09:11:21.980850]Total energy: 30864233.68782889
[2022-04-08 09:12:36.059674]Total energy: 30835080.62202563
[2022-04-08 09:13:39.953672]Total energy: 30894240.374506813
[2022-04-08 09:14:46.368197]Total energy: 30845696.42302658
[2022-04-08 09:15:47.162987]Total energy: 30919602.388431516
[2022-04-08 09:16:49.576199]Total energy: 30909499.80259306
[2022-04-08 09:17:53.360488]Total energy: 30928893.1111079
[2022-04-08 09:18:58.429444]Total energy: 30964610.291019086
[2022-04-08 09:19:59.961509]Total energy: 30867246.082396545
[2022-04-08 09:21:13.491681]Total energy: 31011854.128412526
[2022-04-08 09:22:22.823448]Total energy: 30860202.179984134
[2022-04-08 09:23:26.630313]Total energy: 30984731.988338146
[2022-04-08 09:24:31.415901]Total energy: 30968668.492803033
[2022-04-08 09:25:38.711881]Total energy: 30806293.16465347
[2022-04-08 09:26:40.330812]Total energy: 30848417.931487802
[2022-04-08 09:27:46.830968]Total energy: 30870540.222539887
[2022-04-08 09:28:48.279487]Total energy: 30760043.064525906
[2022-04-08 09:29:51.432192]Total energy: 30951636.854807466
[2022-04-08 09:31:07.740820]Total energy: 30858188.595190316
[2022-04-08 09:32:11.825923]Total energy: 30880365.238433693
[2022-04-08 09:33:13.978643]Total energy: 30915951.915474907
[2022-04-08 09:34:14.893100]Total energy: 30884468.283982765
[2022-04-08 09:35:19.249560]Total energy: 30866234.84535634
[2022-04-08 09:36:20.298751]Total energy: 30936821.62682115
[2022-04-08 09:37:22.265367]Total energy: 30828143.670226708
[2022-04-08 09:38:31.459625]Total energy: 30919848.293104205
[2022-04-08 09:39:34.589518]Total energy: 30841393.886735182
[2022-04-08 09:40:41.742162]Total energy: 30886094.079431497
[2022-04-08 09:41:47.275266]Total energy: 30879180.122541796
[2022-04-08 09:42:51.714760]Total energy: 30878869.512831766
[2022-04-08 09:43:52.507233]Total energy: 30926959.03858124
[2022-04-08 09:44:54.805079]Total energy: 30982368.38291742
[2022-04-08 09:45:57.630344]Total energy: 30889728.40203266
[2022-04-08 09:47:01.830456]Total energy: 30828228.51391364
[2022-04-08 09:48:03.715800]Total energy: 30858940.865157798
[2022-04-08 09:49:05.663954]Total energy: 30840135.14395103
[2022-04-08 09:50:10.897472]Total energy: 30842677.55901462
[2022-04-08 09:51:21.486205]Total energy: 30818805.951229904
[2022-04-08 09:52:26.090469]Total energy: 30850787.315692153
[2022-04-08 09:53:28.905406]Total energy: 30844239.554861784
[2022-04-08 09:54:35.734677]Total energy: 30943352.85821613
[2022-04-08 09:55:37.728540]Total energy: 30831195.794225648
[2022-04-08 09:56:39.548738]Total energy: 30791741.646808695
[2022-04-08 09:57:40.959354]Total energy: 30890203.08228128
[2022-04-08 09:58:44.522158]Total energy: 30895453.29268021
[2022-04-08 09:59:46.606687]Total energy: 30990861.741796385
[2022-04-08 10:01:09.819408]Total energy: 30927464.449585617
[2022-04-08 10:02:33.178046]Total energy: 30843987.309517
[2022-04-08 10:03:44.048535]Total energy: 30963179.131894164
[2022-04-08 10:04:45.030527]Total energy: 30916360.544148784
[2022-04-08 10:05:47.350861]Total energy: 30843238.896691
[2022-04-08 10:06:51.862553]Total energy: 30958103.374379117
[2022-04-08 10:07:52.962468]Total energy: 30895441.713430937
[2022-04-08 10:08:57.281026]Total energy: 30931619.519840017
[2022-04-08 10:10:00.953613]Total energy: 30896915.653671496
[2022-04-08 10:11:20.256863]Total energy: 30955471.94306335
[2022-04-08 10:12:24.439860]Total energy: 30922039.31804466
[2022-04-08 10:13:26.837192]Total energy: 30872025.480422165
[2022-04-08 10:14:29.553986]Total energy: 30956714.424092975
[2022-04-08 10:15:31.018262]Total energy: 30935607.519760497
[2022-04-08 10:16:35.537324]Total energy: 30953711.863037556
[2022-04-08 10:17:36.851277]Total energy: 30856375.5213094
[2022-04-08 10:18:38.874415]Total energy: 30911537.718960162
[2022-04-08 10:19:42.031786]Total energy: 30871358.603852715
[2022-04-08 10:20:52.304180]Total energy: 30895241.77819583
[2022-04-08 10:22:03.337024]Total energy: 30938425.961047873
[2022-04-08 10:23:16.433591]Total energy: 30996722.6869405
[2022-04-08 10:24:31.845529]Total energy: 30966830.382570315
[2022-04-08 10:25:32.827350]Total energy: 30870800.470835805
[2022-04-08 10:26:37.911962]Total energy: 30883394.17288307
[2022-04-08 10:27:40.097307]Total energy: 30932628.685606305
[2022-04-08 10:28:44.784120]Total energy: 30846501.72305247
[2022-04-08 10:29:45.927912]Total energy: 30917328.929526936
[2022-04-08 10:30:47.631005]Total energy: 30870574.307749193
[2022-04-08 10:31:54.141424]Total energy: 30806192.071830545
[2022-04-08 10:33:00.202013]Total energy: 30708084.40888683
[2022-04-08 10:34:02.358977]Total energy: 31055993.972581808
[2022-04-08 10:35:04.526217]Total energy: 30970362.222804505
[2022-04-08 10:36:07.558492]Total energy: 30998257.13670076
[2022-04-08 10:37:11.295706]Total energy: 30894254.00562426
[2022-04-08 10:38:13.306078]Total energy: 30956979.91670478
[2022-04-08 10:39:19.879308]Total energy: 31047192.627022345
[2022-04-08 10:40:42.301655]Total energy: 31011376.5508535
[2022-04-08 10:41:53.028879]Total energy: 31016711.888369765
[2022-04-08 10:43:05.758122]Total energy: 31043859.05876344
[2022-04-08 10:44:08.769634]Total energy: 30996094.53159011
[2022-04-08 10:45:10.978717]Total energy: 31051438.765889216
[2022-04-08 10:46:13.317295]Total energy: 31057040.56052606
[2022-04-08 10:47:19.059902]Total energy: 30912196.584807675
[2022-04-08 10:48:22.351402]Total energy: 30946417.6467287
[2022-04-08 10:49:24.159093]Total energy: 30989555.373640276
[2022-04-08 10:50:52.060126]Total energy: 31023021.297682192
[2022-04-08 10:52:02.168415]Total energy: 31059691.91023275
[2022-04-08 10:53:12.770071]Total energy: 31043093.728247724
[2022-04-08 10:54:21.295579]Total energy: 30895334.685720067
[2022-04-08 10:55:33.107235]Total energy: 30953634.26931801
[2022-04-08 10:56:37.898448]Total energy: 30950404.05748376
[2022-04-08 10:57:39.862710]Total energy: 30932431.23482065
[2022-04-08 10:58:47.017515]Total energy: 31033054.312235266
[2022-04-08 10:59:48.933170]Total energy: 30951715.43221305
[2022-04-08 11:01:06.686198]Total energy: 30936594.324537627
[2022-04-08 11:02:46.097041]Total energy: 30970042.101275556
[2022-04-08 11:04:26.121898]Total energy: 30959385.00588217
[2022-04-08 11:05:42.253971]Total energy: 30946696.743019093
[2022-04-08 11:06:55.658057]Total energy: 31005730.08611716
[2022-04-08 11:07:57.486333]Total energy: 30928904.262094285
[2022-04-08 11:09:01.596854]Total energy: 30996008.41118524
[2022-04-08 11:10:06.090585]Total energy: 31023572.073608227
[2022-04-08 11:11:33.923864]Total energy: 31075007.821295027
[2022-04-08 11:12:56.977406]Total energy: 30899161.919194512
[2022-04-08 11:14:17.817948]Total energy: 31021177.199001014
[2022-04-08 11:15:25.810118]Total energy: 31081515.986378428
[2022-04-08 11:16:28.816894]Total energy: 30959467.559077173
[2022-04-08 11:17:31.017860]Total energy: 30997095.415773064
[2022-04-08 11:18:35.242447]Total energy: 30986529.88183371
[2022-04-08 11:19:39.145272]Total energy: 30981539.74259964
[2022-04-08 11:21:01.016679]Total energy: 30917634.587712664
[2022-04-08 11:22:20.746575]Total energy: 31028321.37929241
[2022-04-08 11:23:22.019661]Total energy: 30981900.683823083
[2022-04-08 11:24:24.094437]Total energy: 30983076.84190323
[2022-04-08 11:25:28.854027]Total energy: 30928764.840887535
[2022-04-08 11:26:31.454587]Total energy: 31076990.914590858
[2022-04-08 11:27:37.716741]Total energy: 31027889.601524457
[2022-04-08 11:28:43.425887]Total energy: 31049029.119237766
[2022-04-08 11:29:45.915575]Total energy: 31002900.15738685
[2022-04-08 11:31:18.077601]Total energy: 30968001.70513629
[2022-04-08 11:32:55.575248]Total energy: 31047217.2319522
[2022-04-08 11:34:18.450867]Total energy: 31079318.402530957
[2022-04-08 11:35:35.107561]Total energy: 30958993.73020147
[2022-04-08 11:36:51.292170]Total energy: 31003595.275284935
[2022-04-08 11:38:03.621880]Total energy: 30973928.533614673
[2022-04-08 11:39:04.636615]Total energy: 30952100.90931202
[2022-04-08 11:40:07.043024]Total energy: 30975871.667616617
[2022-04-08 11:41:10.053567]Total energy: 30953931.723790064
[2022-04-08 11:42:11.499786]Total energy: 30997001.523346163
[2022-04-08 11:43:16.353584]Total energy: 30985138.03528944
[2022-04-08 11:44:23.145728]Total energy: 30999417.533636734
[2022-04-08 11:45:30.417300]Total energy: 31023173.077906363
[2022-04-08 11:46:35.894706]Total energy: 30985518.439742986
[2022-04-08 11:47:37.325686]Total energy: 31036555.080637947
[2022-04-08 11:48:39.684350]Total energy: 30985090.802933965
[2022-04-08 11:49:42.386675]Total energy: 30995571.371526446
[2022-04-08 11:51:10.302283]Total energy: 31032327.36487408
[2022-04-08 11:52:31.303291]Total energy: 30962230.155039713
[2022-04-08 11:53:47.176936]Total energy: 30964634.02373319
[2022-04-08 11:55:01.739563]Total energy: 30960993.64536816
[2022-04-08 11:56:16.563303]Total energy: 30958533.687405847
[2022-04-08 11:57:23.642657]Total energy: 30972621.56987739
[2022-04-08 11:58:28.905916]Total energy: 30984047.619300794
[2022-04-08 11:59:29.625451]Total energy: 30987556.796750594
[2022-04-08 12:00:54.279878]Total energy: 31061456.05892934
[2022-04-08 12:02:10.993079]Total energy: 31001960.000465613
[2022-04-08 12:03:13.863499]Total energy: 30963261.01427324
[2022-04-08 12:04:17.588664]Total energy: 31015505.95891912
[2022-04-08 12:05:20.124565]Total energy: 30930481.321707387
[2022-04-08 12:06:25.951555]Total energy: 31019267.00249754
[2022-04-08 12:07:27.577695]Total energy: 31020831.63609102
[2022-04-08 12:08:29.793803]Total energy: 30955840.202238586
[2022-04-08 12:09:32.383615]Total energy: 30942633.619930938
[2022-04-08 12:10:36.923154]Total energy: 30993932.728745297
[2022-04-08 12:11:38.216415]Total energy: 31013374.397199243
[2022-04-08 12:12:39.933507]Total energy: 30987596.900235742
[2022-04-08 12:13:42.743566]Total energy: 31011199.615988012
[2022-04-08 12:14:45.994040]Total energy: 30948070.30234037
[2022-04-08 12:15:50.308118]Total energy: 30933085.569788307
[2022-04-08 12:16:51.374485]Total energy: 31042064.092775803
[2022-04-08 12:17:53.624826]Total energy: 30987461.877219412
[2022-04-08 12:18:58.117373]Total energy: 31052481.760198925
[2022-04-08 12:20:01.266254]Total energy: 31000175.307570387
[2022-04-08 12:21:12.975830]Total energy: 31060943.531879816
[2022-04-08 12:22:19.560329]Total energy: 31014684.22487027
[2022-04-08 12:23:24.360175]Total energy: 31065296.6401817
[2022-04-08 12:24:25.372602]Total energy: 31056047.114492964
[2022-04-08 12:25:27.367439]Total energy: 31018052.302596167
[2022-04-08 12:26:36.356720]Total energy: 31003561.8541008
[2022-04-08 12:27:40.378391]Total energy: 30924914.42200885
[2022-04-08 12:28:42.714579]Total energy: 30877062.66028089
[2022-04-08 12:29:45.070427]Total energy: 30975545.40897505
[2022-04-08 12:31:06.197775]Total energy: 30924345.982984085
[2022-04-08 12:32:21.199731]Total energy: 30869490.0695604
[2022-04-08 12:33:39.539250]Total energy: 30890913.391938437
[2022-04-08 12:35:02.008436]Total energy: 30931298.074293233
[2022-04-08 12:36:03.151660]Total energy: 30907925.6506618
[2022-04-08 12:37:10.293774]Total energy: 30873556.22452009
[2022-04-08 12:38:15.659178]Total energy: 30880473.795507554
[2022-04-08 12:39:20.685776]Total energy: 30813705.69838062
[2022-04-08 12:40:29.925252]Total energy: 30888929.816177823
[2022-04-08 12:41:46.571520]Total energy: 30940021.15876567
[2022-04-08 12:43:01.520136]Total energy: 30964134.493482515
[2022-04-08 12:44:19.798699]Total energy: 30904039.101815615
[2022-04-08 12:45:26.524795]Total energy: 30928565.757677916
[2022-04-08 12:46:32.289524]Total energy: 30952874.753851753
[2022-04-08 12:47:34.213938]Total energy: 30909475.303080328
[2022-04-08 12:48:36.412440]Total energy: 30901240.082491826
[2022-04-08 12:49:40.323394]Total energy: 30917921.712027654
[2022-04-08 12:51:02.769163]Total energy: 30898953.413395476
[2022-04-08 12:52:26.994599]Total energy: 30927226.518886235
[2022-04-08 12:53:48.367564]Total energy: 30915667.334329728
[2022-04-08 12:54:58.902365]Total energy: 30928144.984214563
[2022-04-08 12:56:01.065902]Total energy: 30860893.928921778
[2022-04-08 12:57:05.347142]Total energy: 30946853.495474055
[2022-04-08 12:58:08.468277]Total energy: 30960983.636335883
[2022-04-08 12:59:10.672739]Total energy: 30945714.442522377
[2022-04-08 13:00:14.396292]Total energy: 30942150.080753826
[2022-04-08 13:01:28.692796]Total energy: 30915943.715495445
[2022-04-08 13:02:51.656570]Total energy: 30963334.517209813
[2022-04-08 13:03:55.251528]Total energy: 30922621.21433897
[2022-04-08 13:04:59.305982]Total energy: 30916631.55129554
[2022-04-08 13:06:02.583662]Total energy: 30907380.14635592
[2022-04-08 13:07:05.977001]Total energy: 30916516.18714826
[2022-04-08 13:08:08.444680]Total energy: 30954785.94743442
[2022-04-08 13:09:12.156333]Total energy: 30955035.683015388
[2022-04-08 13:10:17.811365]Total energy: 30962851.372349855
[2022-04-08 13:11:32.862157]Total energy: 30894715.211682934
[2022-04-08 13:12:40.679148]Total energy: 30947480.289879724
[2022-04-08 13:13:42.832458]Total energy: 30932241.598059293
[2022-04-08 13:14:55.181463]Total energy: 30935493.890159152
[2022-04-08 13:15:57.592282]Total energy: 30954081.20166646
[2022-04-08 13:17:00.752092]Total energy: 31007253.84210646
[2022-04-08 13:18:10.303118]Total energy: 30899426.796969384
[2022-04-08 13:19:11.800441]Total energy: 30905259.862480275
[2022-04-08 13:20:16.170514]Total energy: 30913983.865488116
[2022-04-08 13:21:34.678045]Total energy: 30921462.74207938
[2022-04-08 13:22:38.571674]Total energy: 30778832.763117336
[2022-04-08 13:23:40.790176]Total energy: 30940231.287584383
[2022-04-08 13:24:44.480086]Total energy: 30914430.050676126
[2022-04-08 13:25:49.634923]Total energy: 30896771.23476348
[2022-04-08 13:26:51.552028]Total energy: 30860014.327189226
[2022-04-08 13:27:56.940417]Total energy: 30917635.186997037
[2022-04-08 13:28:58.892921]Total energy: 30888151.78281107
[2022-04-08 13:30:05.250283]Total energy: 30903339.754197
[2022-04-08 13:31:35.364405]Total energy: 30967901.63226594
[2022-04-08 13:32:41.781524]Total energy: 30873957.27740782
[2022-04-08 13:33:45.755416]Total energy: 30953667.223612238
[2022-04-08 13:34:49.300076]Total energy: 30905759.240110427
[2022-04-08 13:35:53.248940]Total energy: 30909569.098260455
[2022-04-08 13:36:56.496035]Total energy: 30975580.61922891
[2022-04-08 13:38:00.454582]Total energy: 30931227.37241457
[2022-04-08 13:39:02.588833]Total energy: 30861663.88796901
[2022-04-08 13:40:06.053238]Total energy: 31013129.070877567
[2022-04-08 13:41:23.671940]Total energy: 30920907.46036012
[2022-04-08 13:42:39.394790]Total energy: 30932818.196241956
[2022-04-08 13:43:50.730133]Total energy: 30878567.72590235
[2022-04-08 13:44:52.163253]Total energy: 30931557.038700547
[2022-04-08 13:45:57.125884]Total energy: 30997942.885131385
[2022-04-08 13:46:58.867668]Total energy: 30934438.536041975
[2022-04-08 13:48:01.229384]Total energy: 30883614.55512522
[2022-04-08 13:49:03.639603]Total energy: 30930246.542318214
[2022-04-08 13:50:04.952812]Total energy: 30922492.242085453
[2022-04-08 13:51:15.258186]Total energy: 30907131.49432364
[2022-04-08 13:52:30.276253]Total energy: 30926499.81166615
[2022-04-08 13:53:47.938313]Total energy: 30890596.505105235
[2022-04-08 13:54:57.152445]Total energy: 30915228.393899057
[2022-04-08 13:55:59.722195]Total energy: 30934238.286988866
[2022-04-08 13:57:04.513270]Total energy: 30917143.151447777
[2022-04-08 13:58:06.023050]Total energy: 30894154.133846458
[2022-04-08 13:59:09.592824]Total energy: 30971050.12677517
[2022-04-08 14:00:14.521932]Total energy: 30830424.37312193
[2022-04-08 14:01:16.461304]Total energy: 30930848.001211617
[2022-04-08 14:02:19.488146]Total energy: 30876855.343906496
[2022-04-08 14:03:25.102570]Total energy: 30880865.423919592
[2022-04-08 14:04:34.182010]Total energy: 30833957.921602715
[2022-04-08 14:05:35.930837]Total energy: 30847920.61734148
[2022-04-08 14:06:37.006543]Total energy: 30929860.71305673
[2022-04-08 14:07:42.499310]Total energy: 30856516.831404928
[2022-04-08 14:08:46.716659]Total energy: 30817876.546952423
[2022-04-08 14:09:50.036464]Total energy: 30922972.759771075
[2022-04-08 14:11:01.087175]Total energy: 30837217.056954287
[2022-04-08 14:12:08.435325]Total energy: 30877265.794610452
[2022-04-08 14:13:12.431523]Total energy: 30896457.747247256
[2022-04-08 14:14:12.890872]Total energy: 30966733.712977875
[2022-04-08 14:15:15.019330]Total energy: 30964060.219261374
[2022-04-08 14:16:19.723079]Total energy: 30912757.69031703
[2022-04-08 14:17:21.134038]Total energy: 30956813.682296567
[2022-04-08 14:18:23.110550]Total energy: 30941625.003806714
[2022-04-08 14:19:26.087697]Total energy: 30842434.415392056
[2022-04-08 14:20:36.399986]Total energy: 30888143.134921078
[2022-04-08 14:21:47.343998]Total energy: 30828463.155596565
[2022-04-08 14:22:49.663803]Total energy: 30869631.334937423
[2022-04-08 14:23:54.398340]Total energy: 30919907.08832136
[2022-04-08 14:24:54.703797]Total energy: 30861057.032669056
[2022-04-08 14:25:56.572438]Total energy: 30854396.222276818
[2022-04-08 14:26:58.563990]Total energy: 30864147.049532034
[2022-04-08 14:28:00.597767]Total energy: 30806186.133526076
[2022-04-08 14:29:07.883668]Total energy: 30797741.611918762
[2022-04-08 14:30:11.737666]Total energy: 30858487.98882663
[2022-04-08 14:31:23.509676]Total energy: 30871171.823990628
[2022-04-08 14:32:29.182664]Total energy: 30925432.599831674
[2022-04-08 14:33:31.533120]Total energy: 30853845.8471627
[2022-04-08 14:34:32.982909]Total energy: 30909417.505701303
[2022-04-08 14:35:35.551758]Total energy: 30930599.897599254
[2022-04-08 14:36:39.799475]Total energy: 30866383.38641641
[2022-04-08 14:37:42.453985]Total energy: 30811745.245850712
[2022-04-08 14:38:44.012693]Total energy: 30848335.53286795
[2022-04-08 14:39:46.838547]Total energy: 30861652.39719091
[2022-04-08 14:40:57.688982]Total energy: 30877495.100163113
[2022-04-08 14:42:03.531204]Total energy: 30880660.180185784
[2022-04-08 14:43:05.418518]Total energy: 30931198.58485734
[2022-04-08 14:44:08.576414]Total energy: 30869278.568229597
[2022-04-08 14:45:14.529433]Total energy: 30863090.14938697
[2022-04-08 14:46:16.414744]Total energy: 30811765.106340572
[2022-04-08 14:47:18.594019]Total energy: 30875854.484558947
[2022-04-08 14:48:23.166269]Total energy: 30853007.484077282
[2022-04-08 14:49:23.257292]Total energy: 30861173.650098547
[2022-04-08 14:50:33.261676]Total energy: 30901503.989798676
[2022-04-08 14:51:45.062527]Total energy: 30850992.745297197
[2022-04-08 14:52:52.278840]Total energy: 30818814.514401615
[2022-04-08 14:53:57.122861]Total energy: 30892957.847642057
[2022-04-08 14:54:58.484318]Total energy: 30866259.8253177
[2022-04-08 14:56:04.116910]Total energy: 30817245.726229105
[2022-04-08 14:57:04.443911]Total energy: 30809262.44744961
[2022-04-08 14:58:06.285445]Total energy: 30885275.1142167
[2022-04-08 14:59:08.003729]Total energy: 30806960.79190852
[2022-04-08 15:00:10.445749]Total energy: 30859667.053710166
[2022-04-08 15:01:15.347647]Total energy: 30807892.39211232
[2022-04-08 15:02:20.386444]Total energy: 30826189.75844958
[2022-04-08 15:03:23.209055]Total energy: 30831648.76978736
[2022-04-08 15:04:28.365019]Total energy: 30827147.535246514
[2022-04-08 15:05:29.606787]Total energy: 30841714.76143945
[2022-04-08 15:06:31.682814]Total energy: 30892675.986933537
[2022-04-08 15:07:33.546414]Total energy: 30863456.446359828
[2022-04-08 15:08:36.415556]Total energy: 30837879.229828574
[2022-04-08 15:09:39.758357]Total energy: 30807187.69652355
[2022-04-08 15:10:42.438494]Total energy: 30856684.800846893
[2022-04-08 15:11:45.216105]Total energy: 30907429.353744876
[2022-04-08 15:12:49.616619]Total energy: 30862094.626284927
[2022-04-08 15:13:50.607179]Total energy: 30868211.84709157
[2022-04-08 15:14:54.055665]Total energy: 30826815.556039724
[2022-04-08 15:16:46.428894]Total energy: 30835574.5110218
[2022-04-08 15:17:52.030867]Total energy: 30930213.503577415
[2022-04-08 15:18:52.652304]Total energy: 30793497.71518291
[2022-04-08 15:19:56.860297]Total energy: 30853874.97147637
[2022-04-08 15:21:15.807128]Total energy: 30865668.764799174
[2022-04-08 15:24:50.510810]Total energy: 30821787.125774704
[2022-04-08 15:25:56.018791]Total energy: 30850246.562694527
[2022-04-08 15:26:58.045910]Total energy: 30839716.665701643
[2022-04-08 15:28:02.994715]Total energy: 30861413.84742716
[2022-04-08 15:29:05.113473]Total energy: 30971646.814909045
[2022-04-08 15:30:06.667098]Total energy: 30845997.27377399
[2022-04-08 15:31:11.963729]Total energy: 30897059.77505168
[2022-04-08 15:32:14.289612]Total energy: 30866470.724531986
[2022-04-08 15:33:22.549552]Total energy: 30923164.480954308
[2022-04-08 15:34:32.939711]Total energy: 30906671.843163848
[2022-04-08 15:35:35.583471]Total energy: 30789918.03128536
[2022-04-08 15:36:39.846615]Total energy: 30884370.251383364
[2022-04-08 15:37:44.909680]Total energy: 30900020.452043694
[2022-04-08 15:38:47.510752]Total energy: 30843426.587174557
[2022-04-08 15:39:49.146190]Total energy: 30814981.593492266
[2022-04-08 15:40:56.902194]Total energy: 30891812.64341352
[2022-04-08 15:42:10.064663]Total energy: 30858523.712401833
[2022-04-08 15:43:11.182192]Total energy: 30828883.456319902
[2022-04-08 15:44:14.506136]Total energy: 30840968.524696205
[2022-04-08 15:45:18.906916]Total energy: 30924219.38239978
[2022-04-08 15:46:20.455405]Total energy: 30927699.642810572
[2022-04-08 15:47:24.464593]Total energy: 30924297.087539624
[2022-04-08 15:48:27.781019]Total energy: 30839691.129591353
[2022-04-08 15:49:32.233558]Total energy: 30880101.144635234
[2022-04-08 15:50:42.752635]Total energy: 30921451.99188215
[2022-04-08 15:51:45.419626]Total energy: 30885874.414548922
[2022-04-08 15:52:50.023089]Total energy: 30836502.88098559
[2022-04-08 15:53:51.947868]Total energy: 30798644.928572576
[2022-04-08 15:54:54.536587]Total energy: 30834851.01225098
[2022-04-08 15:55:58.003426]Total energy: 30835729.014901794
[2022-04-08 15:57:02.762928]Total energy: 30882755.673263244
[2022-04-08 15:58:08.596672]Total energy: 30948032.880744006
[2022-04-08 15:59:09.684276]Total energy: 30838971.73411798
[2022-04-08 16:00:15.428588]Total energy: 30864009.559519492
[2022-04-08 16:01:20.668628]Total energy: 30877950.617287867
[2022-04-08 16:02:21.742458]Total energy: 30881291.813795123
[2022-04-08 16:03:26.591501]Total energy: 30837668.96555846
[2022-04-08 16:04:30.661571]Total energy: 30846938.522322703
[2022-04-08 16:05:33.312444]Total energy: 30873378.02178518
[2022-04-08 16:06:39.084990]Total energy: 30816618.507337913
[2022-04-08 16:07:39.472145]Total energy: 30914131.575200167
[2022-04-08 16:08:42.169662]Total energy: 30784072.968606547
[2022-04-08 16:09:46.486547]Total energy: 30832167.82775846
[2022-04-08 16:10:47.986293]Total energy: 30785957.758604694
[2022-04-08 16:11:51.960875]Total energy: 30841730.91390862
[2022-04-08 16:12:54.153562]Total energy: 30802330.84418279
[2022-04-08 16:13:56.467394]Total energy: 30784047.09128511
[2022-04-08 16:15:00.991871]Total energy: 30765503.110734127
[2022-04-08 16:16:02.234199]Total energy: 30809904.764962643
[2022-04-08 16:17:06.108905]Total energy: 30813164.400435332
[2022-04-08 16:18:10.318882]Total energy: 30825215.119207427
[2022-04-08 16:19:12.458354]Total energy: 30812206.822430037
[2022-04-08 16:20:17.296595]Total energy: 30846035.68927067
[2022-04-08 16:21:26.575758]Total energy: 30790832.06731184
[2022-04-08 16:22:32.843022]Total energy: 30841998.51052798
[2022-04-08 16:23:47.249348]Total energy: 30881518.277953893
[2022-04-08 16:24:52.813996]Total energy: 30812406.31104464
[2022-04-08 16:25:56.550612]Total energy: 30795526.421926368
[2022-04-08 16:26:58.860735]Total energy: 30787008.683513127
[2022-04-08 16:28:00.711682]Total energy: 30781066.238009073
[2022-04-08 16:29:02.128307]Total energy: 30774187.421228353
[2022-04-08 16:30:06.767510]Total energy: 30819811.364274718
[2022-04-08 16:31:18.470554]Total energy: 30828482.284067456
[2022-04-08 16:32:22.709106]Total energy: 30836411.79714758
[2022-04-08 16:33:25.989129]Total energy: 30798136.625892375
[2022-04-08 16:34:30.672827]Total energy: 30772040.628075294
[2022-04-08 16:35:32.729715]Total energy: 30830399.61429622
[2022-04-08 16:36:36.420677]Total energy: 30801785.5011586
