initial: 116 - optimal_only_seed
[2022-04-08 20:52:45.659553]Total energy: 98584589.34873742
[2022-04-08 20:53:59.587946]Total energy: 98739095.0580349
[2022-04-08 20:55:12.706333]Total energy: 98599584.87485531
[2022-04-08 20:56:26.796884]Total energy: 98808364.03898194
[2022-04-08 20:57:40.959054]Total energy: 98777374.62779424
[2022-04-08 20:58:54.117170]Total energy: 98654584.2539185
[2022-04-08 21:00:08.092824]Total energy: 98757780.31330375
[2022-04-08 21:01:28.759677]Total energy: 98727958.2405053
[2022-04-08 21:02:43.178845]Total energy: 98871896.03930365
[2022-04-08 21:03:57.589230]Total energy: 98766799.3781036
[2022-04-08 21:05:10.720775]Total energy: 98703329.29774453
[2022-04-08 21:06:24.287460]Total energy: 98694232.32507588
[2022-04-08 21:07:38.543607]Total energy: 98794267.56450015
[2022-04-08 21:08:52.737508]Total energy: 98774370.57605124
[2022-04-08 21:10:07.224056]Total energy: 98658288.91659549
[2022-04-08 21:11:29.490437]Total energy: 98638612.44829023
[2022-04-08 21:12:45.490604]Total energy: 98782330.88185054
[2022-04-08 21:13:59.857589]Total energy: 98716344.64972879
[2022-04-08 21:15:13.733985]Total energy: 98759710.39773612
[2022-04-08 21:16:27.840503]Total energy: 98815373.88404436
[2022-04-08 21:17:41.629595]Total energy: 98669382.09658553
[2022-04-08 21:18:55.713022]Total energy: 98675410.84123212
[2022-04-08 21:20:09.481828]Total energy: 98682294.85878731
[2022-04-08 21:21:23.695484]Total energy: 98844566.7129998
[2022-04-08 21:22:39.035049]Total energy: 98745892.0004145
[2022-04-08 21:23:53.426888]Total energy: 98728455.02037343
[2022-04-08 21:25:13.524123]Total energy: 98702915.35772525
[2022-04-08 21:26:27.415550]Total energy: 98818222.20625925
[2022-04-08 21:27:41.617568]Total energy: 98762459.8080918
[2022-04-08 21:28:55.977625]Total energy: 98876022.23995778
[2022-04-08 21:30:09.780359]Total energy: 98655751.78619967
[2022-04-08 21:31:31.149225]Total energy: 98778866.29210325
[2022-04-08 21:32:55.454237]Total energy: 98714061.16114354
[2022-04-08 21:34:09.247683]Total energy: 98741525.43143551
[2022-04-08 21:35:24.638312]Total energy: 98646857.70814827
[2022-04-08 21:36:39.665149]Total energy: 98727451.66501573
[2022-04-08 21:37:53.682108]Total energy: 98769376.85649146
[2022-04-08 21:39:09.104710]Total energy: 98742198.86193773
[2022-04-08 21:40:27.268426]Total energy: 98803087.34279822
[2022-04-08 21:41:43.771709]Total energy: 98662914.22967131
[2022-04-08 21:42:57.699690]Total energy: 98731686.71680708
[2022-04-08 21:44:12.208249]Total energy: 98797674.13238172
[2022-04-08 21:45:27.587057]Total energy: 98776102.39361961
[2022-04-08 21:46:41.835383]Total energy: 98721264.36199187
[2022-04-08 21:47:55.788800]Total energy: 98754176.94723317
[2022-04-08 21:49:09.611427]Total energy: 98751165.80414574
[2022-04-08 21:50:42.608270]Total energy: 98774803.97636011
[2022-04-08 21:52:07.547035]Total energy: 98761002.07879426
[2022-04-08 21:53:23.531795]Total energy: 98773073.92410871
[2022-04-08 21:54:37.311962]Total energy: 98780576.49414343
[2022-04-08 21:55:51.782368]Total energy: 98872653.64425358
[2022-04-08 21:57:06.672420]Total energy: 98743817.13998881
[2022-04-08 21:58:21.773892]Total energy: 98800002.52892442
[2022-04-08 21:59:36.194053]Total energy: 98737225.56571251
[2022-04-08 22:01:08.865342]Total energy: 98819552.74897073
[2022-04-08 22:02:33.234810]Total energy: 98755995.41673869
[2022-04-08 22:03:57.972972]Total energy: 98753190.46415909
[2022-04-08 22:05:14.221166]Total energy: 98675412.93507625
[2022-04-08 22:06:29.615747]Total energy: 98714794.01006883
[2022-04-08 22:07:43.664424]Total energy: 98725566.00828977
[2022-04-08 22:08:57.914074]Total energy: 98712895.74186473
[2022-04-08 22:10:12.158882]Total energy: 98865949.17004605
[2022-04-08 22:11:34.880667]Total energy: 98801838.80251163
[2022-04-08 22:12:48.973323]Total energy: 98760445.88385855
[2022-04-08 22:14:02.261124]Total energy: 98744215.54275164
[2022-04-08 22:15:16.084121]Total energy: 98645677.24542227
[2022-04-08 22:16:30.951812]Total energy: 98691545.23376782
[2022-04-08 22:17:45.050778]Total energy: 98771956.22049259
[2022-04-08 22:18:58.709586]Total energy: 98694166.25664787
[2022-04-08 22:20:13.033526]Total energy: 98661133.20396075
[2022-04-08 22:21:26.355182]Total energy: 98782288.85715047
[2022-04-08 22:22:41.681203]Total energy: 98743625.9740758
[2022-04-08 22:23:55.561117]Total energy: 98883488.50681926
[2022-04-08 22:25:10.703996]Total energy: 98656801.45244278
[2022-04-08 22:26:26.226323]Total energy: 98772374.47026467
[2022-04-08 22:27:40.307092]Total energy: 98796628.19529352
[2022-04-08 22:28:54.835259]Total energy: 98797360.08388194
[2022-04-08 22:30:08.452303]Total energy: 98779775.7973481
[2022-04-08 22:31:29.712414]Total energy: 98708134.81979476
[2022-04-08 22:32:58.767899]Total energy: 98740597.06478679
[2022-04-08 22:34:23.890197]Total energy: 98751754.63756168
[2022-04-08 22:35:54.494287]Total energy: 98732444.22154386
[2022-04-08 22:37:16.122813]Total energy: 98761960.8488527
[2022-04-08 22:38:30.684306]Total energy: 98775676.88441621
[2022-04-08 22:39:44.559050]Total energy: 98803206.3733221
[2022-04-08 22:41:04.608070]Total energy: 98792710.81744555
[2022-04-08 22:42:27.706043]Total energy: 98809906.36615734
[2022-04-08 22:43:41.303066]Total energy: 98850426.03015514
[2022-04-08 22:44:56.033582]Total energy: 98775779.09138714
[2022-04-08 22:46:10.663850]Total energy: 98766738.14830318
[2022-04-08 22:47:24.257508]Total energy: 98643851.95680487
[2022-04-08 22:48:38.527265]Total energy: 98778075.54706
[2022-04-08 22:49:52.781650]Total energy: 98755032.93264341
[2022-04-08 22:51:13.842203]Total energy: 98612273.27096088
[2022-04-08 22:52:30.519752]Total energy: 98732861.9365547
[2022-04-08 22:53:43.859248]Total energy: 98587006.77409951
[2022-04-08 22:54:57.602034]Total energy: 98743720.1482997
[2022-04-08 22:56:11.591381]Total energy: 98770914.2766097
[2022-04-08 22:57:25.938521]Total energy: 98806584.70676288
[2022-04-08 22:58:40.300237]Total energy: 98777505.27666187
[2022-04-08 22:59:53.729297]Total energy: 98802866.63329145
[2022-04-08 23:01:20.606064]Total energy: 98823602.8506288
[2022-04-08 23:02:36.323027]Total energy: 98770454.80512209
[2022-04-08 23:03:49.836483]Total energy: 98804574.16044879
[2022-04-08 23:05:03.000050]Total energy: 98821533.18998967
[2022-04-08 23:06:16.964774]Total energy: 98719881.2971664
[2022-04-08 23:07:30.664729]Total energy: 98723497.77901219
[2022-04-08 23:08:44.170398]Total energy: 98738610.29062045
[2022-04-08 23:09:57.552999]Total energy: 98759544.99116346
[2022-04-08 23:11:20.222498]Total energy: 98861937.29638316
[2022-04-08 23:12:47.834493]Total energy: 98717223.2233066
[2022-04-08 23:14:04.216542]Total energy: 98684704.24470991
[2022-04-08 23:15:17.107020]Total energy: 98739612.14072877
[2022-04-08 23:16:30.504516]Total energy: 98809732.79004732
[2022-04-08 23:17:44.537026]Total energy: 98725575.57058656
[2022-04-08 23:18:57.748485]Total energy: 98743193.7636586
[2022-04-08 23:20:10.842281]Total energy: 98742054.88956188
[2022-04-08 23:21:31.121555]Total energy: 98786776.00019109
[2022-04-08 23:22:44.837700]Total energy: 98769041.1957252
[2022-04-08 23:23:58.254439]Total energy: 98628068.12116343
[2022-04-08 23:25:12.594683]Total energy: 98795124.62191539
[2022-04-08 23:26:26.120416]Total energy: 98748062.20413755
[2022-04-08 23:27:41.247214]Total energy: 98672535.93752545
[2022-04-08 23:28:55.038423]Total energy: 98728752.51132786
[2022-04-08 23:30:10.268722]Total energy: 98716098.52324176
[2022-04-08 23:31:34.324044]Total energy: 98767512.08158842
[2022-04-08 23:32:55.152924]Total energy: 98770904.52179724
[2022-04-08 23:34:10.523081]Total energy: 98744178.62066063
[2022-04-08 23:35:24.266709]Total energy: 98772052.54942198
[2022-04-08 23:36:37.302356]Total energy: 98716783.3351532
[2022-04-08 23:37:51.053385]Total energy: 98768239.40370834
[2022-04-08 23:39:04.712424]Total energy: 98809105.53708823
[2022-04-08 23:40:18.665964]Total energy: 98645425.18333037
[2022-04-08 23:41:40.416867]Total energy: 98768831.94269274
[2022-04-08 23:43:04.079178]Total energy: 98684513.06207572
[2022-04-08 23:44:19.355037]Total energy: 98745867.18885632
[2022-04-08 23:45:33.925427]Total energy: 98787242.91249035
[2022-04-08 23:46:48.177797]Total energy: 98615414.31832728
[2022-04-08 23:48:02.747311]Total energy: 98784071.49927081
[2022-04-08 23:49:16.497993]Total energy: 98746601.20236364
[2022-04-08 23:50:41.803094]Total energy: 98774796.34099847
[2022-04-08 23:52:09.592793]Total energy: 98786878.02097295
[2022-04-08 23:53:27.136554]Total energy: 98781087.75784451
[2022-04-08 23:54:40.245157]Total energy: 98780733.37101816
[2022-04-08 23:55:54.233811]Total energy: 98670422.57662797
[2022-04-08 23:57:07.830415]Total energy: 98785245.80581734
[2022-04-08 23:58:21.657242]Total energy: 98697313.47124492
[2022-04-08 23:59:40.011640]Total energy: 98726693.80320236
[2022-04-09 00:00:58.572450]Total energy: 98707927.87387271
[2022-04-09 00:02:15.649605]Total energy: 98756005.51214303
[2022-04-09 00:03:31.154120]Total energy: 98676910.7725801
[2022-04-09 00:04:44.207973]Total energy: 98703938.97502185
[2022-04-09 00:05:58.344805]Total energy: 98681722.18880731
[2022-04-09 00:07:12.306788]Total energy: 98798474.64061807
[2022-04-09 00:08:26.005844]Total energy: 98756024.41403906
[2022-04-09 00:09:39.923044]Total energy: 98683399.96625324
[2022-04-09 00:11:19.677421]Total energy: 98847905.97129755
[2022-04-09 00:12:48.844433]Total energy: 98663143.5401701
[2022-04-09 00:14:08.352527]Total energy: 98792685.36502999
[2022-04-09 00:15:23.129296]Total energy: 98709255.03158294
[2022-04-09 00:16:37.579960]Total energy: 98684177.64486502
[2022-04-09 00:17:51.780405]Total energy: 98756466.49970205
[2022-04-09 00:19:05.413598]Total energy: 98717084.0237395
[2022-04-09 00:20:18.705530]Total energy: 98750481.72714072
[2022-04-09 00:21:34.008339]Total energy: 98657725.75534712
[2022-04-09 00:22:48.024384]Total energy: 98712053.93137378
[2022-04-09 00:24:02.678172]Total energy: 98709976.68854965
[2022-04-09 00:25:18.409019]Total energy: 98710430.35939007
[2022-04-09 00:26:33.079648]Total energy: 98761616.29908451
[2022-04-09 00:27:46.489419]Total energy: 98707823.60574634
[2022-04-09 00:29:01.154187]Total energy: 98612147.76419371
[2022-04-09 00:30:15.557679]Total energy: 98662554.85160382
[2022-04-09 00:31:37.936668]Total energy: 98734196.91189604
[2022-04-09 00:33:02.920983]Total energy: 98730463.09661628
[2022-04-09 00:34:21.339372]Total energy: 98764532.907927
[2022-04-09 00:35:35.954679]Total energy: 98758606.27646606
[2022-04-09 00:36:51.549455]Total energy: 98746441.78450863
[2022-04-09 00:38:05.167138]Total energy: 98856727.64484333
[2022-04-09 00:39:21.624395]Total energy: 98753115.76901183
[2022-04-09 00:40:40.978860]Total energy: 98665226.35663204
[2022-04-09 00:42:03.760001]Total energy: 98645320.09746926
[2022-04-09 00:43:27.127602]Total energy: 98738846.55612585
[2022-04-09 00:44:40.440107]Total energy: 98751450.39012334
[2022-04-09 00:45:54.798809]Total energy: 98739562.63659821
[2022-04-09 00:47:10.508474]Total energy: 98629267.02037536
[2022-04-09 00:48:25.728035]Total energy: 98771200.48685624
[2022-04-09 00:49:39.859475]Total energy: 98740406.67873414
[2022-04-09 00:51:11.810913]Total energy: 98753325.14837359
[2022-04-09 00:52:31.432031]Total energy: 98791320.21996537
[2022-04-09 00:53:43.994759]Total energy: 98684459.7117961
[2022-04-09 00:54:58.763628]Total energy: 98654363.12399358
[2022-04-09 00:56:12.635337]Total energy: 98760682.40723518
[2022-04-09 00:57:27.766638]Total energy: 98769700.94867922
[2022-04-09 00:58:41.573050]Total energy: 98704747.64641504
[2022-04-09 00:59:56.093042]Total energy: 98664903.32002373
[2022-04-09 01:01:12.980192]Total energy: 98697567.2324687
[2022-04-09 01:02:29.260383]Total energy: 98690559.13633639
[2022-04-09 01:03:43.253166]Total energy: 98723498.84597187
[2022-04-09 01:04:57.891541]Total energy: 98635608.4364502
[2022-04-09 01:06:12.424219]Total energy: 98750345.51150446
[2022-04-09 01:07:26.624950]Total energy: 98734067.63446882
[2022-04-09 01:08:41.313524]Total energy: 98767541.02612318
[2022-04-09 01:09:55.526664]Total energy: 98789519.52169116
[2022-04-09 01:11:09.796969]Total energy: 98802021.2729431
[2022-04-09 01:12:23.250845]Total energy: 98749956.41261518
[2022-04-09 01:13:39.207831]Total energy: 98641254.1328833
[2022-04-09 01:14:54.129236]Total energy: 98753210.21624452
[2022-04-09 01:16:08.742223]Total energy: 98693153.3994686
[2022-04-09 01:17:22.994589]Total energy: 98639205.57945377
[2022-04-09 01:18:37.855694]Total energy: 98649240.23938163
[2022-04-09 01:19:53.606671]Total energy: 98681819.0387569
[2022-04-09 01:21:17.604301]Total energy: 98767275.12438051
[2022-04-09 01:22:34.381935]Total energy: 98767743.6868588
[2022-04-09 01:23:48.429599]Total energy: 98818185.73270875
[2022-04-09 01:25:04.024836]Total energy: 98659304.4262499
[2022-04-09 01:26:18.125862]Total energy: 98703524.4731069
[2022-04-09 01:27:33.502019]Total energy: 98655189.5793181
[2022-04-09 01:28:48.485212]Total energy: 98764200.18316323
[2022-04-09 01:30:05.379234]Total energy: 98726694.40537292
[2022-04-09 01:31:26.429269]Total energy: 98699880.9471953
[2022-04-09 01:32:58.144889]Total energy: 98762213.95022844
[2022-04-09 01:34:17.584924]Total energy: 98725132.9270896
[2022-04-09 01:35:31.193304]Total energy: 98780767.96156417
[2022-04-09 01:36:46.541248]Total energy: 98747435.73589149
[2022-04-09 01:38:00.319722]Total energy: 98799020.39424197
[2022-04-09 01:39:15.144522]Total energy: 98723506.65546903
[2022-04-09 01:40:47.353377]Total energy: 98715676.49374256
[2022-04-09 01:42:31.708512]Total energy: 98783000.99724635
[2022-04-09 01:43:53.974040]Total energy: 98739210.731507
[2022-04-09 01:45:08.128001]Total energy: 98778707.62123007
[2022-04-09 01:46:23.962242]Total energy: 98804310.7250497
[2022-04-09 01:47:37.175371]Total energy: 98749640.9132145
[2022-04-09 01:48:51.972713]Total energy: 98739522.15855242
[2022-04-09 01:50:06.622890]Total energy: 98692261.63797249
[2022-04-09 01:51:19.938038]Total energy: 98671384.99693452
[2022-04-09 01:52:34.234015]Total energy: 98710635.06339791
[2022-04-09 01:53:48.160424]Total energy: 98713692.92773445
[2022-04-09 01:55:02.588330]Total energy: 98701662.41914213
[2022-04-09 01:56:16.470113]Total energy: 98739226.44851555
[2022-04-09 01:57:30.961800]Total energy: 98808509.46655652
[2022-04-09 01:58:45.117317]Total energy: 98779613.10695101
[2022-04-09 01:59:58.970305]Total energy: 98761865.78285913
[2022-04-09 02:01:20.643553]Total energy: 98735597.95429632
[2022-04-09 02:02:42.835899]Total energy: 98747714.59049891
[2022-04-09 02:03:58.983174]Total energy: 98796571.48964322
[2022-04-09 02:05:12.453213]Total energy: 98823340.15475485
[2022-04-09 02:06:27.533338]Total energy: 98766137.51991834
[2022-04-09 02:07:42.673908]Total energy: 98736976.55101775
[2022-04-09 02:08:57.691543]Total energy: 98746475.51280731
[2022-04-09 02:10:10.910623]Total energy: 98653346.06022233
[2022-04-09 02:11:32.777783]Total energy: 98798291.64363518
[2022-04-09 02:12:49.938713]Total energy: 98715038.07790118
[2022-04-09 02:14:03.391995]Total energy: 98661975.68634315
[2022-04-09 02:15:17.752848]Total energy: 98820117.25082071
[2022-04-09 02:16:30.871402]Total energy: 98636454.57104662
[2022-04-09 02:17:46.954399]Total energy: 98742852.77416894
[2022-04-09 02:19:02.054534]Total energy: 98724145.7999733
[2022-04-09 02:20:15.390932]Total energy: 98749590.87352538
[2022-04-09 02:21:37.032858]Total energy: 98728699.22818236
[2022-04-09 02:22:54.102387]Total energy: 98650192.76662715
[2022-04-09 02:24:08.099608]Total energy: 98667054.3873795
[2022-04-09 02:25:22.701607]Total energy: 98714442.06548996
[2022-04-09 02:26:36.299955]Total energy: 98696414.68945709
[2022-04-09 02:27:50.331795]Total energy: 98732847.69100848
[2022-04-09 02:29:04.420206]Total energy: 98666310.41775905
[2022-04-09 02:30:18.357550]Total energy: 98651353.30207993
[2022-04-09 02:31:38.915959]Total energy: 98747549.69476059
[2022-04-09 02:33:00.288514]Total energy: 98792115.44171332
[2022-04-09 02:34:17.583864]Total energy: 98682433.94805098
[2022-04-09 02:35:33.361239]Total energy: 98740523.50819716
[2022-04-09 02:36:47.858400]Total energy: 98728653.85107316
[2022-04-09 02:38:01.426040]Total energy: 98656356.32782894
[2022-04-09 02:39:15.057728]Total energy: 98710206.27413447
[2022-04-09 02:40:50.862120]Total energy: 98678053.90245
[2022-04-09 02:42:14.839250]Total energy: 98741291.72035319
[2022-04-09 02:43:29.431499]Total energy: 98780012.59698866
[2022-04-09 02:44:42.683605]Total energy: 98708840.07504806
[2022-04-09 02:45:56.541018]Total energy: 98722321.53684631
[2022-04-09 02:47:11.137971]Total energy: 98753239.00984761
[2022-04-09 02:48:25.118186]Total energy: 98758021.86890844
[2022-04-09 02:49:39.136338]Total energy: 98743660.11596464
[2022-04-09 02:51:15.215735]Total energy: 98723140.67394786
[2022-04-09 02:52:32.287626]Total energy: 98730282.11136958
[2022-04-09 02:53:45.910512]Total energy: 98755074.54309405
[2022-04-09 02:55:00.367852]Total energy: 98755702.49888949
[2022-04-09 02:56:14.403110]Total energy: 98790507.24499688
[2022-04-09 02:57:29.053508]Total energy: 98806998.50505379
[2022-04-09 02:58:44.037844]Total energy: 98722496.23447287
[2022-04-09 03:00:00.892474]Total energy: 98728223.03692898
[2022-04-09 03:01:34.671238]Total energy: 98784600.6555678
[2022-04-09 03:02:50.885952]Total energy: 98735288.15451312
[2022-04-09 03:04:05.227512]Total energy: 98655516.08717324
[2022-04-09 03:05:20.913464]Total energy: 98713344.99467465
[2022-04-09 03:06:35.547856]Total energy: 98665288.38560207
[2022-04-09 03:07:50.942073]Total energy: 98738395.14034007
[2022-04-09 03:09:05.681596]Total energy: 98734484.89458679
[2022-04-09 03:10:20.614303]Total energy: 98712154.73546217
[2022-04-09 03:11:42.502538]Total energy: 98823127.5779975
[2022-04-09 03:12:57.166244]Total energy: 98707803.02431603
[2022-04-09 03:14:10.723353]Total energy: 98733618.30069491
[2022-04-09 03:15:24.127171]Total energy: 98722200.94015312
[2022-04-09 03:16:38.099691]Total energy: 98724633.09614138
[2022-04-09 03:17:52.170699]Total energy: 98722552.31833564
[2022-04-09 03:19:07.148250]Total energy: 98720823.43447809
[2022-04-09 03:20:27.630258]Total energy: 98785244.05422346
[2022-04-09 03:21:58.201484]Total energy: 98693975.33320409
[2022-04-09 03:23:12.136504]Total energy: 98703894.7441646
[2022-04-09 03:24:26.881812]Total energy: 98824533.46205334
[2022-04-09 03:25:40.822250]Total energy: 98766420.30597758
[2022-04-09 03:26:55.412556]Total energy: 98814323.64813475
[2022-04-09 03:28:10.074497]Total energy: 98715863.36559458
[2022-04-09 03:29:24.336620]Total energy: 98764139.30153951
[2022-04-09 03:31:12.578954]Total energy: 98782713.97881007
[2022-04-09 03:32:58.815612]Total energy: 98783162.3837983
[2022-04-09 03:34:12.884289]Total energy: 98783358.75273661
[2022-04-09 03:35:27.941416]Total energy: 98747680.09461877
[2022-04-09 03:36:41.996344]Total energy: 98736107.26448785
[2022-04-09 03:37:55.901195]Total energy: 98698607.22841233
[2022-04-09 03:39:10.787351]Total energy: 98705762.18716675
[2022-04-09 03:40:47.370327]Total energy: 98738835.07808903
[2022-04-09 03:42:23.607264]Total energy: 98743063.80909164
[2022-04-09 03:43:46.809156]Total energy: 98737851.05838773
[2022-04-09 03:45:00.648971]Total energy: 98737065.01134491
[2022-04-09 03:46:14.564364]Total energy: 98795614.52563581
[2022-04-09 03:47:30.332836]Total energy: 98734226.17846802
[2022-04-09 03:48:45.029567]Total energy: 98728764.92856793
[2022-04-09 03:49:59.017531]Total energy: 98692924.4904234
[2022-04-09 03:51:23.917935]Total energy: 98767225.05518705
[2022-04-09 03:52:45.669840]Total energy: 98799322.09466124
[2022-04-09 03:54:00.221537]Total energy: 98742564.28736107
[2022-04-09 03:55:13.932749]Total energy: 98717525.71830627
[2022-04-09 03:56:30.765216]Total energy: 98806844.78715293
[2022-04-09 03:57:45.021614]Total energy: 98753031.48887043
[2022-04-09 03:58:59.920145]Total energy: 98675170.6399408
[2022-04-09 04:00:15.305153]Total energy: 98709240.42942435
[2022-04-09 04:01:44.110513]Total energy: 98686344.37094519
[2022-04-09 04:03:09.122847]Total energy: 98755373.04405084
[2022-04-09 04:04:23.317526]Total energy: 98721944.45070434
[2022-04-09 04:05:37.371237]Total energy: 98793777.04255535
[2022-04-09 04:06:52.527084]Total energy: 98637415.59930435
[2022-04-09 04:08:06.224699]Total energy: 98783351.01240148
[2022-04-09 04:09:25.702140]Total energy: 98693598.13800083
[2022-04-09 04:11:08.535961]Total energy: 98849533.73022883
[2022-04-09 04:12:31.044800]Total energy: 98722357.44450045
[2022-04-09 04:13:45.549725]Total energy: 98781265.25693397
[2022-04-09 04:15:00.041389]Total energy: 98772307.5152692
[2022-04-09 04:16:14.590021]Total energy: 98749642.27623701
[2022-04-09 04:17:29.405459]Total energy: 98656530.63735045
[2022-04-09 04:18:44.303298]Total energy: 98717444.00499886
[2022-04-09 04:19:58.627370]Total energy: 98715152.5445574
[2022-04-09 04:21:40.280351]Total energy: 98651934.25533958
[2022-04-09 04:22:56.755016]Total energy: 98819589.84855583
[2022-04-09 04:24:10.435747]Total energy: 98785160.45686728
[2022-04-09 04:25:24.058688]Total energy: 98665901.8548898
[2022-04-09 04:26:38.162035]Total energy: 98690195.76597472
[2022-04-09 04:27:52.366840]Total energy: 98711450.47296572
[2022-04-09 04:29:05.547958]Total energy: 98731352.69143723
[2022-04-09 04:30:19.874193]Total energy: 98724655.32483685
[2022-04-09 04:31:46.286129]Total energy: 98688022.5185268
[2022-04-09 04:32:59.289304]Total energy: 98744429.7370272
[2022-04-09 04:34:13.489372]Total energy: 98803658.5559201
[2022-04-09 04:35:28.419097]Total energy: 98764283.9689388
[2022-04-09 04:36:44.172896]Total energy: 98814883.41741657
[2022-04-09 04:37:58.399707]Total energy: 98721086.93172961
[2022-04-09 04:39:16.054488]Total energy: 98627464.63262552
[2022-04-09 04:40:51.230616]Total energy: 98809087.23479016
[2022-04-09 04:42:30.022384]Total energy: 98697684.92056987
[2022-04-09 04:43:51.549241]Total energy: 98863950.33102709
[2022-04-09 04:45:05.246453]Total energy: 98751668.61100149
[2022-04-09 04:46:21.940520]Total energy: 98700434.58252011
[2022-04-09 04:47:36.146506]Total energy: 98794893.65838349
[2022-04-09 04:48:50.697265]Total energy: 98728940.43993619
[2022-04-09 04:50:07.245653]Total energy: 98743262.25046857
[2022-04-09 04:51:22.500317]Total energy: 98751292.49008968
[2022-04-09 04:52:36.497856]Total energy: 98717607.62384512
[2022-04-09 04:53:50.074530]Total energy: 98734100.38487494
[2022-04-09 04:55:03.706459]Total energy: 98721399.17945677
[2022-04-09 04:56:18.382721]Total energy: 98830751.6252336
[2022-04-09 04:57:32.516346]Total energy: 98655884.38706012
[2022-04-09 04:58:46.371877]Total energy: 98699465.44868457
[2022-04-09 04:59:59.927845]Total energy: 98746065.63014126
[2022-04-09 05:01:26.755194]Total energy: 98692938.30254272
[2022-04-09 05:02:43.209852]Total energy: 98725239.14893518
[2022-04-09 05:03:57.793426]Total energy: 98723504.9635375
[2022-04-09 05:05:11.790078]Total energy: 98706976.83951902
[2022-04-09 05:06:26.342779]Total energy: 98710479.04462771
[2022-04-09 05:07:41.975308]Total energy: 98740395.59033082
[2022-04-09 05:08:56.092923]Total energy: 98811410.87157078
[2022-04-09 05:10:09.941717]Total energy: 98680666.5867968
[2022-04-09 05:11:36.419313]Total energy: 98713014.99844837
[2022-04-09 05:12:49.350061]Total energy: 98757880.91728765
[2022-04-09 05:14:04.009893]Total energy: 98797385.69532049
[2022-04-09 05:15:17.916299]Total energy: 98700912.03222574
[2022-04-09 05:16:32.211680]Total energy: 98694089.24771304
[2022-04-09 05:18:03.258935]Total energy: 98692987.90996034
[2022-04-09 05:21:45.232356]Total energy: 98726041.49447621
[2022-04-09 05:23:22.466067]Total energy: 98711822.43182027
[2022-04-09 05:24:37.580102]Total energy: 98737044.8843011
[2022-04-09 05:25:51.021388]Total energy: 98731269.82637973
[2022-04-09 05:27:05.271198]Total energy: 98739985.91615082
[2022-04-09 05:28:18.990915]Total energy: 98666400.24362311
[2022-04-09 05:29:32.549420]Total energy: 98760628.40775603
[2022-04-09 05:31:14.540242]Total energy: 98718748.54010218
[2022-04-09 05:32:36.791443]Total energy: 98701852.24508329
[2022-04-09 05:33:50.296261]Total energy: 98819190.91717409
[2022-04-09 05:35:03.862622]Total energy: 98740148.16983421
[2022-04-09 05:36:18.009484]Total energy: 98696945.05168203
[2022-04-09 05:37:35.153354]Total energy: 98736323.50962321
[2022-04-09 05:38:49.146595]Total energy: 98736655.69741747
[2022-04-09 05:40:03.273002]Total energy: 98749587.92225379
[2022-04-09 05:41:26.159922]Total energy: 98715869.57520905
[2022-04-09 05:42:44.110366]Total energy: 98773639.2550078
[2022-04-09 05:43:58.129633]Total energy: 98696756.86529899
[2022-04-09 05:45:12.044794]Total energy: 98750115.68293114
[2022-04-09 05:46:26.122068]Total energy: 98739533.11100593
[2022-04-09 05:47:40.729945]Total energy: 98744971.88705331
[2022-04-09 05:48:54.689899]Total energy: 98717114.72178675
[2022-04-09 05:50:09.444404]Total energy: 98750599.08415793
[2022-04-09 05:51:38.385258]Total energy: 98737828.25924724
[2022-04-09 05:53:02.999231]Total energy: 98739440.62560251
[2022-04-09 05:54:16.538137]Total energy: 98740467.51264076
[2022-04-09 05:55:30.852661]Total energy: 98719340.8588845
[2022-04-09 05:56:44.800054]Total energy: 98714962.6185259
[2022-04-09 05:57:58.700019]Total energy: 98680966.06738397
[2022-04-09 05:59:13.379100]Total energy: 98762975.45476462
[2022-04-09 06:00:57.732474]Total energy: 98710600.6664951
[2022-04-09 06:02:30.161054]Total energy: 98761719.56508057
[2022-04-09 06:03:54.643985]Total energy: 98742145.49088451
[2022-04-09 06:05:08.074945]Total energy: 98765987.21557638
[2022-04-09 06:06:22.046915]Total energy: 98729835.4801396
[2022-04-09 06:07:35.322055]Total energy: 98645652.62895186
[2022-04-09 06:08:49.159476]Total energy: 98734483.02303453
[2022-04-09 06:10:03.063350]Total energy: 98720380.24280365
[2022-04-09 06:11:29.891580]Total energy: 98724066.46598195
[2022-04-09 06:13:00.599837]Total energy: 98708115.70569639
[2022-04-09 06:14:16.720040]Total energy: 98732105.29070996
[2022-04-09 06:15:31.488732]Total energy: 98724476.70719497
[2022-04-09 06:16:44.933828]Total energy: 98701553.67288426
[2022-04-09 06:17:58.636403]Total energy: 98752689.67529014
[2022-04-09 06:19:13.961063]Total energy: 98763898.28695506
[2022-04-09 06:20:47.369658]Total energy: 98750916.07273081
[2022-04-09 06:22:11.407768]Total energy: 98737878.83898206
[2022-04-09 06:23:28.779075]Total energy: 98766957.17767751
[2022-04-09 06:24:43.923454]Total energy: 98743687.69863352
[2022-04-09 06:25:58.008229]Total energy: 98631299.60813534
[2022-04-09 06:27:14.258973]Total energy: 98749317.82733369
[2022-04-09 06:28:28.557843]Total energy: 98818183.20842832
[2022-04-09 06:29:42.539132]Total energy: 98690577.0037797
[2022-04-09 06:31:12.895542]Total energy: 98752113.34075503
[2022-04-09 06:33:01.829237]Total energy: 98749394.35679248
[2022-04-09 06:34:18.392615]Total energy: 98756777.7153658
