initial: all - diverse_no_blind_all
[2022-04-10 19:29:18.043967]Total energy: 16432554.88060691
[2022-04-10 19:30:32.801501]Total energy: 16424335.647942012
[2022-04-10 19:31:48.388549]Total energy: 16425342.442146981
[2022-04-10 19:33:03.242414]Total energy: 16436116.713116197
[2022-04-10 19:34:18.386203]Total energy: 16419475.242787175
[2022-04-10 19:35:32.763120]Total energy: 16422106.894796195
[2022-04-10 19:36:46.937863]Total energy: 16449903.12553052
[2022-04-10 19:38:01.690016]Total energy: 16419078.041084712
[2022-04-10 19:39:16.206164]Total energy: 16448248.512529092
[2022-04-10 19:40:52.059691]Total energy: 16423117.817571519
[2022-04-10 19:42:24.720512]Total energy: 16448414.42429507
[2022-04-10 19:43:51.975280]Total energy: 16446451.83037721
[2022-04-10 19:45:18.061959]Total energy: 16453967.22271066
[2022-04-10 19:46:43.332006]Total energy: 16446905.653485566
[2022-04-10 19:48:11.869644]Total energy: 16445723.67228998
[2022-04-10 19:49:41.793414]Total energy: 16421703.049185904
[2022-04-10 19:51:14.649846]Total energy: 16455789.96738205
[2022-04-10 19:52:35.975721]Total energy: 16460371.675956663
[2022-04-10 19:53:49.478768]Total energy: 16439234.661572833
[2022-04-10 19:55:03.735453]Total energy: 16438333.288261699
[2022-04-10 19:56:16.889185]Total energy: 16450547.35616893
[2022-04-10 19:57:30.408885]Total energy: 16437711.204376748
[2022-04-10 19:58:44.322028]Total energy: 16465229.586576179
[2022-04-10 19:59:58.170275]Total energy: 16426263.725493724
[2022-04-10 20:01:23.719462]Total energy: 16443564.438779727
[2022-04-10 20:02:48.476427]Total energy: 16440827.689890346
[2022-04-10 20:04:03.160317]Total energy: 16419414.826783283
[2022-04-10 20:05:17.324300]Total energy: 16446384.601738036
[2022-04-10 20:06:30.228477]Total energy: 16443675.106601857
[2022-04-10 20:07:44.710952]Total energy: 16429343.561421363
[2022-04-10 20:08:58.676940]Total energy: 16419459.24333122
[2022-04-10 20:10:12.017208]Total energy: 16430576.641661784
[2022-04-10 20:11:52.439688]Total energy: 16426067.78032435
[2022-04-10 20:13:34.648493]Total energy: 16428325.903216874
[2022-04-10 20:15:11.177925]Total energy: 16430985.648475008
[2022-04-10 20:16:35.482519]Total energy: 16455669.635826215
[2022-04-10 20:17:52.158004]Total energy: 16437759.36755474
[2022-04-10 20:19:06.582564]Total energy: 16428781.327375097
[2022-04-10 20:20:50.780729]Total energy: 16429954.979397861
[2022-04-10 20:22:45.223978]Total energy: 16424423.987067297
[2022-04-10 20:24:15.614788]Total energy: 16430468.033169786
[2022-04-10 20:25:41.279662]Total energy: 16427209.185595864
[2022-04-10 20:26:55.589708]Total energy: 16423532.723017847
[2022-04-10 20:28:08.913785]Total energy: 16447804.529745894
[2022-04-10 20:29:22.379620]Total energy: 16449295.8973134
[2022-04-10 20:30:55.030230]Total energy: 16445747.836026086
[2022-04-10 20:32:28.775799]Total energy: 16442585.809222464
[2022-04-10 20:33:54.218716]Total energy: 16417248.851000637
[2022-04-10 20:35:21.984527]Total energy: 16447306.599174097
[2022-04-10 20:36:43.352646]Total energy: 16438184.469960146
[2022-04-10 20:37:58.750616]Total energy: 16427063.339513771
[2022-04-10 20:39:13.060960]Total energy: 16406351.995602753
[2022-04-10 20:40:47.197129]Total energy: 16453270.303666515
[2022-04-10 20:42:23.317465]Total energy: 16440444.2691437
[2022-04-10 20:43:48.588921]Total energy: 16444811.889441468
[2022-04-10 20:45:03.978095]Total energy: 16447222.944994608
[2022-04-10 20:46:18.152104]Total energy: 16422699.87293107
[2022-04-10 20:47:31.634925]Total energy: 16422467.82976783
[2022-04-10 20:48:46.274928]Total energy: 16416287.731029604
[2022-04-10 20:50:00.046417]Total energy: 16444538.722748129
[2022-04-10 20:51:37.550840]Total energy: 16440463.429754447
[2022-04-10 20:53:30.412027]Total energy: 16425971.888195498
[2022-04-10 20:54:56.557412]Total energy: 16427902.949488655
[2022-04-10 20:56:27.440630]Total energy: 16442315.71590567
[2022-04-10 20:58:03.275675]Total energy: 16446362.044284176
[2022-04-10 20:59:27.519917]Total energy: 16444868.920371534
[2022-04-10 21:01:12.001792]Total energy: 16424555.621302975
[2022-04-10 21:02:55.098389]Total energy: 16433839.768336464
[2022-04-10 21:04:25.937827]Total energy: 16425174.6139318
[2022-04-10 21:05:57.788463]Total energy: 16429633.445024231
[2022-04-10 21:07:24.861193]Total energy: 16420483.782376999
[2022-04-10 21:08:47.503696]Total energy: 16426952.830215802
[2022-04-10 21:10:02.364991]Total energy: 16436521.538393669
[2022-04-10 21:11:44.512956]Total energy: 16424868.851038877
[2022-04-10 21:13:27.931288]Total energy: 16420242.00425211
[2022-04-10 21:14:49.624959]Total energy: 16428266.17720067
[2022-04-10 21:16:02.936414]Total energy: 16438413.434539549
[2022-04-10 21:17:19.865332]Total energy: 16412346.823172519
[2022-04-10 21:18:34.511333]Total energy: 16434382.543368397
[2022-04-10 21:19:49.417087]Total energy: 16456299.115061337
[2022-04-10 21:21:28.451566]Total energy: 16411918.382842703
[2022-04-10 21:23:05.926428]Total energy: 16418230.567862036
[2022-04-10 21:24:30.823569]Total energy: 16398069.204209728
[2022-04-10 21:26:00.311606]Total energy: 16406454.975843143
[2022-04-10 21:27:29.140344]Total energy: 16419100.121700864
[2022-04-10 21:28:48.769523]Total energy: 16434776.20260202
[2022-04-10 21:30:05.304184]Total energy: 16394321.405335357
[2022-04-10 21:31:19.762770]Total energy: 16389413.558994878
[2022-04-10 21:32:33.325864]Total energy: 16383280.387729345
[2022-04-10 21:33:47.773944]Total energy: 16369684.053246409
[2022-04-10 21:35:01.258575]Total energy: 16387039.139027387
[2022-04-10 21:36:16.607410]Total energy: 16345982.480229817
[2022-04-10 21:37:30.907919]Total energy: 16372335.40386043
[2022-04-10 21:38:44.626564]Total energy: 16355297.15704612
[2022-04-10 21:39:58.432034]Total energy: 16351833.640003625
[2022-04-10 21:41:31.163140]Total energy: 16360705.62318131
[2022-04-10 21:43:06.292444]Total energy: 16372163.489825655
[2022-04-10 21:44:32.290713]Total energy: 16371127.556184016
[2022-04-10 21:45:53.026813]Total energy: 16373206.108476857
[2022-04-10 21:47:07.765704]Total energy: 16373848.362981252
[2022-04-10 21:48:23.617711]Total energy: 16375524.469688464
[2022-04-10 21:49:37.584496]Total energy: 16359516.79374511
[2022-04-10 21:51:11.001079]Total energy: 16349839.276124205
[2022-04-10 21:52:49.297496]Total energy: 16356584.754231095
[2022-04-10 21:54:09.596563]Total energy: 16362964.5205859
[2022-04-10 21:55:23.320622]Total energy: 16362473.737819532
[2022-04-10 21:56:40.101111]Total energy: 16377561.933232475
[2022-04-10 21:57:55.348702]Total energy: 16349404.651746092
[2022-04-10 21:59:10.992281]Total energy: 16351549.834029667
[2022-04-10 22:00:47.152244]Total energy: 16353824.046170436
[2022-04-10 22:02:25.761117]Total energy: 16385242.260360284
[2022-04-10 22:03:53.670106]Total energy: 16362966.68164363
[2022-04-10 22:05:25.143056]Total energy: 16376792.41841439
[2022-04-10 22:06:57.612229]Total energy: 16353098.290983412
[2022-04-10 22:08:19.416680]Total energy: 16365744.755511118
[2022-04-10 22:09:34.504818]Total energy: 16372441.920896053
[2022-04-10 22:11:09.070076]Total energy: 16360044.614319984
[2022-04-10 22:12:42.217752]Total energy: 16375435.875015141
[2022-04-10 22:14:07.360561]Total energy: 16351531.785430431
[2022-04-10 22:15:28.342883]Total energy: 16372655.263075784
[2022-04-10 22:16:44.739361]Total energy: 16374649.175546922
[2022-04-10 22:17:59.001229]Total energy: 16358807.602622109
[2022-04-10 22:19:13.368253]Total energy: 16386984.660860922
[2022-04-10 22:20:38.457891]Total energy: 16365472.65672034
[2022-04-10 22:22:00.860390]Total energy: 16378146.068559382
[2022-04-10 22:23:15.670841]Total energy: 16363070.47723619
[2022-04-10 22:24:30.083574]Total energy: 16364961.84759466
[2022-04-10 22:25:45.859705]Total energy: 16364689.832867833
[2022-04-10 22:26:59.226015]Total energy: 16358856.394692738
[2022-04-10 22:28:13.001007]Total energy: 16385684.29135344
[2022-04-10 22:29:28.680540]Total energy: 16357947.303108834
[2022-04-10 22:30:45.736012]Total energy: 16358706.97459201
[2022-04-10 22:32:00.362225]Total energy: 16358041.675262306
[2022-04-10 22:33:16.140260]Total energy: 16374737.848955467
[2022-04-10 22:34:30.995137]Total energy: 16373123.118598452
[2022-04-10 22:35:45.727390]Total energy: 16370902.227362195
[2022-04-10 22:37:00.289511]Total energy: 16341962.921398604
[2022-04-10 22:38:14.296080]Total energy: 16353782.20747945
[2022-04-10 22:39:30.397727]Total energy: 16372874.84778265
[2022-04-10 22:41:18.314122]Total energy: 16404774.22596685
[2022-04-10 22:43:19.556361]Total energy: 16363830.786199752
[2022-04-10 22:44:42.422753]Total energy: 16372255.94286565
[2022-04-10 22:45:58.791898]Total energy: 16365126.472199993
[2022-04-10 22:47:13.651757]Total energy: 16365353.921509704
[2022-04-10 22:48:29.674148]Total energy: 16377886.872913856
[2022-04-10 22:49:44.224928]Total energy: 16372560.898116926
[2022-04-10 22:51:19.474212]Total energy: 16387309.706014417
[2022-04-10 22:52:46.358228]Total energy: 16381018.233757708
[2022-04-10 22:54:14.733730]Total energy: 16372654.52495753
[2022-04-10 22:55:46.512896]Total energy: 16394807.56062799
[2022-04-10 22:57:08.181554]Total energy: 16387896.974634225
[2022-04-10 22:58:22.432452]Total energy: 16380111.645232696
[2022-04-10 22:59:40.017173]Total energy: 16372947.566234142
[2022-04-10 23:01:18.495849]Total energy: 16364660.80957389
[2022-04-10 23:02:36.494996]Total energy: 16392542.343425844
[2022-04-10 23:03:51.317900]Total energy: 16379438.753356043
[2022-04-10 23:05:05.171241]Total energy: 16391619.610784376
[2022-04-10 23:06:18.790457]Total energy: 16381583.613896871
[2022-04-10 23:07:32.728752]Total energy: 16380541.804134225
[2022-04-10 23:08:47.023481]Total energy: 16379959.402885318
[2022-04-10 23:10:00.848044]Total energy: 16389065.782595295
[2022-04-10 23:11:33.787177]Total energy: 16369695.282110179
[2022-04-10 23:13:15.843635]Total energy: 16351901.962338347
[2022-04-10 23:14:37.929395]Total energy: 16371457.03476338
[2022-04-10 23:15:52.371589]Total energy: 16369891.31030138
[2022-04-10 23:17:06.696216]Total energy: 16366774.642296214
[2022-04-10 23:18:20.737243]Total energy: 16373885.401842566
[2022-04-10 23:19:35.965210]Total energy: 16390182.925640672
[2022-04-10 23:21:11.775765]Total energy: 16389176.60954278
[2022-04-10 23:22:40.882611]Total energy: 16380748.18779163
[2022-04-10 23:23:55.280497]Total energy: 16369701.084991444
[2022-04-10 23:25:12.217325]Total energy: 16401631.771404075
[2022-04-10 23:26:31.078621]Total energy: 16365948.065092102
[2022-04-10 23:27:44.831449]Total energy: 16366883.117707627
[2022-04-10 23:28:59.372645]Total energy: 16347347.887157796
[2022-04-10 23:30:14.367131]Total energy: 16352187.218402168
[2022-04-10 23:31:28.710013]Total energy: 16362445.384394003
[2022-04-10 23:32:45.014908]Total energy: 16369763.594046468
[2022-04-10 23:33:59.552787]Total energy: 16358130.2317953
[2022-04-10 23:35:16.424828]Total energy: 16364598.796803925
[2022-04-10 23:36:31.607790]Total energy: 16355109.485962894
[2022-04-10 23:37:45.084480]Total energy: 16359647.656807408
[2022-04-10 23:38:59.545480]Total energy: 16345749.800173633
[2022-04-10 23:40:13.445388]Total energy: 16364508.160902888
[2022-04-10 23:41:31.778326]Total energy: 16362197.081153732
[2022-04-10 23:42:48.300651]Total energy: 16374850.881835053
[2022-04-10 23:44:02.330787]Total energy: 16360129.83668282
[2022-04-10 23:45:16.138288]Total energy: 16371735.948465109
[2022-04-10 23:46:30.705632]Total energy: 16391047.211695217
[2022-04-10 23:47:46.142237]Total energy: 16362904.787055835
[2022-04-10 23:49:00.407767]Total energy: 16372731.954514267
[2022-04-10 23:50:14.385537]Total energy: 16350504.823220706
[2022-04-10 23:51:34.308911]Total energy: 16349981.987821832
[2022-04-10 23:53:01.795569]Total energy: 16366389.761290777
[2022-04-10 23:54:22.455238]Total energy: 16370530.545411307
[2022-04-10 23:55:36.892055]Total energy: 16359135.063440872
[2022-04-10 23:56:50.465619]Total energy: 16356410.342169493
[2022-04-10 23:58:06.101426]Total energy: 16348786.132326826
[2022-04-10 23:59:19.835850]Total energy: 16355190.527635634
[2022-04-11 00:01:02.402492]Total energy: 16370131.857238084
[2022-04-11 00:02:36.106444]Total energy: 16370276.38889711
[2022-04-11 00:03:53.685812]Total energy: 16364256.879406525
[2022-04-11 00:05:08.624740]Total energy: 16379719.171849687
[2022-04-11 00:06:23.000509]Total energy: 16369118.35662935
[2022-04-11 00:07:37.834729]Total energy: 16370903.832382495
[2022-04-11 00:08:52.093039]Total energy: 16358162.909023141
[2022-04-11 00:10:08.119783]Total energy: 16382199.552378118
[2022-04-11 00:11:41.912332]Total energy: 16376869.646222074
[2022-04-11 00:13:04.423905]Total energy: 16379845.788269589
[2022-04-11 00:14:19.626164]Total energy: 16377287.496398045
[2022-04-11 00:15:37.128051]Total energy: 16362501.51012393
[2022-04-11 00:16:52.732568]Total energy: 16342806.59589942
[2022-04-11 00:18:05.066085]Total energy: 16373648.455220701
[2022-04-11 00:19:16.992427]Total energy: 16366689.489566708
[2022-04-11 00:20:35.482524]Total energy: 16363568.13979102
[2022-04-11 00:22:00.896276]Total energy: 16356775.120999552
[2022-04-11 00:23:18.823262]Total energy: 16345301.609038994
[2022-04-11 00:24:30.641908]Total energy: 16372144.101357915
[2022-04-11 00:25:43.204258]Total energy: 16372047.449403008
[2022-04-11 00:26:54.501109]Total energy: 16349377.437843664
[2022-04-11 00:28:05.953314]Total energy: 16366235.807917116
[2022-04-11 00:29:21.613037]Total energy: 16369107.380610023
[2022-04-11 00:30:56.871843]Total energy: 16374048.442581052
[2022-04-11 00:32:26.362957]Total energy: 16354286.23906435
[2022-04-11 00:33:44.257731]Total energy: 16347766.126340203
[2022-04-11 00:35:00.806002]Total energy: 16379657.605445512
[2022-04-11 00:36:13.825413]Total energy: 16346045.957514191
[2022-04-11 00:37:25.754265]Total energy: 16359810.514073025
[2022-04-11 00:38:38.787334]Total energy: 16376906.446340835
[2022-04-11 00:39:50.701321]Total energy: 16356117.233951299
[2022-04-11 00:41:02.556976]Total energy: 16363569.319901565
[2022-04-11 00:42:15.240823]Total energy: 16392953.583000926
[2022-04-11 00:43:27.170538]Total energy: 16372998.085924285
[2022-04-11 00:44:38.640490]Total energy: 16350563.296117403
[2022-04-11 00:45:49.879263]Total energy: 16360972.809845975
[2022-04-11 00:47:03.900964]Total energy: 16343943.672915833
[2022-04-11 00:48:19.705685]Total energy: 16371365.61241152
[2022-04-11 00:49:35.031379]Total energy: 16355830.909405535
[2022-04-11 00:50:49.152527]Total energy: 16350870.961521853
[2022-04-11 00:52:04.091976]Total energy: 16364627.280092437
[2022-04-11 00:53:19.615883]Total energy: 16338084.235802056
[2022-04-11 00:54:33.647392]Total energy: 16353851.630989054
[2022-04-11 00:55:45.491605]Total energy: 16357926.86977524
[2022-04-11 00:56:56.834989]Total energy: 16362890.921136517
[2022-04-11 00:58:08.278632]Total energy: 16368965.780874886
[2022-04-11 00:59:20.082516]Total energy: 16352811.29160143
[2022-04-11 01:00:44.830143]Total energy: 16337593.34401504
[2022-04-11 01:02:15.467588]Total energy: 16376804.056044279
[2022-04-11 01:03:31.609034]Total energy: 16370570.447117379
[2022-04-11 01:04:43.846199]Total energy: 16374046.85335668
[2022-04-11 01:05:55.179057]Total energy: 16341708.73157631
[2022-04-11 01:07:07.064238]Total energy: 16384476.735256528
[2022-04-11 01:08:19.113895]Total energy: 16360231.74398712
[2022-04-11 01:09:31.067790]Total energy: 16372079.18018053
[2022-04-11 01:10:49.566914]Total energy: 16382680.325779524
[2022-04-11 01:12:06.378237]Total energy: 16364200.303611986
[2022-04-11 01:13:17.615300]Total energy: 16376528.417899158
[2022-04-11 01:14:30.977674]Total energy: 16360378.971572055
[2022-04-11 01:15:42.832708]Total energy: 16401219.147298811
[2022-04-11 01:16:55.143939]Total energy: 16368771.691609934
[2022-04-11 01:18:12.692936]Total energy: 16412808.22455273
[2022-04-11 01:19:25.860082]Total energy: 16355437.911572397
[2022-04-11 01:20:37.349959]Total energy: 16366277.436483579
[2022-04-11 01:21:49.579056]Total energy: 16390762.910742609
[2022-04-11 01:23:01.864323]Total energy: 16378926.877813065
[2022-04-11 01:24:13.691525]Total energy: 16384095.946830885
[2022-04-11 01:25:28.177704]Total energy: 16384049.84367933
[2022-04-11 01:26:40.110226]Total energy: 16359070.641849779
[2022-04-11 01:27:52.624843]Total energy: 16360001.273938144
[2022-04-11 01:29:04.758351]Total energy: 16384403.231280414
[2022-04-11 01:30:16.464537]Total energy: 16364031.773817556
[2022-04-11 01:31:38.978988]Total energy: 16368779.337128913
[2022-04-11 01:33:04.574387]Total energy: 16351843.597379725
[2022-04-11 01:34:23.735335]Total energy: 16357438.690022431
[2022-04-11 01:35:35.971098]Total energy: 16350185.980656741
[2022-04-11 01:36:47.787795]Total energy: 16344676.994285053
[2022-04-11 01:37:58.977271]Total energy: 16356946.878575657
[2022-04-11 01:39:11.838854]Total energy: 16364742.302161135
[2022-04-11 01:40:38.834818]Total energy: 16345330.31201902
[2022-04-11 01:42:15.060954]Total energy: 16354021.360190773
[2022-04-11 01:43:42.525413]Total energy: 16358283.679212276
[2022-04-11 01:45:04.853753]Total energy: 16371236.121386632
[2022-04-11 01:46:29.167425]Total energy: 16349350.311453395
[2022-04-11 01:48:03.470095]Total energy: 16353325.59846597
[2022-04-11 01:49:15.590133]Total energy: 16362094.060113203
[2022-04-11 01:50:31.393293]Total energy: 16371643.927932572
[2022-04-11 01:51:56.461452]Total energy: 16363927.493612014
[2022-04-11 01:53:14.483996]Total energy: 16348517.437315768
[2022-04-11 01:54:26.129834]Total energy: 16373115.033303617
[2022-04-11 01:55:38.068556]Total energy: 16358831.004907735
[2022-04-11 01:56:49.672643]Total energy: 16371853.000450946
[2022-04-11 01:58:01.911495]Total energy: 16358681.444971813
[2022-04-11 01:59:14.540235]Total energy: 16367500.917206816
[2022-04-11 02:00:33.675921]Total energy: 16361455.710341498
[2022-04-11 02:01:51.066113]Total energy: 16397604.670841182
[2022-04-11 02:03:03.080716]Total energy: 16351908.70258888
[2022-04-11 02:04:15.233817]Total energy: 16359698.420072852
[2022-04-11 02:05:27.702030]Total energy: 16336939.13319537
[2022-04-11 02:06:39.879198]Total energy: 16365817.031564804
[2022-04-11 02:07:51.968149]Total energy: 16367587.375416165
[2022-04-11 02:09:03.903149]Total energy: 16357300.0680328
[2022-04-11 02:10:18.377795]Total energy: 16355940.700968226
[2022-04-11 02:11:30.121660]Total energy: 16381989.975002363
[2022-04-11 02:12:41.389215]Total energy: 16367191.381772526
[2022-04-11 02:13:59.170152]Total energy: 16372416.717476794
[2022-04-11 02:15:10.213986]Total energy: 16371075.018539146
[2022-04-11 02:16:22.553881]Total energy: 16352629.790856836
[2022-04-11 02:17:33.959658]Total energy: 16366400.497262705
[2022-04-11 02:18:47.730627]Total energy: 16366875.98515651
[2022-04-11 02:19:59.838368]Total energy: 16378107.352783144
[2022-04-11 02:21:12.893506]Total energy: 16380690.800871765
[2022-04-11 02:22:25.089036]Total energy: 16347410.850031976
[2022-04-11 02:23:37.593201]Total energy: 16382794.764646905
[2022-04-11 02:24:49.776254]Total energy: 16376011.384252924
[2022-04-11 02:26:01.507056]Total energy: 16379931.210469674
[2022-04-11 02:27:12.886083]Total energy: 16359797.863080181
[2022-04-11 02:28:24.597177]Total energy: 16375406.65170898
[2022-04-11 02:29:35.919080]Total energy: 16360617.726818483
[2022-04-11 02:30:56.502715]Total energy: 16359838.570743598
[2022-04-11 02:32:16.137493]Total energy: 16380234.178123128
[2022-04-11 02:33:28.937968]Total energy: 16366757.735109536
[2022-04-11 02:34:41.008203]Total energy: 16393631.463642498
[2022-04-11 02:35:52.491351]Total energy: 16361816.979653262
[2022-04-11 02:37:04.879836]Total energy: 16373791.965531131
[2022-04-11 02:38:17.740557]Total energy: 16369638.37218386
[2022-04-11 02:39:29.629769]Total energy: 16382025.015703425
[2022-04-11 02:41:01.546836]Total energy: 16380486.523747368
[2022-04-11 02:42:35.670710]Total energy: 16373872.348745141
[2022-04-11 02:44:02.377417]Total energy: 16385798.010577058
[2022-04-11 02:45:30.720273]Total energy: 16383214.456410514
[2022-04-11 02:46:58.590236]Total energy: 16358439.275975103
[2022-04-11 02:48:16.886330]Total energy: 16362019.715187162
[2022-04-11 02:49:28.511597]Total energy: 16386344.196651194
[2022-04-11 02:50:51.880282]Total energy: 16360882.02684628
[2022-04-11 02:52:07.854141]Total energy: 16371245.771021293
[2022-04-11 02:53:22.228114]Total energy: 16371511.449610628
[2022-04-11 02:54:33.843823]Total energy: 16368726.730366122
[2022-04-11 02:55:45.595401]Total energy: 16378148.244656468
[2022-04-11 02:56:57.647941]Total energy: 16363879.780575557
[2022-04-11 02:58:09.622357]Total energy: 16360423.270676501
[2022-04-11 02:59:23.912497]Total energy: 16357911.644823333
[2022-04-11 03:00:49.743978]Total energy: 16339562.671450917
[2022-04-11 03:02:08.523744]Total energy: 16388727.137982339
[2022-04-11 03:03:21.129845]Total energy: 16367357.286119223
[2022-04-11 03:04:33.149514]Total energy: 16356202.182614513
[2022-04-11 03:05:45.128854]Total energy: 16361703.076151708
[2022-04-11 03:06:58.499237]Total energy: 16367906.670554992
[2022-04-11 03:08:10.192301]Total energy: 16377937.836837197
[2022-04-11 03:09:22.128309]Total energy: 16368013.063534738
[2022-04-11 03:10:42.007462]Total energy: 16405157.481160218
[2022-04-11 03:12:04.364694]Total energy: 16372983.057283381
[2022-04-11 03:13:28.407670]Total energy: 16379802.42148183
[2022-04-11 03:14:44.744686]Total energy: 16376401.111623133
[2022-04-11 03:15:57.276314]Total energy: 16366357.550721189
[2022-04-11 03:17:10.766532]Total energy: 16356196.272982728
[2022-04-11 03:18:22.924929]Total energy: 16342936.035107726
[2022-04-11 03:19:35.353128]Total energy: 16355078.627682334
[2022-04-11 03:21:00.074980]Total energy: 16360430.394098831
[2022-04-11 03:22:26.442666]Total energy: 16354813.2729693
[2022-04-11 03:23:46.245929]Total energy: 16365345.70137835
[2022-04-11 03:24:58.375476]Total energy: 16391933.009370891
[2022-04-11 03:26:10.452698]Total energy: 16361946.8794667
[2022-04-11 03:27:23.111867]Total energy: 16371779.815612106
[2022-04-11 03:28:38.558218]Total energy: 16368920.3512379
[2022-04-11 03:29:50.685968]Total energy: 16347163.962554555
[2022-04-11 03:31:06.265228]Total energy: 16369222.78317585
[2022-04-11 03:32:18.190629]Total energy: 16348618.25785152
[2022-04-11 03:33:30.733585]Total energy: 16356071.770884575
[2022-04-11 03:34:42.378604]Total energy: 16361277.527447732
[2022-04-11 03:35:54.591879]Total energy: 16391084.73162569
[2022-04-11 03:37:06.807816]Total energy: 16365646.643836802
[2022-04-11 03:38:18.259500]Total energy: 16369006.926787542
[2022-04-11 03:39:29.495073]Total energy: 16363281.519170113
[2022-04-11 03:41:00.042750]Total energy: 16364468.370955128
[2022-04-11 03:42:34.927441]Total energy: 16378200.81901819
[2022-04-11 03:43:53.147667]Total energy: 16368188.072784733
[2022-04-11 03:45:04.764650]Total energy: 16371776.334094735
[2022-04-11 03:46:16.873341]Total energy: 16369998.206310555
[2022-04-11 03:47:28.825651]Total energy: 16353115.88529217
[2022-04-11 03:48:40.764898]Total energy: 16358767.056823874
[2022-04-11 03:49:51.981618]Total energy: 16359502.032190142
[2022-04-11 03:51:10.892116]Total energy: 16369206.473592576
[2022-04-11 03:52:31.671064]Total energy: 16385855.629027788
[2022-04-11 03:53:54.662411]Total energy: 16371869.220711099
[2022-04-11 03:55:19.591932]Total energy: 16354129.619802272
[2022-04-11 03:56:34.150251]Total energy: 16369895.836441869
[2022-04-11 03:57:45.556312]Total energy: 16363825.586006675
[2022-04-11 03:58:59.303334]Total energy: 16372333.120181054
[2022-04-11 04:00:12.677155]Total energy: 16381860.960884843
[2022-04-11 04:01:25.562171]Total energy: 16367402.72919911
[2022-04-11 04:02:37.984469]Total energy: 16363963.275144083
[2022-04-11 04:03:49.869155]Total energy: 16375075.152595928
[2022-04-11 04:05:18.676475]Total energy: 16382024.42594198
[2022-04-11 04:06:30.608060]Total energy: 16367712.632737879
[2022-04-11 04:07:42.690067]Total energy: 16377162.682372503
[2022-04-11 04:09:00.469994]Total energy: 16355955.409473218
[2022-04-11 04:10:12.469837]Total energy: 16363853.170188896
[2022-04-11 04:11:27.190533]Total energy: 16360110.521726921
[2022-04-11 04:12:38.775528]Total energy: 16361137.390305396
[2022-04-11 04:13:51.485090]Total energy: 16350589.90836727
[2022-04-11 04:15:04.094264]Total energy: 16362832.913058361
[2022-04-11 04:16:18.403329]Total energy: 16347553.564602233
[2022-04-11 04:17:31.001022]Total energy: 16385046.94738059
[2022-04-11 04:18:48.881639]Total energy: 16365518.37150768
[2022-04-11 04:20:01.405951]Total energy: 16398419.118538683
[2022-04-11 04:21:23.288381]Total energy: 16344058.950448843
[2022-04-11 04:22:45.086671]Total energy: 16357095.786462884
[2022-04-11 04:23:59.933252]Total energy: 16368686.887072742
[2022-04-11 04:25:11.387906]Total energy: 16369671.108074758
[2022-04-11 04:26:24.156858]Total energy: 16364601.273043562
[2022-04-11 04:27:40.002161]Total energy: 16352004.236812072
[2022-04-11 04:28:56.044844]Total energy: 16366929.913817614
[2022-04-11 04:30:13.497916]Total energy: 16366521.101062723
[2022-04-11 04:31:30.857097]Total energy: 16354973.171590464
[2022-04-11 04:32:48.611530]Total energy: 16368991.649923034
[2022-04-11 04:34:04.424137]Total energy: 16366243.595469458
[2022-04-11 04:35:16.710546]Total energy: 16354219.477760602
[2022-04-11 04:36:29.018466]Total energy: 16356029.719281511
[2022-04-11 04:37:44.473161]Total energy: 16362228.54539171
[2022-04-11 04:39:03.769259]Total energy: 16390057.646824384
[2022-04-11 04:40:15.876868]Total energy: 16383473.696283225
[2022-04-11 04:41:48.172153]Total energy: 16373510.36675259
[2022-04-11 04:43:04.383635]Total energy: 16374377.047857927
[2022-04-11 04:44:16.070329]Total energy: 16383496.95215386
[2022-04-11 04:45:30.191141]Total energy: 16373666.102193577
[2022-04-11 04:46:42.437757]Total energy: 16386051.364547294
[2022-04-11 04:47:54.061029]Total energy: 16376069.31844684
[2022-04-11 04:49:07.810303]Total energy: 16359746.580494061
[2022-04-11 04:50:19.422160]Total energy: 16388037.106724422
[2022-04-11 04:51:42.382389]Total energy: 16342278.606309999
[2022-04-11 04:53:07.742218]Total energy: 16353318.997515386
[2022-04-11 04:54:30.074224]Total energy: 16351262.005127417
[2022-04-11 04:55:46.563145]Total energy: 16344413.729378356
[2022-04-11 04:57:00.188783]Total energy: 16381387.480128154
[2022-04-11 04:58:17.323911]Total energy: 16370081.547247455
[2022-04-11 04:59:35.609444]Total energy: 16360097.297519933
[2022-04-11 05:01:03.025583]Total energy: 16364176.24518458
[2022-04-11 05:02:23.004092]Total energy: 16355340.61618496
[2022-04-11 05:03:35.338915]Total energy: 16362273.918278059
[2022-04-11 05:04:47.397221]Total energy: 16371106.8426128
[2022-04-11 05:05:58.877615]Total energy: 16380587.252602516
[2022-04-11 05:07:12.636385]Total energy: 16370680.311279917
[2022-04-11 05:08:26.904656]Total energy: 16357549.504300226
[2022-04-11 05:09:38.277340]Total energy: 16372183.962027188
[2022-04-11 05:11:12.890119]Total energy: 16363390.331071813
[2022-04-11 05:12:37.856750]Total energy: 16388726.574907241
[2022-04-11 05:13:51.129007]Total energy: 16380014.823862921
[2022-04-11 05:15:05.531275]Total energy: 16351112.929411767
[2022-04-11 05:16:17.335150]Total energy: 16367921.41027552
[2022-04-11 05:17:30.583602]Total energy: 16361886.0239669
[2022-04-11 05:18:46.983305]Total energy: 16366327.509304533
