initial: 112 - diverse_no_blind_seed
[2022-04-11 00:20:29.886178]Total energy: 16871742.92514453
[2022-04-11 00:21:56.839460]Total energy: 16878034.850899257
[2022-04-11 00:23:19.202234]Total energy: 16889649.172472343
[2022-04-11 00:24:33.843210]Total energy: 16860961.250371367
[2022-04-11 00:25:53.042733]Total energy: 16862238.989477612
[2022-04-11 00:27:09.852019]Total energy: 16864172.794685736
[2022-04-11 00:28:26.957618]Total energy: 16868122.438295376
[2022-04-11 00:29:45.332374]Total energy: 16877669.980075
[2022-04-11 00:31:18.515828]Total energy: 16856921.888662264
[2022-04-11 00:32:36.082072]Total energy: 16875684.468911488
[2022-04-11 00:33:51.090270]Total energy: 16857216.70232448
[2022-04-11 00:35:09.284611]Total energy: 16891749.503689043
[2022-04-11 00:36:22.634224]Total energy: 16865947.911744144
[2022-04-11 00:37:38.671637]Total energy: 16871905.11106582
[2022-04-11 00:38:54.061495]Total energy: 16883297.07000202
[2022-04-11 00:40:09.764312]Total energy: 16861567.81326187
[2022-04-11 00:41:27.555934]Total energy: 16875853.41752965
[2022-04-11 00:42:44.194361]Total energy: 16896183.150716588
[2022-04-11 00:43:57.338621]Total energy: 16872461.966039322
[2022-04-11 00:45:11.789028]Total energy: 16873523.471082024
[2022-04-11 00:46:29.739039]Total energy: 16880528.06988622
[2022-04-11 00:47:49.580306]Total energy: 16864215.659931257
[2022-04-11 00:49:10.532631]Total energy: 16870573.84483904
[2022-04-11 00:50:29.942675]Total energy: 16864027.45821428
[2022-04-11 00:51:53.625768]Total energy: 16864730.44911384
[2022-04-11 00:53:08.564689]Total energy: 16869836.505207777
[2022-04-11 00:54:31.390638]Total energy: 16885003.686704606
[2022-04-11 00:55:49.757434]Total energy: 16873244.647972703
[2022-04-11 00:57:07.595769]Total energy: 16874193.84023286
[2022-04-11 00:58:24.375496]Total energy: 16867582.59684293
[2022-04-11 00:59:42.506591]Total energy: 16912916.335125268
[2022-04-11 01:01:18.370384]Total energy: 16865790.904412054
[2022-04-11 01:02:54.450246]Total energy: 16897720.829817485
[2022-04-11 01:04:13.500312]Total energy: 16873044.119410936
[2022-04-11 01:05:32.899462]Total energy: 16894081.749374896
[2022-04-11 01:06:54.293611]Total energy: 16867034.999651372
[2022-04-11 01:08:12.323268]Total energy: 16850967.459872272
[2022-04-11 01:09:30.686433]Total energy: 16885183.01948346
[2022-04-11 01:10:57.106282]Total energy: 16859148.34945585
[2022-04-11 01:12:19.387170]Total energy: 16840700.987226754
[2022-04-11 01:13:36.802534]Total energy: 16887932.20065117
[2022-04-11 01:14:57.866804]Total energy: 16870637.000460267
[2022-04-11 01:16:17.726041]Total energy: 16878716.91995309
[2022-04-11 01:17:37.084883]Total energy: 16867376.842103455
[2022-04-11 01:18:56.634041]Total energy: 16872520.034983553
[2022-04-11 01:20:14.643420]Total energy: 16848765.121251334
[2022-04-11 01:21:37.150586]Total energy: 16887732.96234496
[2022-04-11 01:22:55.360538]Total energy: 16856899.181652438
[2022-04-11 01:24:10.428260]Total energy: 16858409.512207504
[2022-04-11 01:25:27.099504]Total energy: 16883636.083191894
[2022-04-11 01:26:44.069987]Total energy: 16862890.74670483
[2022-04-11 01:28:01.003896]Total energy: 16857893.28048495
[2022-04-11 01:29:21.106863]Total energy: 16869854.106009692
[2022-04-11 01:30:55.540212]Total energy: 16850314.537089564
[2022-04-11 01:32:37.438395]Total energy: 16900380.831581462
[2022-04-11 01:34:01.110100]Total energy: 16901122.797504082
[2022-04-11 01:35:19.344987]Total energy: 16852651.582344405
[2022-04-11 01:36:36.799896]Total energy: 16867474.117644493
[2022-04-11 01:37:58.818636]Total energy: 16869430.90508319
[2022-04-11 01:39:17.118580]Total energy: 16866374.323876385
[2022-04-11 01:40:57.360959]Total energy: 16881092.232965
[2022-04-11 01:42:33.925386]Total energy: 16869889.01338181
[2022-04-11 01:44:15.657892]Total energy: 16829543.323186737
[2022-04-11 01:45:50.236974]Total energy: 16864189.78008954
[2022-04-11 01:47:47.244426]Total energy: 16876163.055274602
[2022-04-11 01:49:05.512174]Total energy: 16898939.806353502
[2022-04-11 01:50:27.059176]Total energy: 16866503.741193958
[2022-04-11 01:52:00.571111]Total energy: 16848769.283228885
[2022-04-11 01:53:25.009636]Total energy: 16854737.081865504
[2022-04-11 01:54:44.687075]Total energy: 16888716.17638814
[2022-04-11 01:56:01.760226]Total energy: 16889412.74762708
[2022-04-11 01:57:21.287028]Total energy: 16864222.99778186
[2022-04-11 01:58:38.974568]Total energy: 16896882.56627915
[2022-04-11 01:59:55.871295]Total energy: 16878003.625280946
[2022-04-11 02:01:22.541251]Total energy: 16859174.399926215
[2022-04-11 02:02:47.699784]Total energy: 16859099.01171565
[2022-04-11 02:04:06.395503]Total energy: 16856807.875234865
[2022-04-11 02:05:24.936263]Total energy: 16870701.045784052
[2022-04-11 02:06:46.314953]Total energy: 16866537.784588475
[2022-04-11 02:08:06.837455]Total energy: 16865919.746170416
[2022-04-11 02:09:30.198445]Total energy: 16891695.399291053
[2022-04-11 02:10:52.719813]Total energy: 16865554.52455501
[2022-04-11 02:12:12.315619]Total energy: 16873154.60826909
[2022-04-11 02:13:42.665723]Total energy: 16882704.007261813
[2022-04-11 02:15:01.749605]Total energy: 16877180.69058898
[2022-04-11 02:16:21.511554]Total energy: 16872363.44161416
[2022-04-11 02:17:40.511948]Total energy: 16867398.409489434
[2022-04-11 02:19:00.495647]Total energy: 16845822.938648377
[2022-04-11 02:20:21.218569]Total energy: 16869854.75406153
[2022-04-11 02:21:47.250703]Total energy: 16878648.320574336
[2022-04-11 02:23:05.073520]Total energy: 16895334.272995982
[2022-04-11 02:24:24.631153]Total energy: 16856038.33939556
[2022-04-11 02:25:46.979818]Total energy: 16889650.366256252
[2022-04-11 02:27:07.258535]Total energy: 16876169.866395265
[2022-04-11 02:28:27.091369]Total energy: 16857684.836629618
[2022-04-11 02:29:46.517829]Total energy: 16834677.502141815
[2022-04-11 02:31:15.869742]Total energy: 16892390.358280946
[2022-04-11 02:32:43.319008]Total energy: 16892314.171955615
[2022-04-11 02:34:04.912438]Total energy: 16873291.65913017
[2022-04-11 02:35:24.084591]Total energy: 16854841.991014883
[2022-04-11 02:36:42.876768]Total energy: 16872519.223365117
[2022-04-11 02:38:02.572325]Total energy: 16837434.769268163
[2022-04-11 02:39:21.590788]Total energy: 16889663.734512214
[2022-04-11 02:41:01.522026]Total energy: 16854900.444858354
[2022-04-11 02:42:44.890312]Total energy: 16854852.625448935
[2022-04-11 02:44:16.503039]Total energy: 16879557.11895317
[2022-04-11 02:45:52.366574]Total energy: 16886964.286795292
[2022-04-11 02:47:29.774928]Total energy: 16887453.695414968
[2022-04-11 02:48:54.167100]Total energy: 16853207.170549616
[2022-04-11 02:50:13.425281]Total energy: 16859899.956285927
[2022-04-11 02:51:34.312242]Total energy: 16859919.608927954
[2022-04-11 02:52:54.425615]Total energy: 16880710.620570786
[2022-04-11 02:54:14.272984]Total energy: 16874237.653542284
[2022-04-11 02:55:33.238887]Total energy: 16857512.27930737
[2022-04-11 02:56:54.834655]Total energy: 16879997.940733727
[2022-04-11 02:58:14.525963]Total energy: 16890954.628744535
[2022-04-11 02:59:36.868324]Total energy: 16870183.774916112
[2022-04-11 03:01:06.635859]Total energy: 16869252.846522506
[2022-04-11 03:02:34.745107]Total energy: 16858094.689251512
[2022-04-11 03:03:57.296979]Total energy: 16874870.079788513
[2022-04-11 03:05:20.684548]Total energy: 16868844.358076964
[2022-04-11 03:06:40.740135]Total energy: 16896714.7348315
[2022-04-11 03:08:02.107949]Total energy: 16860403.02223859
[2022-04-11 03:09:31.452527]Total energy: 16876248.969870437
[2022-04-11 03:11:02.272634]Total energy: 16863767.640385713
[2022-04-11 03:12:39.301100]Total energy: 16897288.476794075
[2022-04-11 03:14:06.865026]Total energy: 16886548.336193237
[2022-04-11 03:15:27.659625]Total energy: 16904586.617234986
[2022-04-11 03:16:48.466001]Total energy: 16882029.329720207
[2022-04-11 03:18:07.957268]Total energy: 16858103.587968297
[2022-04-11 03:19:26.131203]Total energy: 16880554.203815155
[2022-04-11 03:20:58.912900]Total energy: 16873385.33543243
[2022-04-11 03:22:32.342467]Total energy: 16858199.294818923
[2022-04-11 03:24:00.936007]Total energy: 16911102.75169798
[2022-04-11 03:25:20.584744]Total energy: 16870300.774160713
[2022-04-11 03:26:39.861102]Total energy: 16862115.574730206
[2022-04-11 03:28:01.906285]Total energy: 16859946.965288185
[2022-04-11 03:29:21.644381]Total energy: 16874283.4382964
[2022-04-11 03:30:49.862695]Total energy: 16882192.235770497
[2022-04-11 03:32:08.124707]Total energy: 16862041.604097597
[2022-04-11 03:33:26.686465]Total energy: 16897949.0443005
[2022-04-11 03:34:45.561927]Total energy: 16862537.653538894
[2022-04-11 03:36:03.482814]Total energy: 16864721.958012298
[2022-04-11 03:37:23.216565]Total energy: 16885177.359304916
[2022-04-11 03:38:42.152730]Total energy: 16854524.696608733
[2022-04-11 03:40:00.551730]Total energy: 16885239.03998231
[2022-04-11 03:41:29.601173]Total energy: 16874145.102707494
[2022-04-11 03:42:56.008228]Total energy: 16917329.64142602
[2022-04-11 03:44:14.726819]Total energy: 16892852.714948084
[2022-04-11 03:45:33.118930]Total energy: 16863770.191917904
[2022-04-11 03:46:52.252849]Total energy: 16858002.004022405
[2022-04-11 03:48:13.773324]Total energy: 16887226.65267451
[2022-04-11 03:49:35.433962]Total energy: 16867038.82286385
[2022-04-11 03:51:04.176717]Total energy: 16850099.63739516
[2022-04-11 03:52:35.039080]Total energy: 16857931.16062489
[2022-04-11 03:54:04.425353]Total energy: 16891078.466740504
[2022-04-11 03:55:30.296674]Total energy: 16871630.58336735
[2022-04-11 03:56:49.767535]Total energy: 16861823.538798936
[2022-04-11 03:58:08.436032]Total energy: 16879898.23223626
[2022-04-11 03:59:28.716410]Total energy: 16840430.641127195
[2022-04-11 04:00:48.863528]Total energy: 16855554.02066301
[2022-04-11 04:02:07.218213]Total energy: 16844307.613483846
[2022-04-11 04:03:28.865701]Total energy: 16867928.477815285
[2022-04-11 04:05:06.283544]Total energy: 16848798.559480514
[2022-04-11 04:06:25.384542]Total energy: 16843650.497504976
[2022-04-11 04:07:43.455678]Total energy: 16841640.889158566
[2022-04-11 04:09:07.980866]Total energy: 16836859.423258375
[2022-04-11 04:10:31.804167]Total energy: 16849265.3549739
[2022-04-11 04:11:55.760023]Total energy: 16855982.221354302
[2022-04-11 04:13:17.152841]Total energy: 16861111.938875858
[2022-04-11 04:14:34.595196]Total energy: 16857149.01219613
[2022-04-11 04:15:51.868245]Total energy: 16878895.978352953
[2022-04-11 04:17:12.643935]Total energy: 16865008.233450644
[2022-04-11 04:18:39.887072]Total energy: 16870562.004088122
[2022-04-11 04:19:56.235408]Total energy: 16874475.64930841
[2022-04-11 04:21:22.541912]Total energy: 16857639.231335875
[2022-04-11 04:22:53.087519]Total energy: 16867579.229117166
[2022-04-11 04:24:13.019768]Total energy: 16863358.46340237
[2022-04-11 04:25:34.165493]Total energy: 16851174.498933606
[2022-04-11 04:26:57.945280]Total energy: 16865581.07881949
[2022-04-11 04:28:21.226574]Total energy: 16880505.323445022
[2022-04-11 04:29:46.505980]Total energy: 16855417.917817727
[2022-04-11 04:31:18.957387]Total energy: 16856502.92303677
[2022-04-11 04:32:49.323137]Total energy: 16869050.42771128
[2022-04-11 04:34:11.461478]Total energy: 16859727.54417643
[2022-04-11 04:35:31.265798]Total energy: 16877957.762804966
[2022-04-11 04:36:50.536574]Total energy: 16873269.563301448
[2022-04-11 04:38:10.356788]Total energy: 16846654.216707587
[2022-04-11 04:39:33.886441]Total energy: 16846579.281044308
[2022-04-11 04:41:12.968171]Total energy: 16881687.163480476
[2022-04-11 04:42:49.322240]Total energy: 16863964.686321277
[2022-04-11 04:44:10.699478]Total energy: 16841043.12238238
[2022-04-11 04:45:32.599954]Total energy: 16862358.02159546
[2022-04-11 04:46:52.926104]Total energy: 16858154.94054856
[2022-04-11 04:48:11.780681]Total energy: 16888934.68611072
[2022-04-11 04:49:31.904532]Total energy: 16886576.053970277
[2022-04-11 04:50:57.879991]Total energy: 16858891.252325382
[2022-04-11 04:52:35.647071]Total energy: 16873212.1866195
[2022-04-11 04:54:01.778624]Total energy: 16853904.927375995
[2022-04-11 04:55:20.060947]Total energy: 16853937.682515334
[2022-04-11 04:56:40.088695]Total energy: 16838540.998187657
[2022-04-11 04:58:00.815177]Total energy: 16884581.126331847
[2022-04-11 04:59:22.409476]Total energy: 16859147.84847911
[2022-04-11 05:00:57.968280]Total energy: 16859672.727072585
[2022-04-11 05:02:23.278708]Total energy: 16861149.509591114
[2022-04-11 05:03:43.133128]Total energy: 16845476.831936225
[2022-04-11 05:05:01.839119]Total energy: 16875014.171759978
[2022-04-11 05:06:22.778047]Total energy: 16830483.249121718
[2022-04-11 05:07:42.667574]Total energy: 16860336.14085656
[2022-04-11 05:09:03.714592]Total energy: 16862547.823209666
[2022-04-11 05:10:35.980192]Total energy: 16881039.624108594
[2022-04-11 05:12:22.485046]Total energy: 16858112.708954286
[2022-04-11 05:13:53.161197]Total energy: 16846630.57939209
[2022-04-11 05:15:13.085768]Total energy: 16851409.601468217
[2022-04-11 05:16:32.185985]Total energy: 16897895.960941378
[2022-04-11 05:17:53.587893]Total energy: 16858111.02839439
[2022-04-11 05:19:23.342540]Total energy: 16874310.1190439
[2022-04-11 05:21:03.001780]Total energy: 16864076.39260117
[2022-04-11 05:22:38.484372]Total energy: 16828780.015769422
[2022-04-11 05:24:07.900508]Total energy: 16867958.52204634
[2022-04-11 05:25:32.552250]Total energy: 16848279.51122116
[2022-04-11 05:26:53.299384]Total energy: 16863989.16700663
[2022-04-11 05:28:17.235203]Total energy: 16862856.405689165
[2022-04-11 05:29:37.194560]Total energy: 16858890.718542147
[2022-04-11 05:31:13.415347]Total energy: 16850993.20634654
[2022-04-11 05:32:43.893425]Total energy: 16841540.380484294
[2022-04-11 05:34:13.146326]Total energy: 16852650.593539353
[2022-04-11 05:35:32.989275]Total energy: 16871856.3788267
[2022-04-11 05:36:54.566557]Total energy: 16868985.037879486
[2022-04-11 05:38:16.819206]Total energy: 16861888.141723726
[2022-04-11 05:39:36.901145]Total energy: 16849733.085448064
[2022-04-11 05:41:18.492400]Total energy: 16878527.466047395
[2022-04-11 05:42:54.312045]Total energy: 16867935.502628915
[2022-04-11 05:44:21.874541]Total energy: 16855637.1673757
[2022-04-11 05:45:44.178057]Total energy: 16870139.848425273
[2022-04-11 05:47:06.767882]Total energy: 16853765.962560747
[2022-04-11 05:48:29.887332]Total energy: 16879282.179956302
[2022-04-11 05:49:52.432781]Total energy: 16872866.412018105
[2022-04-11 05:51:34.136037]Total energy: 16850148.590305507
[2022-04-11 05:53:11.643865]Total energy: 16875692.106764413
[2022-04-11 05:54:39.059928]Total energy: 16851906.124643352
[2022-04-11 05:55:59.874246]Total energy: 16836425.736116257
[2022-04-11 05:57:19.520829]Total energy: 16843075.160041675
[2022-04-11 05:58:39.715590]Total energy: 16845124.933034785
[2022-04-11 05:59:58.778713]Total energy: 16892351.72765414
[2022-04-11 06:01:20.916448]Total energy: 16875881.833352335
[2022-04-11 06:02:51.629024]Total energy: 16843892.917211935
[2022-04-11 06:04:20.374720]Total energy: 16847990.701882526
[2022-04-11 06:05:40.760720]Total energy: 16849211.4834872
[2022-04-11 06:07:00.073760]Total energy: 16880405.897228878
[2022-04-11 06:08:19.457658]Total energy: 16873647.39709051
[2022-04-11 06:09:37.789605]Total energy: 16860637.636752013
[2022-04-11 06:11:17.192284]Total energy: 16860905.3294742
[2022-04-11 06:12:53.578091]Total energy: 16875277.92228739
[2022-04-11 06:14:13.108501]Total energy: 16845717.538557503
[2022-04-11 06:15:32.591717]Total energy: 16888923.835916635
[2022-04-11 06:16:55.907712]Total energy: 16863464.02371406
[2022-04-11 06:18:15.424488]Total energy: 16847144.11891366
[2022-04-11 06:19:33.854481]Total energy: 16863955.38725937
[2022-04-11 06:20:51.158082]Total energy: 16853063.32368117
[2022-04-11 06:22:17.942747]Total energy: 16852192.35599763
[2022-04-11 06:23:39.331386]Total energy: 16848841.556959327
[2022-04-11 06:25:01.949405]Total energy: 16867252.072740424
[2022-04-11 06:26:22.996809]Total energy: 16878366.82290933
[2022-04-11 06:27:49.140360]Total energy: 16853557.829013526
[2022-04-11 06:29:11.154066]Total energy: 16862391.38143004
[2022-04-11 06:30:51.055170]Total energy: 16854842.91509644
[2022-04-11 06:32:37.074493]Total energy: 16887862.54185314
[2022-04-11 06:33:59.304458]Total energy: 16868583.92523538
[2022-04-11 06:35:21.107700]Total energy: 16875141.99434829
[2022-04-11 06:36:41.998691]Total energy: 16847082.44512212
[2022-04-11 06:38:03.913316]Total energy: 16838078.066186454
[2022-04-11 06:39:24.541900]Total energy: 16858107.2122295
[2022-04-11 06:40:52.370610]Total energy: 16895411.302831948
[2022-04-11 06:42:30.366677]Total energy: 16857610.890128735
[2022-04-11 06:43:56.383090]Total energy: 16860724.82576959
[2022-04-11 06:45:19.414321]Total energy: 16857328.742995597
[2022-04-11 06:46:39.301001]Total energy: 16874181.916512474
[2022-04-11 06:47:53.277495]Total energy: 16853187.378477678
[2022-04-11 06:49:15.847484]Total energy: 16845711.844092768
[2022-04-11 06:50:59.333276]Total energy: 16875323.100993894
[2022-04-11 06:52:44.832847]Total energy: 16877445.218018442
[2022-04-11 06:54:14.408901]Total energy: 16872498.620394394
[2022-04-11 06:55:37.092636]Total energy: 16865175.78729236
[2022-04-11 06:56:58.211825]Total energy: 16858307.18436247
[2022-04-11 06:58:20.112766]Total energy: 16850850.378028054
[2022-04-11 06:59:45.483827]Total energy: 16850466.911522675
[2022-04-11 07:01:12.804106]Total energy: 16860604.91825971
[2022-04-11 07:02:42.432395]Total energy: 16852999.74773236
[2022-04-11 07:04:04.100663]Total energy: 16867432.326995302
[2022-04-11 07:05:25.300694]Total energy: 16865188.21020528
[2022-04-11 07:06:47.469999]Total energy: 16860117.344513766
[2022-04-11 07:08:11.188610]Total energy: 16816374.662536904
[2022-04-11 07:09:34.257265]Total energy: 16852332.039219767
[2022-04-11 07:11:16.870084]Total energy: 16900589.192948736
[2022-04-11 07:12:45.170118]Total energy: 16841523.227922034
[2022-04-11 07:14:08.558800]Total energy: 16870182.244160023
[2022-04-11 07:15:32.214375]Total energy: 16883041.638859306
[2022-04-11 07:16:57.952536]Total energy: 16855167.308281213
[2022-04-11 07:18:22.161057]Total energy: 16849611.339901526
[2022-04-11 07:19:43.032217]Total energy: 16891369.967551112
[2022-04-11 07:21:11.754767]Total energy: 16898307.035487253
[2022-04-11 07:22:40.281383]Total energy: 16871629.883950084
[2022-04-11 07:24:03.098403]Total energy: 16879887.92844788
[2022-04-11 07:25:25.057791]Total energy: 16857768.334837552
[2022-04-11 07:26:46.049097]Total energy: 16855331.573471494
[2022-04-11 07:28:04.480703]Total energy: 16867765.476618785
[2022-04-11 07:29:14.554074]Total energy: 16875928.44669209
[2022-04-11 07:30:45.295006]Total energy: 16872287.953263126
[2022-04-11 07:32:30.390879]Total energy: 16878443.0899908
[2022-04-11 07:33:58.573499]Total energy: 16884851.378890894
[2022-04-11 07:35:20.340138]Total energy: 16858864.844093252
[2022-04-11 07:36:41.831333]Total energy: 16862193.9533001
[2022-04-11 07:38:05.409428]Total energy: 16875808.5362095
[2022-04-11 07:39:18.061719]Total energy: 16866448.343056403
[2022-04-11 07:40:59.340907]Total energy: 16860621.53405485
[2022-04-11 07:42:48.244407]Total energy: 16889744.927132886
[2022-04-11 07:44:29.099255]Total energy: 16859965.336576857
[2022-04-11 07:45:59.622461]Total energy: 16861566.631394982
[2022-04-11 07:47:23.229952]Total energy: 16889928.66068744
[2022-04-11 07:48:44.280789]Total energy: 16880299.63228838
[2022-04-11 07:50:07.953581]Total energy: 16873942.25521122
[2022-04-11 07:51:42.546159]Total energy: 16867764.665896904
[2022-04-11 07:53:14.845233]Total energy: 16881288.81139278
[2022-04-11 07:54:36.173711]Total energy: 16870666.120536055
[2022-04-11 07:55:59.382224]Total energy: 16871021.384520985
[2022-04-11 07:57:20.000353]Total energy: 16843539.78361761
[2022-04-11 07:58:40.822473]Total energy: 16832437.08046568
[2022-04-11 08:00:01.894094]Total energy: 16847774.985983454
[2022-04-11 08:01:34.188657]Total energy: 16814288.22625905
[2022-04-11 08:03:00.113810]Total energy: 16892348.356403947
[2022-04-11 08:04:24.205600]Total energy: 16874603.409916963
[2022-04-11 08:05:46.076755]Total energy: 16891055.339548685
[2022-04-11 08:07:07.473324]Total energy: 16859446.7065525
[2022-04-11 08:08:28.735486]Total energy: 16873393.798723727
[2022-04-11 08:09:50.792460]Total energy: 16860924.398849506
[2022-04-11 08:11:24.837058]Total energy: 16861387.360575538
[2022-04-11 08:12:55.006468]Total energy: 16883949.70181794
[2022-04-11 08:14:23.713021]Total energy: 16891755.8344997
[2022-04-11 08:15:45.561531]Total energy: 16853671.9362502
[2022-04-11 08:17:07.552601]Total energy: 16860966.923947424
[2022-04-11 08:18:28.890610]Total energy: 16875818.235723212
[2022-04-11 08:19:53.033877]Total energy: 16875260.966241084
[2022-04-11 08:21:32.622891]Total energy: 16897243.12005406
[2022-04-11 08:23:18.595066]Total energy: 16888511.23563963
[2022-04-11 08:24:47.936670]Total energy: 16852141.781111203
[2022-04-11 08:26:11.058156]Total energy: 16897465.461939473
[2022-04-11 08:27:33.386733]Total energy: 16883237.743606467
[2022-04-11 08:28:56.515510]Total energy: 16903343.16586022
[2022-04-11 08:30:17.044551]Total energy: 16852511.639201436
[2022-04-11 08:31:48.018846]Total energy: 16869276.428447317
[2022-04-11 08:33:24.314917]Total energy: 16871913.15521211
[2022-04-11 08:34:53.661318]Total energy: 16878661.563162323
[2022-04-11 08:36:15.973665]Total energy: 16873661.185047954
[2022-04-11 08:37:36.013408]Total energy: 16886737.265931014
[2022-04-11 08:38:56.087975]Total energy: 16865683.27992912
[2022-04-11 08:40:15.961852]Total energy: 16895590.55314852
[2022-04-11 08:41:49.668692]Total energy: 16880991.817747418
[2022-04-11 08:43:21.652467]Total energy: 16888616.483115736
[2022-04-11 08:44:45.442388]Total energy: 16892877.68739807
[2022-04-11 08:46:06.669122]Total energy: 16880561.475328602
[2022-04-11 08:47:29.426256]Total energy: 16851417.35296323
[2022-04-11 08:48:50.954030]Total energy: 16866071.918169968
[2022-04-11 08:50:11.177508]Total energy: 16858401.06178779
[2022-04-11 08:51:53.259823]Total energy: 16879092.35848191
[2022-04-11 08:53:30.574503]Total energy: 16888052.13898581
[2022-04-11 08:54:51.364199]Total energy: 16872752.617844705
[2022-04-11 08:56:12.254997]Total energy: 16868999.306322575
[2022-04-11 08:57:34.410667]Total energy: 16864213.44271108
[2022-04-11 08:58:56.918357]Total energy: 16864759.748262174
[2022-04-11 09:00:17.754066]Total energy: 16882602.87955233
[2022-04-11 09:01:48.753338]Total energy: 16874710.825271495
[2022-04-11 09:03:13.276465]Total energy: 16884278.04953812
[2022-04-11 09:04:33.604962]Total energy: 16845625.372856684
[2022-04-11 09:05:54.079791]Total energy: 16859042.25841372
[2022-04-11 09:07:16.203185]Total energy: 16871998.07564936
[2022-04-11 09:08:36.711299]Total energy: 16865286.73366756
[2022-04-11 09:10:00.302481]Total energy: 16862616.196766764
[2022-04-11 09:11:34.456429]Total energy: 16856352.60417234
[2022-04-11 09:12:57.051535]Total energy: 16870733.229369454
[2022-04-11 09:14:20.366501]Total energy: 16900032.55409247
[2022-04-11 09:15:40.838466]Total energy: 16871494.832862634
[2022-04-11 09:17:02.978129]Total energy: 16871137.578997407
[2022-04-11 09:18:25.069204]Total energy: 16856667.451705027
[2022-04-11 09:19:56.115015]Total energy: 16880476.04371982
[2022-04-11 09:21:35.311002]Total energy: 16894847.61148393
[2022-04-11 09:23:15.831261]Total energy: 16864459.918475468
[2022-04-11 09:24:56.470722]Total energy: 16874134.499495976
[2022-04-11 09:26:27.162399]Total energy: 16869510.74603721
[2022-04-11 09:27:47.761645]Total energy: 16876271.212996226
[2022-04-11 09:29:12.355145]Total energy: 16873574.979874242
[2022-04-11 09:31:02.011234]Total energy: 16901965.851060912
[2022-04-11 09:32:48.560218]Total energy: 16857339.44725622
[2022-04-11 09:34:19.227117]Total energy: 16857030.37372835
[2022-04-11 09:35:41.854143]Total energy: 16866927.30353164
[2022-04-11 09:37:07.762027]Total energy: 16872427.04559764
[2022-04-11 09:38:28.663420]Total energy: 16898918.67400115
[2022-04-11 09:39:49.940941]Total energy: 16851408.032772925
[2022-04-11 09:41:31.602906]Total energy: 16881894.22044515
[2022-04-11 09:43:07.538692]Total energy: 16874015.520633522
[2022-04-11 09:44:34.898081]Total energy: 16871126.487089373
[2022-04-11 09:45:55.520408]Total energy: 16862813.567644075
[2022-04-11 09:47:15.584385]Total energy: 16875496.109788485
[2022-04-11 09:48:35.849725]Total energy: 16879404.26516346
[2022-04-11 09:49:56.001677]Total energy: 16891415.22069012
[2022-04-11 09:51:34.580060]Total energy: 16893692.561767865
[2022-04-11 09:53:02.933146]Total energy: 16879849.69736763
[2022-04-11 09:54:23.556308]Total energy: 16883350.00047115
[2022-04-11 09:55:44.420018]Total energy: 16860093.644357584
[2022-04-11 09:57:04.706170]Total energy: 16861815.50603681
[2022-04-11 09:58:27.644713]Total energy: 16849918.430802602
[2022-04-11 09:59:52.501714]Total energy: 16862366.518166028
[2022-04-11 10:01:31.913185]Total energy: 16873515.00889535
[2022-04-11 10:03:14.741051]Total energy: 16881969.78839813
[2022-04-11 10:04:35.553236]Total energy: 16893749.794649117
[2022-04-11 10:05:56.554104]Total energy: 16895751.24209832
[2022-04-11 10:07:17.536008]Total energy: 16872138.493896075
[2022-04-11 10:08:38.025772]Total energy: 16878813.46433933
[2022-04-11 10:10:00.170187]Total energy: 16905087.410546627
[2022-04-11 10:11:42.076806]Total energy: 16887511.951376542
[2022-04-11 10:13:09.268301]Total energy: 16876636.532021925
[2022-04-11 10:14:29.337074]Total energy: 16856784.968756676
[2022-04-11 10:15:53.904081]Total energy: 16871931.5932032
[2022-04-11 10:17:18.032014]Total energy: 16882228.525751214
[2022-04-11 10:18:37.993062]Total energy: 16871261.862757724
[2022-04-11 10:20:03.879365]Total energy: 16875244.564171754
[2022-04-11 10:21:34.125480]Total energy: 16848381.929943506
[2022-04-11 10:23:00.069007]Total energy: 16858635.15380099
[2022-04-11 10:24:20.456000]Total energy: 16874294.1435441
[2022-04-11 10:25:42.361711]Total energy: 16861949.44793226
[2022-04-11 10:27:01.887880]Total energy: 16883413.08354603
[2022-04-11 10:28:26.182697]Total energy: 16886865.10050691
[2022-04-11 10:29:45.556757]Total energy: 16866857.44269346
[2022-04-11 10:31:25.450835]Total energy: 16861828.99097171
[2022-04-11 10:33:03.464987]Total energy: 16874817.779808138
[2022-04-11 10:34:21.241538]Total energy: 16838404.055791136
[2022-04-11 10:35:45.133573]Total energy: 16888721.49769892
[2022-04-11 10:37:07.349586]Total energy: 16896164.992675867
[2022-04-11 10:38:27.773073]Total energy: 16893853.68412467
[2022-04-11 10:39:50.178933]Total energy: 16875492.27581509
[2022-04-11 10:41:22.933046]Total energy: 16866469.45898478
[2022-04-11 10:42:52.575860]Total energy: 16862685.505833365
[2022-04-11 10:44:15.423860]Total energy: 16854536.53301741
[2022-04-11 10:45:39.585303]Total energy: 16838889.86309366
[2022-04-11 10:47:05.762304]Total energy: 16884563.481432572
[2022-04-11 10:48:30.944129]Total energy: 16871441.646788985
[2022-04-11 10:49:54.975080]Total energy: 16873400.887413945
[2022-04-11 10:51:26.599437]Total energy: 16897160.92847727
[2022-04-11 10:52:51.039093]Total energy: 16875525.064576123
[2022-04-11 10:54:14.397676]Total energy: 16886296.579081606
[2022-04-11 10:55:45.058249]Total energy: 16884150.54916469
