initial: all - diverse_all
[2022-04-08 12:48:01.315786]Total energy: 16693810.614300791
[2022-04-08 12:49:06.419195]Total energy: 16720217.799989335
[2022-04-08 12:50:12.730691]Total energy: 16706387.181171335
[2022-04-08 12:51:43.885597]Total energy: 16662801.0457072
[2022-04-08 12:53:10.735305]Total energy: 16721420.654194223
[2022-04-08 12:54:26.174630]Total energy: 16692109.966286447
[2022-04-08 12:55:33.143101]Total energy: 16682393.27733032
[2022-04-08 12:56:39.510441]Total energy: 16733198.907057889
[2022-04-08 12:57:47.678080]Total energy: 16725129.462980462
[2022-04-08 12:58:54.397252]Total energy: 16696001.27026569
[2022-04-08 13:00:01.976213]Total energy: 16688719.399078524
[2022-04-08 13:01:21.667900]Total energy: 16704578.546661993
[2022-04-08 13:02:48.138412]Total energy: 16707430.65387547
[2022-04-08 13:03:58.732497]Total energy: 16684066.420382552
[2022-04-08 13:05:05.603917]Total energy: 16722911.711536689
[2022-04-08 13:06:13.690498]Total energy: 16673225.483402029
[2022-04-08 13:07:20.155772]Total energy: 16701651.928267455
[2022-04-08 13:08:25.971662]Total energy: 16732713.166463364
[2022-04-08 13:09:32.634825]Total energy: 16706356.158675412
[2022-04-08 13:10:59.112394]Total energy: 16721358.939646002
[2022-04-08 13:12:23.615989]Total energy: 16692209.827363761
[2022-04-08 13:13:30.080296]Total energy: 16706391.34838804
[2022-04-08 13:14:43.766445]Total energy: 16708098.941146757
[2022-04-08 13:15:55.634894]Total energy: 16688294.376813062
[2022-04-08 13:17:02.165803]Total energy: 16709906.549976123
[2022-04-08 13:18:14.209042]Total energy: 16675944.270532865
[2022-04-08 13:19:19.405342]Total energy: 16668800.562749946
[2022-04-08 13:20:38.052404]Total energy: 16678086.833284313
[2022-04-08 13:22:00.396575]Total energy: 16673724.95635158
[2022-04-08 13:23:06.618028]Total energy: 16667503.454281637
[2022-04-08 13:24:12.096844]Total energy: 16682371.408376066
[2022-04-08 13:25:19.135959]Total energy: 16685080.22740735
[2022-04-08 13:26:25.331576]Total energy: 16666252.045651019
[2022-04-08 13:27:31.069155]Total energy: 16680979.281100096
[2022-04-08 13:28:39.390138]Total energy: 16691470.377570854
[2022-04-08 13:29:46.724073]Total energy: 16691589.53510586
[2022-04-08 13:31:19.346335]Total energy: 16662913.588022435
[2022-04-08 13:32:43.394443]Total energy: 16666394.881919408
[2022-04-08 13:33:51.112056]Total energy: 16659043.06242299
[2022-04-08 13:34:58.553256]Total energy: 16702027.894382423
[2022-04-08 13:36:04.241753]Total energy: 16672352.476920351
[2022-04-08 13:37:10.429238]Total energy: 16672000.221619222
[2022-04-08 13:38:17.732695]Total energy: 16699241.444465032
[2022-04-08 13:39:25.225600]Total energy: 16705560.345665794
[2022-04-08 13:40:38.657423]Total energy: 16708116.299028555
[2022-04-08 13:41:59.486655]Total energy: 16695009.664575525
[2022-04-08 13:43:25.740617]Total energy: 16688557.390255293
[2022-04-08 13:44:38.198854]Total energy: 16667634.038605852
[2022-04-08 13:45:49.555010]Total energy: 16658155.537922319
[2022-04-08 13:46:58.311147]Total energy: 16673324.37642351
[2022-04-08 13:48:06.006018]Total energy: 16699042.314137697
[2022-04-08 13:49:12.282680]Total energy: 16661654.811704487
[2022-04-08 13:50:21.668292]Total energy: 16670565.070749605
[2022-04-08 13:51:53.651948]Total energy: 16668888.798861854
[2022-04-08 13:53:18.129952]Total energy: 16695827.148065519
[2022-04-08 13:54:31.879422]Total energy: 16643366.891413085
[2022-04-08 13:55:38.264289]Total energy: 16666878.230952743
[2022-04-08 13:56:46.667998]Total energy: 16663090.52370908
[2022-04-08 13:57:53.845424]Total energy: 16683727.809804091
[2022-04-08 13:59:01.047259]Total energy: 16671568.802086977
[2022-04-08 14:00:08.455957]Total energy: 16693829.593001716
[2022-04-08 14:01:16.571271]Total energy: 16659482.071577635
[2022-04-08 14:02:24.144185]Total energy: 16664845.420237424
[2022-04-08 14:03:34.547975]Total energy: 16687237.088025521
[2022-04-08 14:04:43.490421]Total energy: 16684920.639833916
[2022-04-08 14:05:49.140966]Total energy: 16687325.267362254
[2022-04-08 14:06:54.750171]Total energy: 16657611.919572033
[2022-04-08 14:08:01.442412]Total energy: 16657325.443989582
[2022-04-08 14:09:06.450462]Total energy: 16657993.797208095
[2022-04-08 14:10:14.488357]Total energy: 16636715.513910145
[2022-04-08 14:11:21.621398]Total energy: 16673720.510028804
[2022-04-08 14:12:28.398279]Total energy: 16635408.802414972
[2022-04-08 14:13:34.043473]Total energy: 16627888.986467255
[2022-04-08 14:14:39.346918]Total energy: 16651747.267658511
[2022-04-08 14:15:47.037699]Total energy: 16616798.012164438
[2022-04-08 14:16:53.571458]Total energy: 16632093.140198296
[2022-04-08 14:18:00.432488]Total energy: 16619692.782628132
[2022-04-08 14:19:06.641640]Total energy: 16614626.61260993
[2022-04-08 14:20:12.598778]Total energy: 16658403.529185588
[2022-04-08 14:21:28.488315]Total energy: 16686080.084829902
[2022-04-08 14:22:43.063155]Total energy: 16644491.963196065
[2022-04-08 14:23:48.772931]Total energy: 16637191.653899414
[2022-04-08 14:24:55.753208]Total energy: 16623664.570582232
[2022-04-08 14:26:02.256138]Total energy: 16663388.768315919
[2022-04-08 14:27:08.702653]Total energy: 16684315.448103935
[2022-04-08 14:28:14.550892]Total energy: 16663343.27174517
[2022-04-08 14:29:23.699034]Total energy: 16664187.332902744
[2022-04-08 14:30:53.646124]Total energy: 16682527.599743677
[2022-04-08 14:32:16.438099]Total energy: 16674738.1005457
[2022-04-08 14:33:22.463688]Total energy: 16644354.560485722
[2022-04-08 14:34:29.669923]Total energy: 16696076.24581883
[2022-04-08 14:35:36.284936]Total energy: 16679653.83191397
[2022-04-08 14:36:41.042291]Total energy: 16676444.179524625
[2022-04-08 14:37:46.557489]Total energy: 16681679.370317651
[2022-04-08 14:38:52.633079]Total energy: 16649282.716320826
[2022-04-08 14:39:59.992842]Total energy: 16633173.29093179
[2022-04-08 14:41:15.762238]Total energy: 16659394.678125193
[2022-04-08 14:42:26.407443]Total energy: 16645518.490066933
[2022-04-08 14:43:33.307725]Total energy: 16672344.63826831
[2022-04-08 14:44:41.826083]Total energy: 16667876.604313193
[2022-04-08 14:45:47.646058]Total energy: 16669307.331471952
[2022-04-08 14:46:53.486097]Total energy: 16644183.557139039
[2022-04-08 14:48:00.498982]Total energy: 16665097.934828114
[2022-04-08 14:49:07.900466]Total energy: 16675125.330993189
[2022-04-08 14:50:14.934902]Total energy: 16640302.419335907
[2022-04-08 14:51:28.750503]Total energy: 16675663.831478454
[2022-04-08 14:52:40.541207]Total energy: 16676576.00320194
[2022-04-08 14:53:46.140505]Total energy: 16651939.334623424
[2022-04-08 14:54:52.038645]Total energy: 16682504.601073967
[2022-04-08 14:55:59.516027]Total energy: 16676619.999830147
[2022-04-08 14:57:05.464528]Total energy: 16636533.440682009
[2022-04-08 14:58:11.158325]Total energy: 16682711.790719235
[2022-04-08 14:59:17.044224]Total energy: 16675722.978875222
[2022-04-08 15:00:24.897374]Total energy: 16646863.828820383
[2022-04-08 15:01:35.920298]Total energy: 16649955.396544244
[2022-04-08 15:02:44.094108]Total energy: 16658825.518758902
[2022-04-08 15:03:50.237893]Total energy: 16649941.0322849
[2022-04-08 15:04:57.227878]Total energy: 16676341.094586533
[2022-04-08 15:06:03.501758]Total energy: 16654691.835961772
[2022-04-08 15:07:12.293364]Total energy: 16649548.197712993
[2022-04-08 15:08:18.771697]Total energy: 16640019.364586461
[2022-04-08 15:09:24.848420]Total energy: 16676626.213447195
[2022-04-08 15:10:32.695129]Total energy: 16659762.157420779
[2022-04-08 15:11:38.719643]Total energy: 16660007.937525587
[2022-04-08 15:12:45.282689]Total energy: 16651519.939514155
[2022-04-08 15:13:50.316622]Total energy: 16637194.961700452
[2022-04-08 15:14:56.134502]Total energy: 16642817.833410252
[2022-04-08 15:16:52.143210]Total energy: 16637772.305883165
[2022-04-08 15:17:57.587121]Total energy: 16636864.824288066
[2022-04-08 15:19:03.494076]Total energy: 16668420.522923674
[2022-04-08 15:20:10.087756]Total energy: 16687106.970443672
[2022-04-08 15:21:29.791631]Total energy: 16621659.97983312
[2022-04-08 15:24:50.611029]Total energy: 16621978.492497459
[2022-04-08 15:25:58.452273]Total energy: 16625035.23166868
[2022-04-08 15:27:03.341493]Total energy: 16622696.670571495
[2022-04-08 15:28:09.189683]Total energy: 16648156.309354309
[2022-04-08 15:29:15.081359]Total energy: 16633695.193411153
[2022-04-08 15:30:21.279227]Total energy: 16618828.222397508
[2022-04-08 15:31:30.500007]Total energy: 16666461.221943574
[2022-04-08 15:32:36.404253]Total energy: 16627481.90961146
[2022-04-08 15:33:45.495149]Total energy: 16664312.483194172
[2022-04-08 15:35:01.139425]Total energy: 16647780.441994937
[2022-04-08 15:36:07.447383]Total energy: 16650458.159949237
[2022-04-08 15:37:13.001084]Total energy: 16617726.154420746
[2022-04-08 15:38:22.661370]Total energy: 16635154.500000386
[2022-04-08 15:39:27.908528]Total energy: 16634058.592244249
[2022-04-08 15:40:50.186225]Total energy: 16646266.375653
[2022-04-08 15:42:01.019430]Total energy: 16648655.125879668
[2022-04-08 15:43:06.581844]Total energy: 16644358.78463301
[2022-04-08 15:44:14.211979]Total energy: 16653610.367523978
[2022-04-08 15:45:21.268608]Total energy: 16637794.161522673
[2022-04-08 15:46:26.825440]Total energy: 16624483.327555092
[2022-04-08 15:47:33.879091]Total energy: 16621649.364737352
[2022-04-08 15:48:40.032596]Total energy: 16658549.864774028
[2022-04-08 15:49:45.686168]Total energy: 16654002.417413548
[2022-04-08 15:50:54.656500]Total energy: 16643030.961054334
[2022-04-08 15:52:01.468600]Total energy: 16621460.374566192
[2022-04-08 15:53:06.793048]Total energy: 16631548.661907967
[2022-04-08 15:54:15.208416]Total energy: 16639365.99413178
[2022-04-08 15:55:21.915827]Total energy: 16615096.556034343
[2022-04-08 15:56:29.171559]Total energy: 16639047.581273777
[2022-04-08 15:57:39.011726]Total energy: 16638934.612461327
[2022-04-08 15:58:44.759131]Total energy: 16652838.668380795
[2022-04-08 15:59:50.769459]Total energy: 16661158.652004307
[2022-04-08 16:00:57.804955]Total energy: 16637913.430031609
[2022-04-08 16:02:03.568446]Total energy: 16631534.677981263
[2022-04-08 16:03:12.100375]Total energy: 16600753.756601214
[2022-04-08 16:04:24.252244]Total energy: 16656650.96372403
[2022-04-08 16:05:31.470835]Total energy: 16602229.167343607
[2022-04-08 16:06:40.117496]Total energy: 16649966.871252604
[2022-04-08 16:07:46.238747]Total energy: 16644923.813270781
[2022-04-08 16:08:53.500523]Total energy: 16687243.126074985
[2022-04-08 16:10:01.743098]Total energy: 16671627.42152457
[2022-04-08 16:11:08.992311]Total energy: 16650044.466103975
[2022-04-08 16:12:16.740529]Total energy: 16638357.33440894
[2022-04-08 16:13:24.639124]Total energy: 16633752.944643551
[2022-04-08 16:14:31.572621]Total energy: 16654322.976493793
[2022-04-08 16:15:37.844013]Total energy: 16640908.50707679
[2022-04-08 16:16:46.907742]Total energy: 16634892.347996484
[2022-04-08 16:17:52.351047]Total energy: 16648194.20960582
[2022-04-08 16:18:58.612789]Total energy: 16624463.045999289
[2022-04-08 16:20:06.123424]Total energy: 16628537.221144695
[2022-04-08 16:21:23.946961]Total energy: 16663939.33151351
[2022-04-08 16:22:32.622199]Total energy: 16640535.477693671
[2022-04-08 16:23:50.402891]Total energy: 16646468.005456414
[2022-04-08 16:25:01.349118]Total energy: 16666551.772396717
[2022-04-08 16:26:07.055681]Total energy: 16650676.814375512
[2022-04-08 16:27:12.784587]Total energy: 16610900.386750126
[2022-04-08 16:28:17.779450]Total energy: 16656514.634798361
[2022-04-08 16:29:23.281279]Total energy: 16658468.308130717
[2022-04-08 16:30:34.698430]Total energy: 16615172.608901348
[2022-04-08 16:31:47.500563]Total energy: 16663257.92574372
[2022-04-08 16:32:53.799918]Total energy: 16647057.12960725
[2022-04-08 16:34:02.164400]Total energy: 16614326.64158082
[2022-04-08 16:35:06.915890]Total energy: 16642270.547616856
[2022-04-08 16:36:15.218921]Total energy: 16640961.185422318
[2022-04-08 16:37:21.333516]Total energy: 16628214.39347201
[2022-04-08 16:38:29.550229]Total energy: 16652353.023952605
[2022-04-08 16:39:36.223488]Total energy: 16646735.711178614
[2022-04-08 16:40:45.082056]Total energy: 16630287.321487516
[2022-04-08 16:41:52.211050]Total energy: 16648483.619113483
[2022-04-08 16:42:59.899412]Total energy: 16667756.061230725
[2022-04-08 16:44:04.757186]Total energy: 16614591.142360762
[2022-04-08 16:45:10.758760]Total energy: 16634275.64017217
[2022-04-08 16:46:16.193045]Total energy: 16674752.41326708
[2022-04-08 16:47:21.006241]Total energy: 16686637.638534725
[2022-04-08 16:48:28.120782]Total energy: 16659033.512037272
[2022-04-08 16:49:37.243079]Total energy: 16646479.817282375
[2022-04-08 16:50:45.879559]Total energy: 16635225.009752559
[2022-04-08 16:51:54.220657]Total energy: 16658466.834694508
[2022-04-08 16:53:01.112231]Total energy: 16647670.902526727
[2022-04-08 16:54:09.554597]Total energy: 16630245.98009242
[2022-04-08 16:55:17.753765]Total energy: 16652000.341953784
[2022-04-08 16:56:25.067357]Total energy: 16631109.684897326
[2022-04-08 16:57:32.749530]Total energy: 16636826.169796746
[2022-04-08 16:58:41.902020]Total energy: 16637013.235403353
[2022-04-08 16:59:51.175579]Total energy: 16663706.44687615
[2022-04-08 17:01:00.781493]Total energy: 16617010.76128665
[2022-04-08 17:02:11.468227]Total energy: 16656951.982330197
[2022-04-08 17:03:21.231221]Total energy: 16634913.936045114
[2022-04-08 17:04:35.728613]Total energy: 16641670.386995586
[2022-04-08 17:05:46.078881]Total energy: 16623496.520092255
[2022-04-08 17:06:55.816601]Total energy: 16654965.904596051
[2022-04-08 17:08:02.561403]Total energy: 16620349.959265154
[2022-04-08 17:09:08.224372]Total energy: 16632395.163206007
[2022-04-08 17:10:14.933540]Total energy: 16626442.693095531
[2022-04-08 17:11:23.283094]Total energy: 16630859.82913971
[2022-04-08 17:12:29.321077]Total energy: 16610854.798514122
[2022-04-08 17:13:36.647577]Total energy: 16621002.631056936
[2022-04-08 17:14:43.968843]Total energy: 16611698.093300864
[2022-04-08 17:15:49.812514]Total energy: 16622589.227485022
[2022-04-08 17:16:55.996781]Total energy: 16609151.836868787
[2022-04-08 17:18:03.963338]Total energy: 16651061.192141294
[2022-04-08 17:19:09.366806]Total energy: 16617263.17944624
[2022-04-08 17:20:15.439212]Total energy: 16649511.199331747
[2022-04-08 17:21:21.455529]Total energy: 16627977.291931942
[2022-04-08 17:35:22.338576]Total energy: 16618154.543240778
[2022-04-08 17:36:30.356719]Total energy: 16646179.872946348
[2022-04-08 17:37:36.485529]Total energy: 16610797.886466272
[2022-04-08 17:38:43.375594]Total energy: 16603199.060454475
[2022-04-08 17:39:49.687435]Total energy: 16615624.626526188
[2022-04-08 17:40:59.868569]Total energy: 16612686.659278108
[2022-04-08 17:42:05.887502]Total energy: 16615309.92061283
[2022-04-08 17:43:11.583839]Total energy: 16617893.735342588
[2022-04-08 17:44:17.948434]Total energy: 16653999.74089692
[2022-04-08 17:45:23.967948]Total energy: 16624558.28402097
[2022-04-08 17:46:29.874154]Total energy: 16613069.296486937
[2022-04-08 17:47:35.687780]Total energy: 16639596.256990878
[2022-04-08 17:48:42.540048]Total energy: 16614939.843419934
[2022-04-08 17:49:49.322632]Total energy: 16631125.255791632
[2022-04-08 17:50:55.320571]Total energy: 16619957.624724653
[2022-04-08 17:52:02.136605]Total energy: 16619053.338046797
[2022-04-08 17:53:08.970267]Total energy: 16629624.350625474
[2022-04-08 17:54:20.416342]Total energy: 16612691.477400571
[2022-04-08 17:55:29.814302]Total energy: 16608796.142460251
[2022-04-08 17:56:36.380818]Total energy: 16632183.796180034
[2022-04-08 17:57:45.504949]Total energy: 16635678.56126272
[2022-04-08 17:58:55.152105]Total energy: 16625266.541740749
[2022-04-08 18:00:00.201253]Total energy: 16620143.011761988
[2022-04-08 18:01:08.690972]Total energy: 16640023.786023034
[2022-04-08 18:02:14.793795]Total energy: 16610840.269561466
[2022-04-08 18:03:21.089386]Total energy: 16606983.404903255
[2022-04-08 18:04:29.240368]Total energy: 16597260.112808028
[2022-04-08 18:05:35.604847]Total energy: 16624029.75660998
[2022-04-08 18:06:41.648899]Total energy: 16619628.314026203
[2022-04-08 18:07:50.192156]Total energy: 16655756.653997233
[2022-04-08 18:08:56.124514]Total energy: 16620541.840954363
[2022-04-08 18:10:01.064857]Total energy: 16621342.86146864
[2022-04-08 18:11:18.384922]Total energy: 16625437.601733094
[2022-04-08 18:12:27.696268]Total energy: 16627136.615169434
[2022-04-08 18:13:33.496833]Total energy: 16611518.402512485
[2022-04-08 18:14:38.471444]Total energy: 16623340.932978665
[2022-04-08 18:15:43.118416]Total energy: 16644891.13213086
[2022-04-08 18:16:47.914199]Total energy: 16615848.313637042
[2022-04-08 18:17:53.751414]Total energy: 16641111.04335048
[2022-04-08 18:19:01.393528]Total energy: 16632804.880019419
[2022-04-08 18:20:08.656373]Total energy: 16630796.854845075
[2022-04-08 18:21:14.810158]Total energy: 16622308.72051198
[2022-04-08 18:22:20.245198]Total energy: 16628372.457961503
[2022-04-08 18:23:26.480439]Total energy: 16640785.339555467
[2022-04-08 18:24:32.559488]Total energy: 16617371.769492898
[2022-04-08 18:25:38.857249]Total energy: 16620985.165139737
[2022-04-08 18:26:48.235025]Total energy: 16634656.642543811
[2022-04-08 18:27:55.124030]Total energy: 16616073.009807503
[2022-04-08 18:29:00.804937]Total energy: 16646896.034169985
[2022-04-08 18:30:09.785611]Total energy: 16629703.582190013
[2022-04-08 18:31:15.501620]Total energy: 16607994.411716478
[2022-04-08 18:32:20.536893]Total energy: 16633750.685905594
[2022-04-08 18:33:28.086389]Total energy: 16628696.931354938
[2022-04-08 18:34:36.004736]Total energy: 16640358.178030718
[2022-04-08 18:35:43.515404]Total energy: 16638790.11753925
[2022-04-08 18:36:51.049099]Total energy: 16648537.351018397
[2022-04-08 18:37:56.457679]Total energy: 16632497.025909308
[2022-04-08 18:39:02.737791]Total energy: 16642758.998339891
[2022-04-08 18:40:14.298385]Total energy: 16633874.27827764
[2022-04-08 18:41:29.142576]Total energy: 16632780.457530618
[2022-04-08 18:42:46.641854]Total energy: 16658054.241956642
[2022-04-08 18:43:59.118026]Total energy: 16628220.891016452
[2022-04-08 18:45:05.024650]Total energy: 16633076.784869587
[2022-04-08 18:46:11.627709]Total energy: 16635909.813811947
[2022-04-08 18:47:18.158529]Total energy: 16606885.27625464
[2022-04-08 18:48:24.195207]Total energy: 16631109.838764314
[2022-04-08 18:49:29.670276]Total energy: 16618108.245460775
[2022-04-08 18:50:36.398093]Total energy: 16621489.914464947
[2022-04-08 18:51:42.123823]Total energy: 16641365.243362749
[2022-04-08 18:52:48.439085]Total energy: 16658377.992298625
[2022-04-08 18:53:54.528432]Total energy: 16631340.889260372
[2022-04-08 18:55:03.999072]Total energy: 16630232.272637693
[2022-04-08 18:56:10.037083]Total energy: 16640518.1420984
[2022-04-08 18:57:15.448674]Total energy: 16619872.400789805
[2022-04-08 18:58:20.929313]Total energy: 16619126.928344905
[2022-04-08 18:59:28.856184]Total energy: 16623479.349268358
[2022-04-08 19:00:44.129847]Total energy: 16639532.811222652
[2022-04-08 19:01:54.433139]Total energy: 16617809.844891466
[2022-04-08 19:03:04.937600]Total energy: 16622720.623976164
[2022-04-08 19:04:11.370761]Total energy: 16644664.924810583
[2022-04-08 19:05:17.415903]Total energy: 16624786.985252699
[2022-04-08 19:06:24.950987]Total energy: 16638034.789867302
[2022-04-08 19:07:31.339753]Total energy: 16629725.726534806
[2022-04-08 19:08:37.541125]Total energy: 16633226.737081472
[2022-04-08 19:09:44.146030]Total energy: 16616443.118692566
[2022-04-08 19:10:52.291057]Total energy: 16605361.675137395
[2022-04-08 19:11:58.106551]Total energy: 16660170.84847918
[2022-04-08 19:13:02.639272]Total energy: 16612778.395821087
[2022-04-08 19:14:08.808937]Total energy: 16632075.736293085
[2022-04-08 19:15:15.773351]Total energy: 16610396.98781968
[2022-04-08 19:16:20.545779]Total energy: 16614836.099193376
[2022-04-08 19:17:26.609665]Total energy: 16619071.797322698
[2022-04-08 19:18:32.881887]Total energy: 16614555.942167837
[2022-04-08 19:19:38.368271]Total energy: 16618562.654233783
[2022-04-08 19:20:54.143896]Total energy: 16609404.584956016
[2022-04-08 19:22:06.531074]Total energy: 16616595.04621076
[2022-04-08 19:23:13.121614]Total energy: 16615490.252043018
[2022-04-08 19:24:20.098531]Total energy: 16603930.358557519
[2022-04-08 19:25:25.267337]Total energy: 16619277.968000865
[2022-04-08 19:26:31.031231]Total energy: 16612191.263898656
[2022-04-08 19:27:40.022409]Total energy: 16593472.481486896
[2022-04-08 19:28:45.152572]Total energy: 16602511.46147492
[2022-04-08 19:29:50.164283]Total energy: 16601359.217172038
[2022-04-08 19:31:03.642091]Total energy: 16612641.429177584
[2022-04-08 19:32:09.602398]Total energy: 16620694.603887748
[2022-04-08 19:33:14.391912]Total energy: 16621189.261477057
[2022-04-08 19:34:20.665174]Total energy: 16607614.708484989
[2022-04-08 19:35:26.177412]Total energy: 16607175.327880502
[2022-04-08 19:36:31.691601]Total energy: 16607446.17815597
[2022-04-08 19:37:37.664570]Total energy: 16617382.608695913
[2022-04-08 19:38:43.554927]Total energy: 16608189.828895573
[2022-04-08 19:39:49.289421]Total energy: 16581881.738289712
[2022-04-08 19:40:55.726456]Total energy: 16643408.264543636
[2022-04-08 19:42:01.196495]Total energy: 16665964.633071572
[2022-04-08 19:43:06.558232]Total energy: 16651332.737259166
[2022-04-08 19:44:12.023198]Total energy: 16657504.696469942
[2022-04-08 19:45:18.480444]Total energy: 16638760.63955146
[2022-04-08 19:46:24.433959]Total energy: 16641320.778450664
[2022-04-08 19:47:30.813464]Total energy: 16646441.965032363
[2022-04-08 19:48:36.483335]Total energy: 16656029.250362782
[2022-04-08 19:49:42.696254]Total energy: 16625835.521661283
[2022-04-08 19:50:54.829073]Total energy: 16635666.15303305
[2022-04-08 19:52:00.447516]Total energy: 16650657.98353574
[2022-04-08 19:53:06.237167]Total energy: 16622115.102460857
[2022-04-08 19:54:11.621342]Total energy: 16639635.99241577
[2022-04-08 19:55:18.511024]Total energy: 16649657.67985573
[2022-04-08 19:56:23.202365]Total energy: 16614055.322553756
[2022-04-08 19:57:29.337764]Total energy: 16635946.013412016
[2022-04-08 19:58:34.432239]Total energy: 16646319.7368613
[2022-04-08 19:59:39.467684]Total energy: 16650784.049940106
[2022-04-08 20:00:46.424069]Total energy: 16633679.30114158
[2022-04-08 20:01:57.602381]Total energy: 16638316.69179839
[2022-04-08 20:03:01.944598]Total energy: 16646963.196098804
[2022-04-08 20:04:08.342847]Total energy: 16635660.173324548
[2022-04-08 20:05:14.763564]Total energy: 16647618.760102227
[2022-04-08 20:06:18.708225]Total energy: 16619196.175244538
[2022-04-08 20:07:25.522472]Total energy: 16642931.643648854
[2022-04-08 20:08:31.739705]Total energy: 16641504.557945242
[2022-04-08 20:09:36.588239]Total energy: 16639454.727556618
[2022-04-08 20:10:48.852813]Total energy: 16621939.564096631
[2022-04-08 20:11:58.499711]Total energy: 16634158.984832998
[2022-04-08 20:13:11.024274]Total energy: 16614585.584016303
[2022-04-08 20:14:23.814663]Total energy: 16634913.209094182
[2022-04-08 20:15:28.403293]Total energy: 16634317.734456638
[2022-04-08 20:16:32.625813]Total energy: 16631480.395495083
[2022-04-08 20:17:39.861516]Total energy: 16641360.263496326
[2022-04-08 20:18:44.930001]Total energy: 16636394.519842824
[2022-04-08 20:19:50.382339]Total energy: 16637274.807855427
[2022-04-08 20:20:55.975259]Total energy: 16651974.037021738
[2022-04-08 20:22:04.080469]Total energy: 16613896.895519901
[2022-04-08 20:23:11.336293]Total energy: 16647140.18080041
[2022-04-08 20:24:15.848659]Total energy: 16635172.134198748
[2022-04-08 20:25:21.194069]Total energy: 16618883.47357453
[2022-04-08 20:26:28.925021]Total energy: 16657685.32909738
[2022-04-08 20:27:34.226590]Total energy: 16624509.441165272
[2022-04-08 20:28:40.481995]Total energy: 16628452.606618553
[2022-04-08 20:29:47.114272]Total energy: 16651198.048337275
[2022-04-08 20:30:54.236194]Total energy: 16625618.095753353
[2022-04-08 20:31:59.621961]Total energy: 16652951.915849786
[2022-04-08 20:33:08.258797]Total energy: 16629452.115851596
[2022-04-08 20:34:16.064126]Total energy: 16639943.017236857
[2022-04-08 20:35:21.382880]Total energy: 16633029.194680287
[2022-04-08 20:36:34.746002]Total energy: 16634125.116888678
[2022-04-08 20:37:40.348075]Total energy: 16637357.403681451
[2022-04-08 20:38:45.124286]Total energy: 16643229.8185187
[2022-04-08 20:39:51.766545]Total energy: 16639042.070633013
[2022-04-08 20:41:02.908004]Total energy: 16639012.097184379
[2022-04-08 20:42:18.703099]Total energy: 16658276.907637157
[2022-04-08 20:43:24.238033]Total energy: 16635451.14076179
[2022-04-08 20:44:30.375071]Total energy: 16634176.331606194
[2022-04-08 20:45:37.216805]Total energy: 16635228.18952811
[2022-04-08 20:46:42.488297]Total energy: 16629598.148011956
[2022-04-08 20:47:49.501308]Total energy: 16606906.438138943
[2022-04-08 20:48:57.973740]Total energy: 16634128.964753998
[2022-04-08 20:50:05.023094]Total energy: 16631588.747443348
[2022-04-08 20:51:22.588896]Total energy: 16627366.12596198
[2022-04-08 20:52:34.760337]Total energy: 16638435.664634237
[2022-04-08 20:53:39.981049]Total energy: 16659296.413835183
[2022-04-08 20:54:45.067301]Total energy: 16646782.538990313
[2022-04-08 20:55:51.107004]Total energy: 16631231.178670889
[2022-04-08 20:56:57.395587]Total energy: 16629714.088208022
[2022-04-08 20:58:02.907635]Total energy: 16644812.727538055
[2022-04-08 20:59:08.991690]Total energy: 16635009.123180844
[2022-04-08 21:00:16.069665]Total energy: 16649591.502715223
[2022-04-08 21:01:28.826656]Total energy: 16634192.458070973
[2022-04-08 21:02:34.888206]Total energy: 16638334.270652562
[2022-04-08 21:03:40.626963]Total energy: 16632719.930557346
[2022-04-08 21:04:45.420417]Total energy: 16638943.177979032
[2022-04-08 21:05:50.995949]Total energy: 16617323.61985545
[2022-04-08 21:06:56.218529]Total energy: 16602904.794194128
[2022-04-08 21:08:02.755414]Total energy: 16632654.05019392
[2022-04-08 21:09:08.640954]Total energy: 16613754.413164962
[2022-04-08 21:10:15.129228]Total energy: 16622501.482038224
[2022-04-08 21:11:29.490418]Total energy: 16629174.817390248
[2022-04-08 21:12:36.680851]Total energy: 16622253.79722961
[2022-04-08 21:13:41.651802]Total energy: 16619042.397238746
[2022-04-08 21:14:47.566015]Total energy: 16614716.670947798
[2022-04-08 21:15:54.574293]Total energy: 16633704.288411668
[2022-04-08 21:17:00.347209]Total energy: 16615153.667561935
[2022-04-08 21:18:05.436650]Total energy: 16628708.426922498
[2022-04-08 21:19:10.400428]Total energy: 16619236.318377027
[2022-04-08 21:20:15.143045]Total energy: 16617719.690081563
[2022-04-08 21:21:21.248497]Total energy: 16627430.468624445
[2022-04-08 21:22:26.972963]Total energy: 16613256.158910235
[2022-04-08 21:23:32.138183]Total energy: 16616333.245668888
[2022-04-08 21:24:42.677179]Total energy: 16624679.936578441
[2022-04-08 21:25:47.254219]Total energy: 16621130.13118996
[2022-04-08 21:26:51.839271]Total energy: 16616998.047927812
[2022-04-08 21:27:56.862497]Total energy: 16620589.5377279
[2022-04-08 21:29:01.501487]Total energy: 16627937.302472059
[2022-04-08 21:30:07.943325]Total energy: 16605880.411190096
[2022-04-08 21:31:24.753816]Total energy: 16599991.249380754
[2022-04-08 21:32:46.461134]Total energy: 16603801.517061315
[2022-04-08 21:33:58.174054]Total energy: 16628284.956116183
[2022-04-08 21:35:02.585607]Total energy: 16626400.842413288
