initial: all - optimal_only_all
[2022-04-08 12:53:43.994193]Total energy: 31035008.672114305
[2022-04-08 12:54:57.320723]Total energy: 31216733.001620915
[2022-04-08 12:55:59.121433]Total energy: 31203927.477689255
[2022-04-08 12:57:05.249929]Total energy: 31234131.311407704
[2022-04-08 12:58:08.845221]Total energy: 31219019.53643417
[2022-04-08 12:59:10.731020]Total energy: 31190081.114038743
[2022-04-08 13:00:13.956741]Total energy: 31163196.51947379
[2022-04-08 13:01:25.670064]Total energy: 31135937.908197418
[2022-04-08 13:02:47.570719]Total energy: 31246042.09803946
[2022-04-08 13:03:54.540962]Total energy: 31159159.895915583
[2022-04-08 13:04:58.467165]Total energy: 31137856.6105079
[2022-04-08 13:06:01.371536]Total energy: 31126890.86673704
[2022-04-08 13:07:03.793669]Total energy: 31235926.975027233
[2022-04-08 13:08:06.024087]Total energy: 31126581.774985965
[2022-04-08 13:09:09.722906]Total energy: 31098318.01555271
[2022-04-08 13:10:14.449493]Total energy: 31243758.463639088
[2022-04-08 13:11:28.244416]Total energy: 31235529.690796852
[2022-04-08 13:12:37.760905]Total energy: 31149867.90103682
[2022-04-08 13:13:40.146345]Total energy: 31250748.075470854
[2022-04-08 13:14:49.664805]Total energy: 31198894.576063193
[2022-04-08 13:15:55.534790]Total energy: 31167719.294374466
[2022-04-08 13:16:58.235796]Total energy: 31161705.616257325
[2022-04-08 13:18:06.532895]Total energy: 31233221.616299037
[2022-04-08 13:19:08.488934]Total energy: 31166408.712865237
[2022-04-08 13:20:11.461475]Total energy: 31166746.201145567
[2022-04-08 13:21:21.724397]Total energy: 31163691.317788135
[2022-04-08 13:22:33.051408]Total energy: 31184181.243620433
[2022-04-08 13:23:35.598982]Total energy: 31203234.70141753
[2022-04-08 13:24:39.254821]Total energy: 31159304.122041453
[2022-04-08 13:25:44.038375]Total energy: 31228527.200130254
[2022-04-08 13:26:45.309920]Total energy: 31154567.337833647
[2022-04-08 13:27:49.357182]Total energy: 31238114.277639326
[2022-04-08 13:28:51.887838]Total energy: 31164339.307315905
[2022-04-08 13:29:57.578131]Total energy: 31205967.30580459
[2022-04-08 13:31:22.882786]Total energy: 31203081.17572941
[2022-04-08 13:32:40.024932]Total energy: 31174865.84620678
[2022-04-08 13:33:44.631568]Total energy: 31083586.17933124
[2022-04-08 13:34:48.301864]Total energy: 31212621.537784558
[2022-04-08 13:35:52.089832]Total energy: 31188885.70421184
[2022-04-08 13:36:55.372437]Total energy: 31237835.887037747
[2022-04-08 13:37:59.222853]Total energy: 31195331.841879442
[2022-04-08 13:39:01.494489]Total energy: 31189879.33925934
[2022-04-08 13:40:04.304595]Total energy: 31132027.00864159
[2022-04-08 13:41:19.613628]Total energy: 31208525.190447856
[2022-04-08 13:42:35.584249]Total energy: 31239564.558069125
[2022-04-08 13:43:48.643863]Total energy: 31198370.82964821
[2022-04-08 13:44:50.565662]Total energy: 31206704.21934442
[2022-04-08 13:45:55.018009]Total energy: 31190070.518598586
[2022-04-08 13:46:57.593403]Total energy: 31175985.125408687
[2022-04-08 13:48:00.994867]Total energy: 31175987.43934089
[2022-04-08 13:49:03.390112]Total energy: 31163234.803223144
[2022-04-08 13:50:04.597939]Total energy: 31148601.117824983
[2022-04-08 13:51:18.178724]Total energy: 31227238.98832828
[2022-04-08 13:52:34.009718]Total energy: 31230563.0880805
[2022-04-08 13:53:52.642928]Total energy: 31138566.729260065
[2022-04-08 13:54:58.297379]Total energy: 31175275.79324631
[2022-04-08 13:56:02.437164]Total energy: 31129498.617288128
[2022-04-08 13:57:05.467842]Total energy: 31195534.617969353
[2022-04-08 13:58:06.595204]Total energy: 31141220.201290853
[2022-04-08 13:59:09.097704]Total energy: 31231040.86557753
[2022-04-08 14:00:11.991213]Total energy: 31243742.768160596
[2022-04-08 14:01:14.611311]Total energy: 31203697.691680185
[2022-04-08 14:02:17.174684]Total energy: 31105295.65861683
[2022-04-08 14:03:23.104644]Total energy: 31177245.7186853
[2022-04-08 14:04:34.241108]Total energy: 31136700.35014056
[2022-04-08 14:05:36.150628]Total energy: 31268447.166363705
[2022-04-08 14:06:37.031249]Total energy: 31196705.44979678
[2022-04-08 14:07:40.782293]Total energy: 31198566.37879081
[2022-04-08 14:08:44.481190]Total energy: 31139157.678253032
[2022-04-08 14:09:47.446196]Total energy: 31163203.251733903
[2022-04-08 14:10:56.224122]Total energy: 31118963.853575192
[2022-04-08 14:12:06.714421]Total energy: 31178576.078471553
[2022-04-08 14:13:10.408043]Total energy: 31265875.234435126
[2022-04-08 14:14:10.438148]Total energy: 31140784.12047895
[2022-04-08 14:15:12.507453]Total energy: 31187918.210177694
[2022-04-08 14:16:19.727764]Total energy: 31272955.265425306
[2022-04-08 14:17:21.214462]Total energy: 31136922.75616184
[2022-04-08 14:18:23.285655]Total energy: 31128446.768528603
[2022-04-08 14:19:25.761570]Total energy: 31082690.71015418
[2022-04-08 14:20:34.960687]Total energy: 31137508.32401275
[2022-04-08 14:21:46.875567]Total energy: 31084322.66824922
[2022-04-08 14:22:49.094029]Total energy: 31124670.061444335
[2022-04-08 14:23:53.818179]Total energy: 31150606.91948108
[2022-04-08 14:24:54.025700]Total energy: 31064193.761700854
[2022-04-08 14:25:56.606275]Total energy: 31129054.19868115
[2022-04-08 14:26:58.175997]Total energy: 31107406.67918554
[2022-04-08 14:28:00.097469]Total energy: 31126816.176744733
[2022-04-08 14:29:07.931424]Total energy: 31121697.965758707
[2022-04-08 14:30:11.279719]Total energy: 31093086.703954984
[2022-04-08 14:31:21.543570]Total energy: 31146920.656872053
[2022-04-08 14:32:30.282883]Total energy: 31170189.54217238
[2022-04-08 14:33:32.835798]Total energy: 31101744.152326595
[2022-04-08 14:34:34.488398]Total energy: 31110767.79004875
[2022-04-08 14:35:36.936683]Total energy: 31172374.81957475
[2022-04-08 14:36:40.528333]Total energy: 31076665.13121106
[2022-04-08 14:37:42.495500]Total energy: 31163725.44729923
[2022-04-08 14:38:43.786610]Total energy: 31212532.142892618
[2022-04-08 14:39:46.464294]Total energy: 31110539.38999882
[2022-04-08 14:40:54.867441]Total energy: 31087780.11403138
[2022-04-08 14:42:01.945044]Total energy: 31111615.627252426
[2022-04-08 14:43:04.031160]Total energy: 31090283.746311802
[2022-04-08 14:44:05.651589]Total energy: 31095097.82642724
[2022-04-08 14:45:12.095776]Total energy: 31106129.99639395
[2022-04-08 14:46:13.513528]Total energy: 31128804.530015703
[2022-04-08 14:47:16.275105]Total energy: 31183079.776981838
[2022-04-08 14:48:19.643987]Total energy: 31138429.407617934
[2022-04-08 14:49:19.814592]Total energy: 31058390.166943006
[2022-04-08 14:50:30.061276]Total energy: 31115994.109954443
[2022-04-08 14:51:42.439950]Total energy: 31112172.484957714
[2022-04-08 14:52:50.067563]Total energy: 31132126.919087324
[2022-04-08 14:53:54.634197]Total energy: 31078078.957196966
[2022-04-08 14:54:55.349350]Total energy: 31125228.861002784
[2022-04-08 14:56:00.640621]Total energy: 31083287.385958757
[2022-04-08 14:57:00.901845]Total energy: 31116433.95033865
[2022-04-08 14:58:02.171803]Total energy: 31131746.538785886
[2022-04-08 14:59:03.997049]Total energy: 31131165.05838622
[2022-04-08 15:00:06.962567]Total energy: 31066605.35356497
[2022-04-08 15:01:11.857102]Total energy: 31047717.073339727
[2022-04-08 15:02:15.436410]Total energy: 31151334.688910645
[2022-04-08 15:03:17.540471]Total energy: 31119325.875771176
[2022-04-08 15:04:20.431096]Total energy: 31100236.503661755
[2022-04-08 15:05:22.253402]Total energy: 31169463.930957314
[2022-04-08 15:06:24.313072]Total energy: 31060439.2293788
[2022-04-08 15:07:26.531066]Total energy: 31142478.67066602
[2022-04-08 15:08:29.576398]Total energy: 31148527.04099419
[2022-04-08 15:09:33.777305]Total energy: 31182147.8730941
[2022-04-08 15:10:37.797618]Total energy: 31095210.31117633
[2022-04-08 15:11:41.060221]Total energy: 31154099.621437527
[2022-04-08 15:12:45.703432]Total energy: 31103944.52015842
[2022-04-08 15:13:46.674528]Total energy: 31174887.23415357
[2022-04-08 15:14:49.151520]Total energy: 31064707.78824896
[2022-04-08 15:16:39.310192]Total energy: 31186734.72934525
[2022-04-08 15:17:44.647639]Total energy: 31148435.256093383
[2022-04-08 15:18:44.645812]Total energy: 31063234.47238335
[2022-04-08 15:19:48.441281]Total energy: 31146835.62326803
[2022-04-08 15:21:03.155399]Total energy: 31139972.118586626
[2022-04-08 15:24:50.364411]Total energy: 31144139.63225597
[2022-04-08 15:25:55.862288]Total energy: 31080703.472595323
[2022-04-08 15:26:57.166264]Total energy: 31117952.95803221
[2022-04-08 15:28:01.461100]Total energy: 31142824.145110764
[2022-04-08 15:29:03.100434]Total energy: 31114562.87556793
[2022-04-08 15:30:05.332122]Total energy: 31079415.908583142
[2022-04-08 15:31:09.796019]Total energy: 31154333.98843827
[2022-04-08 15:32:11.957807]Total energy: 31165805.4334621
[2022-04-08 15:33:17.717851]Total energy: 31159710.1590726
[2022-04-08 15:34:26.353288]Total energy: 31151679.363190357
[2022-04-08 15:35:30.203321]Total energy: 31054962.248261712
[2022-04-08 15:36:34.009624]Total energy: 31075980.961163245
[2022-04-08 15:37:38.784888]Total energy: 31180583.42010379
[2022-04-08 15:38:40.565688]Total energy: 31091170.22116091
[2022-04-08 15:39:41.903454]Total energy: 31137160.761075214
[2022-04-08 15:40:54.605843]Total energy: 31109688.821511857
[2022-04-08 15:42:09.064706]Total energy: 31063296.52532244
[2022-04-08 15:43:10.840403]Total energy: 31189289.01014439
[2022-04-08 15:44:14.539088]Total energy: 31139123.429390077
[2022-04-08 15:45:18.055809]Total energy: 31173244.91276031
[2022-04-08 15:46:19.025274]Total energy: 31144433.296006616
[2022-04-08 15:47:22.756142]Total energy: 31119832.111917414
[2022-04-08 15:48:25.382718]Total energy: 31088493.49674968
[2022-04-08 15:49:30.268598]Total energy: 31160670.11817934
[2022-04-08 15:50:38.722753]Total energy: 31066002.709381558
[2022-04-08 15:51:42.519820]Total energy: 31089565.816570997
[2022-04-08 15:52:46.807912]Total energy: 31050405.617538713
[2022-04-08 15:53:49.515876]Total energy: 31175310.12046043
[2022-04-08 15:54:51.578465]Total energy: 31095479.21041558
[2022-04-08 15:55:52.850171]Total energy: 31144780.05720393
[2022-04-08 15:56:54.924424]Total energy: 31180137.806413718
[2022-04-08 15:57:59.673318]Total energy: 31108700.510322664
[2022-04-08 15:59:00.336911]Total energy: 31027618.134069704
[2022-04-08 16:00:02.445833]Total energy: 31138570.960634213
[2022-04-08 16:01:09.926415]Total energy: 31099180.3792082
[2022-04-08 16:02:10.082025]Total energy: 31151209.90334602
[2022-04-08 16:03:13.121078]Total energy: 31076134.61222298
[2022-04-08 16:04:18.118633]Total energy: 31193622.75578096
[2022-04-08 16:05:20.229906]Total energy: 31159462.994170334
[2022-04-08 16:06:23.899389]Total energy: 31150454.930115964
[2022-04-08 16:07:28.448821]Total energy: 31066602.414108735
[2022-04-08 16:08:30.279634]Total energy: 31072401.936609127
[2022-04-08 16:09:34.890119]Total energy: 31103113.91562829
[2022-04-08 16:10:37.311326]Total energy: 31130558.266102344
[2022-04-08 16:11:40.837687]Total energy: 31063938.16101111
[2022-04-08 16:12:42.385461]Total energy: 31027125.226346858
[2022-04-08 16:13:45.465119]Total energy: 31023481.604881905
[2022-04-08 16:14:49.702036]Total energy: 31020971.408596125
[2022-04-08 16:15:49.971877]Total energy: 31023612.329254057
[2022-04-08 16:16:53.253210]Total energy: 31147208.25751234
[2022-04-08 16:17:57.593654]Total energy: 31029330.612423543
[2022-04-08 16:18:58.766823]Total energy: 31122450.28538821
[2022-04-08 16:20:02.618076]Total energy: 31048217.01460568
[2022-04-08 16:21:12.852484]Total energy: 31044161.194313724
[2022-04-08 16:22:16.299196]Total energy: 31058159.017722037
[2022-04-08 16:23:33.771292]Total energy: 31081224.181142233
[2022-04-08 16:24:38.318843]Total energy: 31071523.836590413
[2022-04-08 16:25:40.692637]Total energy: 31090877.865330655
[2022-04-08 16:26:43.340328]Total energy: 31077659.05549776
[2022-04-08 16:27:44.067795]Total energy: 31051703.995666947
[2022-04-08 16:28:45.553281]Total energy: 31045404.647197563
[2022-04-08 16:29:49.069944]Total energy: 31053386.407495722
[2022-04-08 16:31:00.023213]Total energy: 31066065.869449988
[2022-04-08 16:32:06.059555]Total energy: 31110127.663020167
[2022-04-08 16:33:08.092963]Total energy: 31037728.79175532
[2022-04-08 16:34:15.463550]Total energy: 31078888.916321762
[2022-04-08 16:35:17.349554]Total energy: 31102758.204830162
[2022-04-08 16:36:20.891020]Total energy: 31086896.38543799
[2022-04-08 16:37:22.672866]Total energy: 31030009.280068174
[2022-04-08 16:38:28.187014]Total energy: 31068784.14412358
[2022-04-08 16:39:36.299189]Total energy: 31069828.970692746
[2022-04-08 16:40:42.579431]Total energy: 31110716.434614953
[2022-04-08 16:41:46.412843]Total energy: 31061017.08443799
[2022-04-08 16:42:54.789265]Total energy: 31096780.672735132
[2022-04-08 16:43:56.170882]Total energy: 31087179.276316825
[2022-04-08 16:44:58.660809]Total energy: 31035379.53820463
[2022-04-08 16:46:01.508974]Total energy: 31084046.74905296
[2022-04-08 16:47:02.316281]Total energy: 31026321.064438377
[2022-04-08 16:48:08.376300]Total energy: 31054504.873846967
[2022-04-08 16:49:09.918250]Total energy: 31064900.01464351
[2022-04-08 16:50:22.249292]Total energy: 31086446.77274347
[2022-04-08 16:51:32.087952]Total energy: 31042726.61158884
[2022-04-08 16:52:35.944320]Total energy: 31056432.094833456
[2022-04-08 16:53:40.567370]Total energy: 31027868.665199023
[2022-04-08 16:54:43.806570]Total energy: 31094644.328052793
[2022-04-08 16:55:49.805462]Total energy: 31096896.923640862
[2022-04-08 16:56:52.780289]Total energy: 31076068.780604593
[2022-04-08 16:57:56.827615]Total energy: 31055212.136378363
[2022-04-08 16:59:02.795035]Total energy: 31031794.140291862
[2022-04-08 17:00:06.689777]Total energy: 31030757.695109937
[2022-04-08 17:01:12.213391]Total energy: 31085728.489389233
[2022-04-08 17:02:17.442607]Total energy: 31090485.64430451
[2022-04-08 17:03:24.878271]Total energy: 31059611.382073577
[2022-04-08 17:04:34.256206]Total energy: 31007474.410793502
[2022-04-08 17:05:41.092809]Total energy: 31022538.938607797
[2022-04-08 17:06:49.461320]Total energy: 31059578.85884181
[2022-04-08 17:07:51.718643]Total energy: 31104925.024060957
[2022-04-08 17:08:53.283391]Total energy: 31107687.580329698
[2022-04-08 17:09:55.102370]Total energy: 31012173.997740254
[2022-04-08 17:10:59.118000]Total energy: 31033157.09599282
[2022-04-08 17:12:02.762253]Total energy: 31098946.985943522
[2022-04-08 17:13:04.357698]Total energy: 31095087.6897818
[2022-04-08 17:14:07.819595]Total energy: 31076418.169383492
[2022-04-08 17:15:13.659146]Total energy: 31069431.270187654
[2022-04-08 17:16:13.759273]Total energy: 31060917.660709746
[2022-04-08 17:17:17.326102]Total energy: 31063533.96391438
[2022-04-08 17:18:18.163772]Total energy: 31040121.637337737
[2022-04-08 17:19:20.104288]Total energy: 31107095.23240402
[2022-04-08 17:20:24.554576]Total energy: 31059463.363992404
[2022-04-08 17:35:16.406787]Total energy: 31063333.307187676
[2022-04-08 17:36:18.293504]Total energy: 31066915.27234207
[2022-04-08 17:37:20.094685]Total energy: 31032470.892519467
[2022-04-08 17:38:24.680766]Total energy: 31059401.92345652
[2022-04-08 17:39:25.071803]Total energy: 31085588.56811977
[2022-04-08 17:40:29.814261]Total energy: 31114322.509295862
[2022-04-08 17:41:31.257029]Total energy: 31055864.06264334
[2022-04-08 17:42:32.339253]Total energy: 31063802.973692894
[2022-04-08 17:43:37.095111]Total energy: 31047799.854872346
[2022-04-08 17:44:36.687360]Total energy: 31123460.58041285
[2022-04-08 17:45:39.046603]Total energy: 31004633.080253486
[2022-04-08 17:46:43.364399]Total energy: 31053053.69812247
[2022-04-08 17:47:45.653285]Total energy: 31098167.195995167
[2022-04-08 17:48:48.176632]Total energy: 30997411.05835713
[2022-04-08 17:49:50.971983]Total energy: 31076433.060143813
[2022-04-08 17:50:53.085652]Total energy: 31079848.635825418
[2022-04-08 17:51:58.256971]Total energy: 31101895.586100347
[2022-04-08 17:53:00.152319]Total energy: 31105213.537050374
[2022-04-08 17:54:05.258044]Total energy: 31068596.83480778
[2022-04-08 17:55:14.848993]Total energy: 31085585.932118807
[2022-04-08 17:56:17.291822]Total energy: 31116673.117814813
[2022-04-08 17:57:19.982321]Total energy: 31089420.42167222
[2022-04-08 17:58:25.509629]Total energy: 31032129.25591735
[2022-04-08 17:59:30.801764]Total energy: 31038673.012063302
[2022-04-08 18:00:43.864599]Total energy: 31050379.686492294
[2022-04-08 18:01:49.931445]Total energy: 31069505.211916827
[2022-04-08 18:02:53.521116]Total energy: 31138617.96313286
[2022-04-08 18:03:56.358301]Total energy: 31109919.932179544
[2022-04-08 18:04:57.672948]Total energy: 31064266.55335993
[2022-04-08 18:05:59.920280]Total energy: 31084762.471099738
[2022-04-08 18:07:02.512093]Total energy: 31129826.616808094
[2022-04-08 18:08:09.461285]Total energy: 30988828.02678914
[2022-04-08 18:09:10.902650]Total energy: 30965666.795811143
[2022-04-08 18:10:12.532478]Total energy: 31036199.148160465
[2022-04-08 18:11:22.927857]Total energy: 31012884.11333862
[2022-04-08 18:12:25.406120]Total energy: 31028116.755904764
[2022-04-08 18:13:27.246715]Total energy: 31025823.918168973
[2022-04-08 18:14:30.428552]Total energy: 31027301.05448714
[2022-04-08 18:15:32.304061]Total energy: 31018955.801806718
[2022-04-08 18:16:35.896620]Total energy: 30989953.84873249
[2022-04-08 18:17:38.203931]Total energy: 31006634.32874363
[2022-04-08 18:18:42.426258]Total energy: 31044438.71205409
[2022-04-08 18:19:47.193785]Total energy: 31061163.017598458
[2022-04-08 18:20:48.576909]Total energy: 31028279.066637408
[2022-04-08 18:21:50.076803]Total energy: 31029324.876793366
[2022-04-08 18:22:52.197402]Total energy: 31019146.55251349
[2022-04-08 18:23:56.174143]Total energy: 30988135.515572246
[2022-04-08 18:25:00.395988]Total energy: 31054363.556576733
[2022-04-08 18:26:03.380504]Total energy: 31010677.899503805
[2022-04-08 18:27:06.615286]Total energy: 31002179.367793437
[2022-04-08 18:28:11.790858]Total energy: 30947280.92603607
[2022-04-08 18:29:12.902221]Total energy: 30943719.494799193
[2022-04-08 18:30:18.864787]Total energy: 31098923.68757536
[2022-04-08 18:31:20.884633]Total energy: 31073584.75549969
[2022-04-08 18:32:22.521651]Total energy: 31019840.675442696
[2022-04-08 18:33:29.398686]Total energy: 31039250.479622193
[2022-04-08 18:34:30.453503]Total energy: 31095503.58459518
[2022-04-08 18:35:32.899784]Total energy: 31082313.24991444
[2022-04-08 18:36:40.307861]Total energy: 30995108.85394651
[2022-04-08 18:37:41.329079]Total energy: 31088850.527865645
[2022-04-08 18:38:44.541766]Total energy: 31015801.256628033
[2022-04-08 18:39:52.059120]Total energy: 30977478.63556188
[2022-04-08 18:41:09.018027]Total energy: 31085875.772239547
[2022-04-08 18:42:12.866835]Total energy: 31017293.182635367
[2022-04-08 18:43:25.944989]Total energy: 31020582.454509165
[2022-04-08 18:44:29.642829]Total energy: 31035187.189400982
[2022-04-08 18:45:31.228308]Total energy: 31078472.67437123
[2022-04-08 18:46:33.690497]Total energy: 31050333.82875917
[2022-04-08 18:47:36.080998]Total energy: 31058217.189461034
[2022-04-08 18:48:38.809724]Total energy: 31023284.446121845
[2022-04-08 18:49:43.491454]Total energy: 31057872.112749383
[2022-04-08 18:50:44.995912]Total energy: 31063575.51580126
[2022-04-08 18:51:46.196030]Total energy: 31080372.43587827
[2022-04-08 18:52:50.387341]Total energy: 31045677.703306753
[2022-04-08 18:53:51.145151]Total energy: 31061805.162773594
[2022-04-08 18:54:55.463011]Total energy: 31025946.57103103
[2022-04-08 18:55:56.701823]Total energy: 31039834.23797173
[2022-04-08 18:56:58.143040]Total energy: 31081070.016706303
[2022-04-08 18:58:01.653934]Total energy: 31100613.18272519
[2022-04-08 18:59:03.575517]Total energy: 31083909.59038504
[2022-04-08 19:00:08.339070]Total energy: 31030899.65821952
[2022-04-08 19:01:12.976636]Total energy: 31116960.343470488
[2022-04-08 19:02:14.591133]Total energy: 31089111.271729205
[2022-04-08 19:03:22.861039]Total energy: 31024079.38257019
[2022-04-08 19:04:24.912102]Total energy: 31067720.190553505
[2022-04-08 19:05:30.490527]Total energy: 31058929.286461122
[2022-04-08 19:06:31.454628]Total energy: 31066520.46270468
[2022-04-08 19:07:32.991010]Total energy: 31050077.97732477
[2022-04-08 19:08:36.447574]Total energy: 30999154.725859888
[2022-04-08 19:09:37.806866]Total energy: 31009993.503583286
[2022-04-08 19:10:46.934684]Total energy: 31052913.799305193
[2022-04-08 19:11:50.284140]Total energy: 31034116.90061956
[2022-04-08 19:12:52.068091]Total energy: 31042410.787704173
[2022-04-08 19:13:56.629455]Total energy: 31066813.82530763
[2022-04-08 19:15:00.856056]Total energy: 31032955.946267266
[2022-04-08 19:16:02.855932]Total energy: 31029097.953988228
[2022-04-08 19:17:06.488843]Total energy: 31047989.741135143
[2022-04-08 19:18:07.876233]Total energy: 31028437.054730333
[2022-04-08 19:19:10.129752]Total energy: 31066933.034194663
[2022-04-08 19:20:11.493587]Total energy: 31005350.369797725
[2022-04-08 19:21:15.511348]Total energy: 31063752.609021958
[2022-04-08 19:22:16.543620]Total energy: 31092585.768582568
[2022-04-08 19:23:18.012745]Total energy: 31030712.135375474
[2022-04-08 19:24:20.937819]Total energy: 31021249.4826024
[2022-04-08 19:25:25.499291]Total energy: 31054702.673385743
[2022-04-08 19:26:27.108213]Total energy: 31103423.850699678
[2022-04-08 19:27:30.064839]Total energy: 31030750.960423984
[2022-04-08 19:28:31.872428]Total energy: 31034830.641264144
[2022-04-08 19:29:33.922270]Total energy: 31069748.754768297
[2022-04-08 19:30:45.433553]Total energy: 31070497.81028915
[2022-04-08 19:31:46.823932]Total energy: 31048525.99095022
[2022-04-08 19:32:49.233865]Total energy: 31055895.62888754
[2022-04-08 19:33:50.974889]Total energy: 31044588.419672124
[2022-04-08 19:34:52.504182]Total energy: 31064761.656925227
[2022-04-08 19:35:54.173725]Total energy: 31077781.760933988
[2022-04-08 19:36:57.377408]Total energy: 30999986.819151197
[2022-04-08 19:38:00.882553]Total energy: 31055758.297599774
[2022-04-08 19:39:03.212574]Total energy: 31026536.980196264
[2022-04-08 19:40:03.682836]Total energy: 31052947.405098602
[2022-04-08 19:41:07.948763]Total energy: 31018108.659963727
[2022-04-08 19:42:09.564449]Total energy: 31082707.845647234
[2022-04-08 19:43:10.301555]Total energy: 31057712.579815067
[2022-04-08 19:44:11.906976]Total energy: 31061905.46567501
[2022-04-08 19:45:14.235122]Total energy: 31085200.923160214
[2022-04-08 19:46:15.878360]Total energy: 31093532.051165808
[2022-04-08 19:47:19.485837]Total energy: 31054948.209469404
[2022-04-08 19:48:20.473627]Total energy: 31028330.180678107
[2022-04-08 19:49:23.632483]Total energy: 31049451.430835467
[2022-04-08 19:50:36.728203]Total energy: 31031250.33636352
[2022-04-08 19:51:44.660488]Total energy: 31038031.409606405
[2022-04-08 19:52:48.662253]Total energy: 31088374.520658825
[2022-04-08 19:53:50.560273]Total energy: 31038573.17752403
[2022-04-08 19:54:55.380216]Total energy: 31011923.273800317
[2022-04-08 19:55:58.211027]Total energy: 31084112.876965355
[2022-04-08 19:57:00.351296]Total energy: 31007700.960669357
[2022-04-08 19:58:05.858464]Total energy: 31008365.41697341
[2022-04-08 19:59:05.522462]Total energy: 30973203.89899666
[2022-04-08 20:00:08.690197]Total energy: 30972548.468203153
[2022-04-08 20:01:10.602235]Total energy: 30951400.25948849
[2022-04-08 20:02:19.821269]Total energy: 31053933.754555527
[2022-04-08 20:03:20.358985]Total energy: 30987930.178747144
[2022-04-08 20:04:25.629745]Total energy: 30979142.511011373
[2022-04-08 20:05:30.535398]Total energy: 30988116.036957957
[2022-04-08 20:06:33.013828]Total energy: 31045353.564492624
[2022-04-08 20:07:36.016912]Total energy: 31029770.332910243
[2022-04-08 20:08:39.387598]Total energy: 31050590.534277268
[2022-04-08 20:09:43.861810]Total energy: 30991783.99064834
[2022-04-08 20:10:53.218674]Total energy: 31021359.32277784
[2022-04-08 20:11:56.314512]Total energy: 31043311.721690565
[2022-04-08 20:13:09.988182]Total energy: 31073789.954428226
[2022-04-08 20:14:20.073697]Total energy: 31009360.463953648
[2022-04-08 20:15:22.222637]Total energy: 31037279.56865026
[2022-04-08 20:16:25.224220]Total energy: 30999395.61026534
[2022-04-08 20:17:33.734105]Total energy: 31094070.97928681
[2022-04-08 20:18:34.388031]Total energy: 31039583.80085876
[2022-04-08 20:19:35.325614]Total energy: 31016291.447065253
[2022-04-08 20:20:43.481972]Total energy: 31037734.47535911
[2022-04-08 20:21:44.331566]Total energy: 31024989.740440145
[2022-04-08 20:22:49.804690]Total energy: 30994633.158939667
[2022-04-08 20:23:52.433349]Total energy: 31025777.67328929
[2022-04-08 20:24:53.630976]Total energy: 31007654.511989236
[2022-04-08 20:25:57.976691]Total energy: 30986247.026845075
[2022-04-08 20:27:00.617443]Total energy: 30970844.564911284
[2022-04-08 20:28:01.987529]Total energy: 31034414.00210796
[2022-04-08 20:29:05.656039]Total energy: 30997490.39542096
[2022-04-08 20:30:08.534623]Total energy: 31021767.82688837
[2022-04-08 20:31:10.559062]Total energy: 31064702.779754404
[2022-04-08 20:32:12.329270]Total energy: 31040664.404067636
[2022-04-08 20:33:17.584500]Total energy: 30930208.54518527
[2022-04-08 20:34:22.697669]Total energy: 31051240.412385393
[2022-04-08 20:35:22.716679]Total energy: 31093007.28122645
[2022-04-08 20:36:31.477109]Total energy: 31018524.449474514
[2022-04-08 20:37:36.750734]Total energy: 31066866.070757557
[2022-04-08 20:38:36.995095]Total energy: 31007877.641391546
[2022-04-08 20:39:39.661307]Total energy: 31036063.53410038
[2022-04-08 20:40:52.945631]Total energy: 31004802.763689764
[2022-04-08 20:42:01.080480]Total energy: 31025323.41775431
[2022-04-08 20:43:03.517164]Total energy: 31060354.085104752
[2022-04-08 20:44:07.211140]Total energy: 31057941.028216798
[2022-04-08 20:45:11.705037]Total energy: 31039209.7340661
[2022-04-08 20:46:14.161966]Total energy: 31047094.000233527
[2022-04-08 20:47:16.406928]Total energy: 31057550.832958788
[2022-04-08 20:48:20.135725]Total energy: 31030978.881121878
[2022-04-08 20:49:22.638276]Total energy: 31007091.821292065
[2022-04-08 20:50:42.875326]Total energy: 31078894.822088495
[2022-04-08 20:52:04.388766]Total energy: 31097788.558671396
[2022-04-08 20:53:07.820713]Total energy: 31055506.02107343
[2022-04-08 20:54:08.975124]Total energy: 30993792.975566
[2022-04-08 20:55:11.230215]Total energy: 31048275.316696357
[2022-04-08 20:56:13.477096]Total energy: 31074532.81906788
[2022-04-08 20:57:19.678734]Total energy: 31056140.237019695
[2022-04-08 20:58:20.879080]Total energy: 31045394.779992066
[2022-04-08 20:59:22.288245]Total energy: 31081828.643107846
[2022-04-08 21:00:36.225646]Total energy: 31028872.760852203
[2022-04-08 21:01:47.175245]Total energy: 31030545.31904774
[2022-04-08 21:02:49.515353]Total energy: 31031696.762344714
[2022-04-08 21:03:51.503139]Total energy: 31083820.555163756
[2022-04-08 21:04:52.841202]Total energy: 31095198.280350678
[2022-04-08 21:05:57.027159]Total energy: 31038274.679513138
[2022-04-08 21:06:57.094116]Total energy: 31090052.380481046
[2022-04-08 21:07:59.895852]Total energy: 31011500.345114272
[2022-04-08 21:09:04.243707]Total energy: 31052690.00016364
[2022-04-08 21:10:04.563903]Total energy: 31041915.30181224
[2022-04-08 21:11:14.955529]Total energy: 31063688.077836722
[2022-04-08 21:12:32.359558]Total energy: 31067776.010950647
[2022-04-08 21:13:37.097904]Total energy: 31011230.994977638
