initial: all - optimal_only_all
[2022-04-09 01:05:00.884557]Total energy: 31066043.197368722
[2022-04-09 01:06:16.336138]Total energy: 31025289.363717597
[2022-04-09 01:07:34.471163]Total energy: 31056057.0875157
[2022-04-09 01:08:53.141106]Total energy: 31035982.68466934
[2022-04-09 01:10:08.643878]Total energy: 30990499.395820834
[2022-04-09 01:11:26.369285]Total energy: 31019029.1567684
[2022-04-09 01:12:42.498457]Total energy: 31028982.91259486
[2022-04-09 01:13:59.195637]Total energy: 30990837.67744988
[2022-04-09 01:15:15.809592]Total energy: 31053855.57212347
[2022-04-09 01:16:33.560363]Total energy: 31044050.992692553
[2022-04-09 01:17:49.845084]Total energy: 31033534.605113357
[2022-04-09 01:19:07.317884]Total energy: 31040844.89841695
[2022-04-09 01:20:35.885999]Total energy: 31031452.225163475
[2022-04-09 01:21:58.458944]Total energy: 30988450.413648836
[2022-04-09 01:23:14.749363]Total energy: 31002287.778146524
[2022-04-09 01:24:31.724188]Total energy: 31020047.608998895
[2022-04-09 01:25:47.612629]Total energy: 31054563.564628385
[2022-04-09 01:27:11.049381]Total energy: 31028009.823576722
[2022-04-09 01:28:36.530458]Total energy: 31010532.110884205
[2022-04-09 01:29:58.471821]Total energy: 31000238.604613826
[2022-04-09 01:31:29.198934]Total energy: 30957487.728482835
[2022-04-09 01:33:05.474619]Total energy: 30916524.967294935
[2022-04-09 01:34:26.420105]Total energy: 31126021.87508103
[2022-04-09 01:35:43.608291]Total energy: 31080787.600849967
[2022-04-09 01:37:03.068601]Total energy: 31081652.999842476
[2022-04-09 01:38:22.077514]Total energy: 31066246.50849323
[2022-04-09 01:39:40.368687]Total energy: 31063846.949274205
[2022-04-09 01:41:07.741883]Total energy: 31015645.767653055
[2022-04-09 01:42:43.807768]Total energy: 31024458.144285146
[2022-04-09 01:44:05.058026]Total energy: 31101079.67084904
[2022-04-09 01:45:30.355476]Total energy: 31023299.37888428
[2022-04-09 01:46:54.889438]Total energy: 31071068.535945084
[2022-04-09 01:48:21.041263]Total energy: 31047448.67805921
[2022-04-09 01:49:46.373103]Total energy: 31073677.813414745
[2022-04-09 01:51:19.484550]Total energy: 31070385.383784268
[2022-04-09 01:52:46.969193]Total energy: 31088175.84486076
[2022-04-09 01:54:12.759390]Total energy: 31039763.07564671
[2022-04-09 01:55:37.885632]Total energy: 31079472.149428673
[2022-04-09 01:57:02.190558]Total energy: 31064030.91931174
[2022-04-09 01:58:19.531415]Total energy: 31091053.650863554
[2022-04-09 01:59:34.607531]Total energy: 31003596.48269921
[2022-04-09 02:01:00.793055]Total energy: 31054821.989049908
[2022-04-09 02:02:27.139591]Total energy: 31096696.10372687
[2022-04-09 02:03:42.928253]Total energy: 31028834.05072009
[2022-04-09 02:04:59.210814]Total energy: 31066391.708253443
[2022-04-09 02:06:13.494528]Total energy: 31040965.249231923
[2022-04-09 02:07:28.192679]Total energy: 31033287.375442475
[2022-04-09 02:08:46.546980]Total energy: 31104666.921552233
[2022-04-09 02:10:02.682169]Total energy: 31076641.29715413
[2022-04-09 02:11:28.134707]Total energy: 31111047.356748667
[2022-04-09 02:12:52.048501]Total energy: 31046104.880070347
[2022-04-09 02:14:05.846780]Total energy: 31059698.02169802
[2022-04-09 02:15:19.812370]Total energy: 30972789.00611587
[2022-04-09 02:16:34.004430]Total energy: 31127048.786016084
[2022-04-09 02:17:50.448433]Total energy: 30984276.985731404
[2022-04-09 02:19:06.037052]Total energy: 31065539.826757483
[2022-04-09 02:20:20.984702]Total energy: 31010341.51032865
[2022-04-09 02:21:47.269416]Total energy: 31053027.14913111
[2022-04-09 02:23:02.550462]Total energy: 31054604.641021334
[2022-04-09 02:24:17.191369]Total energy: 31104135.620393865
[2022-04-09 02:25:32.699437]Total energy: 31034848.027794987
[2022-04-09 02:26:47.863583]Total energy: 31043658.889508776
[2022-04-09 02:28:02.754012]Total energy: 31028733.698762216
[2022-04-09 02:29:16.934801]Total energy: 31035277.24404141
[2022-04-09 02:30:52.739573]Total energy: 31064677.159675553
[2022-04-09 02:32:33.824214]Total energy: 31065774.839865163
[2022-04-09 02:33:54.789865]Total energy: 31063844.253763776
[2022-04-09 02:35:08.369162]Total energy: 31035916.56558496
[2022-04-09 02:36:23.540475]Total energy: 31020613.49154626
[2022-04-09 02:37:37.552423]Total energy: 31038449.478479557
[2022-04-09 02:38:53.087445]Total energy: 31031058.3105928
[2022-04-09 02:40:07.575286]Total energy: 31023805.310466032
[2022-04-09 02:41:35.069636]Total energy: 31030493.853447266
[2022-04-09 02:42:58.449424]Total energy: 31070914.761595663
[2022-04-09 02:44:12.345663]Total energy: 31017745.206347868
[2022-04-09 02:45:26.033346]Total energy: 31043430.77576751
[2022-04-09 02:46:41.806822]Total energy: 31037447.696551915
[2022-04-09 02:47:56.197716]Total energy: 31079823.93824045
[2022-04-09 02:49:10.121700]Total energy: 31042911.395105515
[2022-04-09 02:50:33.914359]Total energy: 31094200.87260987
[2022-04-09 02:51:52.897721]Total energy: 31040530.498455416
[2022-04-09 02:53:10.456714]Total energy: 31028382.57016254
[2022-04-09 02:54:23.930453]Total energy: 31011245.39069585
[2022-04-09 02:55:37.926088]Total energy: 31022384.033871528
[2022-04-09 02:56:51.760075]Total energy: 31093178.224539492
[2022-04-09 02:58:04.883501]Total energy: 31037017.30682121
[2022-04-09 02:59:17.578860]Total energy: 31100141.2129795
[2022-04-09 03:00:48.295429]Total energy: 31050015.924008947
[2022-04-09 03:02:10.368798]Total energy: 31066261.588542867
[2022-04-09 03:03:23.179103]Total energy: 31083150.044272244
[2022-04-09 03:04:38.110069]Total energy: 31094842.363053158
[2022-04-09 03:05:52.658250]Total energy: 31133142.000064906
[2022-04-09 03:07:07.002659]Total energy: 31087817.180062532
[2022-04-09 03:08:20.418673]Total energy: 31097621.61794713
[2022-04-09 03:09:35.387095]Total energy: 31035694.533656772
[2022-04-09 03:10:59.101987]Total energy: 31014275.189398192
[2022-04-09 03:12:23.830799]Total energy: 30997996.361432303
[2022-04-09 03:13:38.499786]Total energy: 31056007.48314045
[2022-04-09 03:14:52.754040]Total energy: 31026081.18769277
[2022-04-09 03:16:07.285570]Total energy: 31070157.29232569
[2022-04-09 03:17:22.504092]Total energy: 31040134.827284627
[2022-04-09 03:18:37.276414]Total energy: 31059030.259295862
[2022-04-09 03:19:52.863390]Total energy: 31094111.77048303
[2022-04-09 03:21:18.277142]Total energy: 31038422.372097623
[2022-04-09 03:22:40.135074]Total energy: 31076257.86183618
[2022-04-09 03:23:54.385570]Total energy: 31039997.33671892
[2022-04-09 03:25:08.782153]Total energy: 31076580.46994739
[2022-04-09 03:26:22.657063]Total energy: 31031390.93776267
[2022-04-09 03:27:36.253625]Total energy: 31021007.28213689
[2022-04-09 03:28:50.266739]Total energy: 31027086.8512248
[2022-04-09 03:30:07.206115]Total energy: 31020511.541820366
[2022-04-09 03:31:35.786047]Total energy: 31007733.964991175
[2022-04-09 03:32:58.965830]Total energy: 31075568.36325316
[2022-04-09 03:34:14.464190]Total energy: 31045557.648297776
[2022-04-09 03:35:30.384045]Total energy: 31096618.73914592
[2022-04-09 03:36:45.573948]Total energy: 31149282.63773579
[2022-04-09 03:37:58.986967]Total energy: 31058946.73881492
[2022-04-09 03:39:14.101178]Total energy: 31069168.168777768
[2022-04-09 03:40:34.749879]Total energy: 31109764.796163056
[2022-04-09 03:42:06.006138]Total energy: 31054656.62312741
[2022-04-09 03:43:25.759311]Total energy: 31044048.065573804
[2022-04-09 03:44:40.902167]Total energy: 31013826.757327195
[2022-04-09 03:45:54.347507]Total energy: 30983433.84082528
[2022-04-09 03:47:09.727735]Total energy: 31016301.036067374
[2022-04-09 03:48:26.908364]Total energy: 31020788.83503734
[2022-04-09 03:49:41.845347]Total energy: 31066651.25872028
[2022-04-09 03:51:08.189703]Total energy: 30950038.381076615
[2022-04-09 03:52:29.836967]Total energy: 31029840.966030575
[2022-04-09 03:53:46.922646]Total energy: 31055901.261532594
[2022-04-09 03:55:02.823854]Total energy: 30996381.990057457
[2022-04-09 03:56:16.404348]Total energy: 31020308.726939358
[2022-04-09 03:57:29.157332]Total energy: 31057367.57993277
[2022-04-09 03:58:43.061143]Total energy: 31041359.619928543
[2022-04-09 03:59:58.136017]Total energy: 31044393.01062574
[2022-04-09 04:01:20.134904]Total energy: 30998208.33332464
[2022-04-09 04:02:41.171340]Total energy: 31042376.76956948
[2022-04-09 04:03:54.907179]Total energy: 31007142.049370855
[2022-04-09 04:05:08.421204]Total energy: 31004016.903194454
[2022-04-09 04:06:21.724281]Total energy: 31008309.902845293
[2022-04-09 04:07:39.887140]Total energy: 31000677.203293756
[2022-04-09 04:09:00.474242]Total energy: 30961160.298364926
[2022-04-09 04:10:19.591651]Total energy: 31066587.777253423
[2022-04-09 04:11:47.578457]Total energy: 31013650.285164777
[2022-04-09 04:13:02.886104]Total energy: 30962882.58530047
[2022-04-09 04:14:16.315660]Total energy: 31028935.229047447
[2022-04-09 04:15:31.083371]Total energy: 30978565.356441557
[2022-04-09 04:16:46.431142]Total energy: 31012471.714983087
[2022-04-09 04:18:00.145508]Total energy: 31070215.2779186
[2022-04-09 04:19:17.103167]Total energy: 31010804.550131552
[2022-04-09 04:20:55.669800]Total energy: 31042497.114830144
[2022-04-09 04:22:20.244716]Total energy: 31051739.435072523
[2022-04-09 04:23:33.401905]Total energy: 30940400.337348428
[2022-04-09 04:24:47.954158]Total energy: 30958859.683031227
[2022-04-09 04:26:01.927340]Total energy: 30985754.295492813
[2022-04-09 04:27:16.962864]Total energy: 31016656.820764728
[2022-04-09 04:28:31.521800]Total energy: 30992562.972247545
[2022-04-09 04:29:46.762199]Total energy: 31034188.73778703
[2022-04-09 04:31:11.134641]Total energy: 31034744.7978208
[2022-04-09 04:32:36.020179]Total energy: 31060915.61254602
[2022-04-09 04:33:50.205745]Total energy: 30992132.620305374
[2022-04-09 04:35:06.011379]Total energy: 31058487.87010378
[2022-04-09 04:36:22.535869]Total energy: 31071696.063122217
[2022-04-09 04:37:36.587272]Total energy: 31030387.98687768
[2022-04-09 04:38:55.160752]Total energy: 31021430.788698003
[2022-04-09 04:40:10.950846]Total energy: 31010196.12733495
[2022-04-09 04:41:32.267875]Total energy: 31033966.882855948
[2022-04-09 04:42:56.634754]Total energy: 31016499.4513603
[2022-04-09 04:44:13.780560]Total energy: 31054064.927402675
[2022-04-09 04:45:29.978947]Total energy: 31046075.234400645
[2022-04-09 04:46:50.808638]Total energy: 31072062.229071554
[2022-04-09 04:48:06.687966]Total energy: 31026520.89097908
[2022-04-09 04:49:21.618095]Total energy: 31025276.59044557
[2022-04-09 04:51:02.610187]Total energy: 31035318.3829319
[2022-04-09 04:52:30.882792]Total energy: 31094089.681833114
[2022-04-09 04:53:48.718139]Total energy: 31021417.92089731
[2022-04-09 04:55:05.481236]Total energy: 30998546.302786235
[2022-04-09 04:56:22.255453]Total energy: 31071318.30740405
[2022-04-09 04:57:39.778795]Total energy: 31013467.515235275
[2022-04-09 04:58:59.240070]Total energy: 31025994.17624157
[2022-04-09 05:00:16.304203]Total energy: 31042318.546476763
[2022-04-09 05:01:36.943654]Total energy: 31059586.618801426
[2022-04-09 05:02:56.297202]Total energy: 31001742.559786044
[2022-04-09 05:04:18.594443]Total energy: 31034845.37452291
[2022-04-09 05:05:37.290278]Total energy: 31046636.80977295
[2022-04-09 05:06:55.834573]Total energy: 31000857.79047569
[2022-04-09 05:08:13.491448]Total energy: 31046039.606549263
[2022-04-09 05:09:31.573730]Total energy: 31004762.607262235
[2022-04-09 05:11:16.823836]Total energy: 31056959.900011174
[2022-04-09 05:12:51.771977]Total energy: 31010182.267369837
[2022-04-09 05:14:08.554729]Total energy: 31018385.164272826
[2022-04-09 05:15:25.954016]Total energy: 31028797.87131138
[2022-04-09 05:16:44.797863]Total energy: 31007589.417470794
[2022-04-09 05:20:53.616533]Total energy: 31022407.25619364
[2022-04-09 05:23:06.058085]Total energy: 30996205.15902468
[2022-04-09 05:24:24.795385]Total energy: 31012050.116448157
[2022-04-09 05:25:42.865481]Total energy: 31030613.634030595
[2022-04-09 05:27:02.001402]Total energy: 30993037.03280371
[2022-04-09 05:28:21.602640]Total energy: 31032934.227994803
[2022-04-09 05:29:40.584943]Total energy: 31009456.613942582
[2022-04-09 05:31:08.793021]Total energy: 30922287.73034566
[2022-04-09 05:32:36.491860]Total energy: 31076563.89213183
[2022-04-09 05:33:55.483146]Total energy: 31011789.262116387
[2022-04-09 05:35:13.918669]Total energy: 30972619.076532613
[2022-04-09 05:36:33.151756]Total energy: 31060118.58215432
[2022-04-09 05:37:55.476600]Total energy: 31009951.117767945
[2022-04-09 05:39:13.233850]Total energy: 30941115.75307402
[2022-04-09 05:40:58.140637]Total energy: 30998684.003668945
[2022-04-09 05:42:33.491558]Total energy: 31026107.82621619
[2022-04-09 05:43:50.836967]Total energy: 31018873.115513664
[2022-04-09 05:45:05.913751]Total energy: 31009233.941232447
[2022-04-09 05:46:22.748146]Total energy: 31003453.770691212
[2022-04-09 05:47:39.679216]Total energy: 30996758.556173924
[2022-04-09 05:48:55.558035]Total energy: 30976306.394029677
[2022-04-09 05:50:13.052309]Total energy: 31080830.449604392
[2022-04-09 05:51:40.766188]Total energy: 30946768.665159084
[2022-04-09 05:53:06.592996]Total energy: 31007941.187128674
[2022-04-09 05:54:22.346143]Total energy: 31019260.146845702
[2022-04-09 05:55:40.104135]Total energy: 31032388.12819564
[2022-04-09 05:56:56.147880]Total energy: 31020171.828712534
[2022-04-09 05:58:12.223783]Total energy: 30994801.750337016
[2022-04-09 05:59:29.215354]Total energy: 30992828.129708506
[2022-04-09 06:00:51.046737]Total energy: 30947373.04608551
[2022-04-09 06:02:23.268794]Total energy: 30982058.141503472
[2022-04-09 06:03:46.881771]Total energy: 30990130.85875445
[2022-04-09 06:05:02.556352]Total energy: 30966545.967176415
[2022-04-09 06:06:20.646185]Total energy: 30963682.777676128
[2022-04-09 06:07:39.821700]Total energy: 30987217.59662708
[2022-04-09 06:08:59.673827]Total energy: 30999760.47483969
[2022-04-09 06:10:20.561402]Total energy: 30982472.60083781
[2022-04-09 06:12:01.980099]Total energy: 30961471.63279773
[2022-04-09 06:13:31.300849]Total energy: 30962552.596819703
[2022-04-09 06:14:49.872847]Total energy: 30941215.25161706
[2022-04-09 06:16:08.820516]Total energy: 30945867.49130382
[2022-04-09 06:17:27.630751]Total energy: 31033462.24189292
[2022-04-09 06:18:46.731797]Total energy: 31029316.05238151
[2022-04-09 06:20:07.685308]Total energy: 30944578.04600756
[2022-04-09 06:21:37.792570]Total energy: 30999595.066015065
[2022-04-09 06:23:05.711651]Total energy: 30978943.96576935
[2022-04-09 06:24:26.168699]Total energy: 30971544.315641604
[2022-04-09 06:25:47.517900]Total energy: 30983554.645271853
[2022-04-09 06:27:10.340705]Total energy: 31029166.730766077
[2022-04-09 06:28:30.255111]Total energy: 31033016.070362825
[2022-04-09 06:29:49.950973]Total energy: 30960295.122840907
[2022-04-09 06:31:34.523724]Total energy: 30968386.784360025
[2022-04-09 06:33:03.212726]Total energy: 30979878.08421452
[2022-04-09 06:34:27.778129]Total energy: 30998504.99103982
[2022-04-09 06:35:48.354727]Total energy: 30995082.501136538
[2022-04-09 06:37:09.136443]Total energy: 30986703.37718222
[2022-04-09 06:38:29.329112]Total energy: 30965494.394184165
[2022-04-09 06:39:55.727396]Total energy: 30913659.232896347
[2022-04-09 06:41:37.432435]Total energy: 31088557.275872372
[2022-04-09 06:43:10.634585]Total energy: 31041716.098228905
[2022-04-09 06:44:30.407017]Total energy: 31100087.80646054
[2022-04-09 06:45:50.824731]Total energy: 31093341.273147423
[2022-04-09 06:47:16.499019]Total energy: 31102186.160799306
[2022-04-09 06:48:48.765398]Total energy: 31056101.646972258
[2022-04-09 06:50:13.073523]Total energy: 31096405.450781133
[2022-04-09 06:51:58.608036]Total energy: 31096373.63859321
[2022-04-09 06:53:19.833778]Total energy: 31068777.510016914
[2022-04-09 06:54:40.291125]Total energy: 31125655.38531929
[2022-04-09 06:55:59.970715]Total energy: 31067978.58670254
[2022-04-09 06:57:18.677893]Total energy: 31097320.743592653
[2022-04-09 06:58:37.740408]Total energy: 31075921.01496617
[2022-04-09 06:59:57.703857]Total energy: 31117005.785206024
[2022-04-09 07:01:17.628788]Total energy: 31053959.278560977
[2022-04-09 07:02:37.066192]Total energy: 31119572.81741606
[2022-04-09 07:03:56.801160]Total energy: 31103474.35361875
[2022-04-09 07:05:15.310036]Total energy: 31121995.55634223
[2022-04-09 07:06:34.955916]Total energy: 31037892.623084947
[2022-04-09 07:07:53.698209]Total energy: 31083606.133587748
[2022-04-09 07:09:12.662444]Total energy: 31076299.175032757
[2022-04-09 07:10:54.954841]Total energy: 31106754.518681284
[2022-04-09 07:12:40.383525]Total energy: 31144004.80623658
[2022-04-09 07:14:08.270160]Total energy: 31078958.876073044
[2022-04-09 07:15:26.387717]Total energy: 31097857.417256806
[2022-04-09 07:16:44.236659]Total energy: 31087095.18313093
[2022-04-09 07:18:04.681051]Total energy: 31147573.438465387
[2022-04-09 07:19:26.443311]Total energy: 31069190.369268086
[2022-04-09 07:21:11.255994]Total energy: 31131754.94726002
[2022-04-09 07:22:59.169960]Total energy: 31046901.014263038
[2022-04-09 07:24:24.622723]Total energy: 31141828.216657087
[2022-04-09 07:25:53.993653]Total energy: 31154852.318605192
[2022-04-09 07:29:31.018098]Total energy: 31059192.459141694
[2022-04-09 07:33:05.653177]Total energy: 31088319.034010842
[2022-04-09 07:34:25.022969]Total energy: 31094288.219706494
[2022-04-09 07:35:44.038052]Total energy: 31135358.24440348
[2022-04-09 07:37:02.822720]Total energy: 31101926.52631615
[2022-04-09 07:38:21.992687]Total energy: 31060435.274202928
[2022-04-09 07:39:41.337897]Total energy: 31058928.403358012
[2022-04-09 07:41:08.824039]Total energy: 31083506.349466246
[2022-04-09 07:42:34.492569]Total energy: 31102677.36748884
[2022-04-09 07:43:57.674528]Total energy: 31110210.48925777
[2022-04-09 07:45:18.949812]Total energy: 31114541.128541622
[2022-04-09 07:46:40.492285]Total energy: 31107234.100431625
[2022-04-09 07:47:59.664964]Total energy: 31042987.42761283
[2022-04-09 07:49:22.324841]Total energy: 31059921.292391494
[2022-04-09 07:50:53.928211]Total energy: 31076684.98012551
[2022-04-09 07:52:22.001658]Total energy: 31081601.825285036
[2022-04-09 07:53:41.291811]Total energy: 31053918.789765533
[2022-04-09 07:55:03.724984]Total energy: 31057637.014303934
[2022-04-09 07:56:27.174075]Total energy: 31059104.807888824
[2022-04-09 07:57:49.082705]Total energy: 31096588.033764828
[2022-04-09 07:59:08.994753]Total energy: 31086904.929406717
[2022-04-09 08:00:55.903684]Total energy: 31092580.817919742
[2022-04-09 08:02:25.620071]Total energy: 31091038.639702007
[2022-04-09 08:03:53.937397]Total energy: 31127650.593547348
[2022-04-09 08:05:15.633256]Total energy: 31064051.12611864
[2022-04-09 08:06:34.659338]Total energy: 31088823.09480746
[2022-04-09 08:07:57.518873]Total energy: 31153517.361036643
[2022-04-09 08:09:17.258960]Total energy: 31077621.154116977
[2022-04-09 08:10:58.292047]Total energy: 31075238.9774104
[2022-04-09 08:12:31.512109]Total energy: 31145330.53761901
[2022-04-09 08:13:52.112354]Total energy: 31105320.570840303
[2022-04-09 08:15:11.728459]Total energy: 31076962.03903125
[2022-04-09 08:16:33.833927]Total energy: 31112799.89058115
[2022-04-09 08:17:54.128031]Total energy: 31103717.236438207
[2022-04-09 08:19:14.732563]Total energy: 31054596.83221453
[2022-04-09 08:20:56.705446]Total energy: 31088709.587138724
[2022-04-09 08:22:41.873462]Total energy: 31107805.109100897
[2022-04-09 08:24:08.533906]Total energy: 31079127.800357573
[2022-04-09 08:25:28.582843]Total energy: 31048804.614241585
[2022-04-09 08:26:49.150183]Total energy: 30996337.28571729
[2022-04-09 08:28:11.757492]Total energy: 31021139.42554268
[2022-04-09 08:29:31.678550]Total energy: 31094499.42635646
[2022-04-09 08:31:16.567641]Total energy: 31072494.51506644
[2022-04-09 08:32:50.438835]Total energy: 31104536.329959735
[2022-04-09 08:34:09.944918]Total energy: 31022144.87547387
[2022-04-09 08:35:29.954483]Total energy: 31056282.93637761
[2022-04-09 08:36:48.060759]Total energy: 31064526.66551467
[2022-04-09 08:38:08.973685]Total energy: 31129670.244551424
[2022-04-09 08:39:30.245068]Total energy: 31057611.6627638
[2022-04-09 08:41:10.346720]Total energy: 31055885.665142186
[2022-04-09 08:42:48.876656]Total energy: 31080444.074432768
[2022-04-09 08:44:09.859519]Total energy: 31052511.33246971
[2022-04-09 08:45:32.203679]Total energy: 31047631.288099915
[2022-04-09 08:46:51.863622]Total energy: 31035020.83112949
[2022-04-09 08:48:12.486130]Total energy: 31080067.82197641
[2022-04-09 08:49:32.508342]Total energy: 31071901.520159155
[2022-04-09 08:51:15.613232]Total energy: 31078969.749784686
[2022-04-09 08:52:44.490668]Total energy: 31044469.923039686
[2022-04-09 08:54:03.129420]Total energy: 31053942.096158125
[2022-04-09 08:55:23.996238]Total energy: 31084835.287660133
[2022-04-09 08:56:43.723942]Total energy: 31034759.32916267
[2022-04-09 08:58:03.241569]Total energy: 31078301.877741147
[2022-04-09 08:59:23.786007]Total energy: 31030737.658524275
[2022-04-09 09:01:14.104665]Total energy: 31060369.278597724
[2022-04-09 09:03:00.199017]Total energy: 31047112.250736795
[2022-04-09 09:04:33.722374]Total energy: 31071278.077647503
[2022-04-09 09:06:01.416047]Total energy: 31070812.240983
[2022-04-09 09:07:20.750128]Total energy: 31068393.382263504
[2022-04-09 09:08:40.264217]Total energy: 31074968.302481294
[2022-04-09 09:10:00.658872]Total energy: 31067964.14845008
[2022-04-09 09:11:44.080569]Total energy: 31066550.688317597
[2022-04-09 09:13:14.865331]Total energy: 31063310.981014114
[2022-04-09 09:14:48.186897]Total energy: 31053982.707576584
[2022-04-09 09:16:19.937093]Total energy: 31066741.004344728
[2022-04-09 09:17:42.491490]Total energy: 31081469.617656652
[2022-04-09 09:19:05.040176]Total energy: 31092980.786448833
[2022-04-09 09:20:25.184513]Total energy: 31068808.14106877
[2022-04-09 09:21:44.612292]Total energy: 31123172.50770262
[2022-04-09 09:23:05.128858]Total energy: 31032602.071222294
[2022-04-09 09:24:24.522680]Total energy: 31074340.09225675
[2022-04-09 09:25:45.212687]Total energy: 31068092.51639742
[2022-04-09 09:27:04.196178]Total energy: 31051485.48437474
[2022-04-09 09:28:25.020096]Total energy: 31013369.75718408
[2022-04-09 09:29:44.292131]Total energy: 30977251.364765707
[2022-04-09 09:31:41.607553]Total energy: 31066188.597802978
[2022-04-09 09:33:22.858252]Total energy: 31076541.77563113
[2022-04-09 09:34:57.957747]Total energy: 31076220.917488664
[2022-04-09 09:36:28.445522]Total energy: 31027241.93230925
[2022-04-09 09:37:49.511014]Total energy: 31034885.64520467
[2022-04-09 09:39:09.560801]Total energy: 31056181.343784258
[2022-04-09 09:41:09.072489]Total energy: 31018164.208676036
[2022-04-09 09:43:05.566642]Total energy: 31038196.080997605
[2022-04-09 09:44:45.077499]Total energy: 31044686.0581483
[2022-04-09 09:46:20.188497]Total energy: 31063867.121255077
[2022-04-09 09:47:42.783605]Total energy: 31019993.182616312
[2022-04-09 09:49:01.978119]Total energy: 31065621.33535601
[2022-04-09 09:50:21.402438]Total energy: 31061868.60844045
[2022-04-09 09:52:28.794680]Total energy: 31092150.715951785
[2022-04-09 09:53:56.813919]Total energy: 31113766.857150875
[2022-04-09 09:55:17.974375]Total energy: 31145611.465093385
[2022-04-09 09:56:40.052877]Total energy: 31050799.030705743
[2022-04-09 09:57:58.753834]Total energy: 31037201.911468238
[2022-04-09 09:59:17.280059]Total energy: 31089558.392238062
[2022-04-09 10:01:14.891871]Total energy: 31042142.10580527
[2022-04-09 10:03:11.311033]Total energy: 31081747.29617271
[2022-04-09 10:04:43.132788]Total energy: 31080441.988436446
[2022-04-09 10:06:03.610374]Total energy: 31065706.02560183
[2022-04-09 10:07:23.154355]Total energy: 31014278.128129072
[2022-04-09 10:08:42.259806]Total energy: 31028815.06713439
[2022-04-09 10:10:03.774305]Total energy: 31053644.878459007
[2022-04-09 10:11:30.034425]Total energy: 31105876.981155466
[2022-04-09 10:13:05.098228]Total energy: 31042063.197700705
[2022-04-09 10:14:34.549673]Total energy: 31036768.940459132
[2022-04-09 10:15:56.614968]Total energy: 31035806.69996469
[2022-04-09 10:17:19.274439]Total energy: 31004095.414054736
[2022-04-09 10:18:43.787080]Total energy: 31044105.465440497
[2022-04-09 10:20:07.590336]Total energy: 31014704.270517606
[2022-04-09 10:21:53.743551]Total energy: 31092939.85523691
[2022-04-09 10:23:33.882168]Total energy: 31089834.30356262
[2022-04-09 10:25:17.839113]Total energy: 31038116.238759592
[2022-04-09 10:26:49.816181]Total energy: 31059382.48441646
[2022-04-09 10:28:16.031193]Total energy: 31062242.30327502
[2022-04-09 10:29:38.626851]Total energy: 31070635.648860037
[2022-04-09 10:31:11.840968]Total energy: 31066727.796204373
[2022-04-09 10:32:45.227511]Total energy: 31080184.71771823
[2022-04-09 10:34:08.486730]Total energy: 31096189.717903525
[2022-04-09 10:35:29.101596]Total energy: 31037044.79466178
[2022-04-09 10:37:01.886068]Total energy: 31069054.56170523
[2022-04-09 10:38:25.898697]Total energy: 31068570.618053585
[2022-04-09 10:39:51.430238]Total energy: 31088168.714017585
[2022-04-09 10:41:32.514757]Total energy: 31084554.382940106
[2022-04-09 10:43:19.841993]Total energy: 31109725.658755306
[2022-04-09 10:44:51.103872]Total energy: 31106636.027761962
[2022-04-09 10:46:13.667103]Total energy: 31095090.40784762
[2022-04-09 10:47:35.308134]Total energy: 31057427.16048804
[2022-04-09 10:48:58.184854]Total energy: 31069120.083084833
[2022-04-09 10:50:27.393267]Total energy: 31045560.938682355
[2022-04-09 10:52:18.440368]Total energy: 31065014.36379008
[2022-04-09 10:54:00.424591]Total energy: 31088750.900390867
[2022-04-09 10:55:32.883966]Total energy: 31034102.65799735
[2022-04-09 10:56:57.064955]Total energy: 31043850.170348685
[2022-04-09 10:58:22.765847]Total energy: 31048637.461280648
[2022-04-09 10:59:49.445537]Total energy: 31085253.706759013
[2022-04-09 11:01:35.220017]Total energy: 31053031.597129066
[2022-04-09 11:03:12.172703]Total energy: 31063490.679273326
[2022-04-09 11:04:39.313751]Total energy: 31068016.04742564
[2022-04-09 11:06:01.551447]Total energy: 31042103.007250678
[2022-04-09 11:07:24.700547]Total energy: 31068886.875601012
[2022-04-09 11:08:47.799225]Total energy: 31055032.31929341
[2022-04-09 11:10:11.604856]Total energy: 31053854.705204666
[2022-04-09 11:11:42.016755]Total energy: 31049219.029082008
[2022-04-09 11:13:18.238475]Total energy: 31015807.46877959
[2022-04-09 11:14:42.302943]Total energy: 31047277.070980158
[2022-04-09 11:16:08.907330]Total energy: 31093047.02910831
[2022-04-09 11:17:35.389616]Total energy: 31029113.6467919
[2022-04-09 11:19:02.467259]Total energy: 31023132.171980277
[2022-04-09 11:20:35.513592]Total energy: 31040352.909124475
[2022-04-09 11:22:13.733547]Total energy: 31024095.85043141
[2022-04-09 11:23:48.410874]Total energy: 31070366.104223628
[2022-04-09 11:25:12.546031]Total energy: 31082519.614530183
[2022-04-09 11:26:34.678854]Total energy: 31052049.06160462
[2022-04-09 11:27:58.945309]Total energy: 31076413.047513206
[2022-04-09 11:29:22.070408]Total energy: 31054025.1722855
[2022-04-09 11:31:04.548546]Total energy: 31050001.658042375
[2022-04-09 11:32:34.848283]Total energy: 31049304.84449309
[2022-04-09 11:34:00.533665]Total energy: 31089927.63169719
[2022-04-09 11:35:24.412536]Total energy: 31013669.614250638
[2022-04-09 11:36:47.222649]Total energy: 31057205.009230733
[2022-04-09 11:38:10.543055]Total energy: 31041949.588100582
